replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP031716.1	NZ_CP031716.1_97	RM_Type_II__Type_II_REase18	97	defense-finder-models/RM/RM/RM_Type_II	NZ_CP031716.1_RM_Type_II_12	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	251	1.4e-18	65.7	0.633	0.873	28	246			RM	RM_Type_II	Defense
NZ_CP031716.1	NZ_CP031716.1_98	RM_Type_II__Type_II_MTases_FAM_0	98	defense-finder-models/RM/RM/RM_Type_II	NZ_CP031716.1_RM_Type_II_12	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	394	5.9e-98	326.2	0.975	0.898	12	365			RM	RM_Type_II	Defense
NZ_CP031716.1	NZ_CP031716.1_228	AbiL__AbiLi2	228	defense-finder-models/DefenseFinder/AbiL/AbiL	NZ_CP031716.1_AbiL_2	1	1	1.0	2.0	1	AbiL__AbiLi	mandatory	455	1.5e-98	328.7	0.987	0.989	1	450			AbiL	AbiL	Defense
NZ_CP031716.1	NZ_CP031716.1_229	AbiL__AbiLii2	229	defense-finder-models/DefenseFinder/AbiL/AbiL	NZ_CP031716.1_AbiL_2	1	1	1.0	2.0	1	AbiL__AbiLii	mandatory	235	2.3e-15	54.5	0.44	0.617	85	229			AbiL	AbiL	Defense
NZ_CP031716.1	NZ_CP031716.1_599	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	599	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	NZ_CP031716.1_Lamassu-Cap4_nuclease_3	1	1	1.0	2.5	1	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	mandatory	409	3.9999999999999996e-26	90.8	0.952	0.885	3	364			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
NZ_CP031716.1	NZ_CP031716.1_600	Lamassu-Fam__LmuC_acc_Cap4_nuclease	600	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	NZ_CP031716.1_Lamassu-Cap4_nuclease_3	1	1	1.0	2.5	1	Lamassu-Fam__LmuC_acc_Lipase	accessory	227	6.1e-15	53.8	0.877	0.912	13	219			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
NZ_CP031716.1	NZ_CP031716.1_601	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	601	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	NZ_CP031716.1_Lamassu-Cap4_nuclease_3	1	1	1.0	2.5	1	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	mandatory	782	2.3e-67	226.1	0.987	0.978	3	767			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
NZ_CP031716.1	NZ_CP031716.1_992	RM__Type_I_MTases_FAM_3	992	defense-finder-models/RM/RM/RM_Type_I	NZ_CP031716.1_RM_Type_I_10	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	762	1.8e-299	992.4	0.997	0.996	2	760		NZ_CP031716.1_PrrC_8	RM	RM_Type_I	Defense
NZ_CP031716.1	NZ_CP031716.1_993	RM__Type_I_S_52	993	defense-finder-models/RM/RM/RM_Type_I	NZ_CP031716.1_RM_Type_I_10	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	452	1.6000000000000002e-81	272.6	0.728	0.969	2	439		NZ_CP031716.1_PrrC_8	RM	RM_Type_I	Defense
NZ_CP031716.1	NZ_CP031716.1_994	RM__Type_I_REases_FAM_1.einsi_trimmed	994	defense-finder-models/RM/RM/RM_Type_I	NZ_CP031716.1_RM_Type_I_10	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1084	0.0	1592.3	0.997	0.998	1	1082		NZ_CP031716.1_PrrC_8	RM	RM_Type_I	Defense
