hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP031716.1_97	NZ_CP031716.1	97	251	RM_Type_II__Type_II_REase18	1.4e-18	65.7	0.633	0.873	28	246
NZ_CP031716.1_98	NZ_CP031716.1	98	394	RM_Type_II__Type_II_MTases_FAM_41	5.8e-12	43.0	0.542	0.495	167	361
NZ_CP031716.1_98	NZ_CP031716.1	98	394	RM_Type_II__Type_II_MTases_FAM_22	4.6e-14	50.0	0.469	0.49	13	205
NZ_CP031716.1_98	NZ_CP031716.1	98	394	RM_Type_II__Type_II_MTases_FAM_16	1.1e-27	94.7	0.779	0.751	68	363
NZ_CP031716.1_98	NZ_CP031716.1	98	394	RM_Type_II__Type_II_MTases_FAM_21	2.9000000000000002e-30	103.1	0.475	0.546	17	231
NZ_CP031716.1_98	NZ_CP031716.1	98	394	RM_Type_II__Type_II_MTases_FAM_15	2.1e-30	103.6	0.949	0.886	15	363
NZ_CP031716.1_98	NZ_CP031716.1	98	394	DISARM_2__drmMII	1.1e-43	147.5	0.539	0.561	11	231
NZ_CP031716.1_98	NZ_CP031716.1	98	394	RM_Type_II__Type_II_MTases_FAM_2	6.899999999999999e-53	177.6	0.965	0.888	13	362
NZ_CP031716.1_98	NZ_CP031716.1	98	394	Druantia_II__DruM	1.8e-74	248.9	0.845	0.904	12	367
NZ_CP031716.1_98	NZ_CP031716.1	98	394	RM_Type_II__Type_II_MTases_FAM_0	5.9e-98	326.2	0.975	0.898	12	365
NZ_CP031716.1_228	NZ_CP031716.1	228	455	AbiL__AbiLi	6.299999999999999e-88	293.5	0.982	0.987	1	449
NZ_CP031716.1_228	NZ_CP031716.1	228	455	AbiL__AbiLi2	1.5e-98	328.7	0.987	0.989	1	450
NZ_CP031716.1_229	NZ_CP031716.1	229	235	AbiL__AbiLii	4.8e-12	43.2	0.441	0.6	86	226
NZ_CP031716.1_229	NZ_CP031716.1	229	235	AbiL__AbiLii2	2.3e-15	54.5	0.44	0.617	85	229
NZ_CP031716.1_273	NZ_CP031716.1	273	554	Retron_I_A__ATPase_TypeIA	1.9e-09	34.8	0.474	0.478	2	266
NZ_CP031716.1_341	NZ_CP031716.1	341	1264	Gabija__GajB_2	4.9e-42	141.9	0.641	0.623	133	920
NZ_CP031716.1_441	NZ_CP031716.1	441	184	DarTG__DarG	2.5e-68	228.1	0.735	0.935	2	173
NZ_CP031716.1_454	NZ_CP031716.1	454	664	Gabija__GajB_1	1.1000000000000001e-36	124.3	0.916	0.88	18	601
NZ_CP031716.1_454	NZ_CP031716.1	454	664	UG35__UvrD	4.6e-56	188.0	0.507	0.625	8	422
NZ_CP031716.1_454	NZ_CP031716.1	454	664	Gabija__GajB_2	1.5e-80	269.1	0.77	0.932	9	627
NZ_CP031716.1_556	NZ_CP031716.1	556	257	CBASS__AG_E1_ThiF	5.9e-39	131.6	0.828	0.895	21	250
NZ_CP031716.1_599	NZ_CP031716.1	599	409	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	4e-26	90.8	0.952	0.885	3	364
NZ_CP031716.1_600	NZ_CP031716.1	600	227	Lamassu-Fam__LmuC_acc_Cap4_nuclease	6.1e-15	53.8	0.877	0.912	13	219
NZ_CP031716.1_601	NZ_CP031716.1	601	782	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.2999999999999997e-67	226.1	0.987	0.978	3	767
NZ_CP031716.1_602	NZ_CP031716.1	602	416	RM_Type_II__Type_II_MTases_FAM_8	5.9e-06	23.4	0.424	0.498	174	380
NZ_CP031716.1_602	NZ_CP031716.1	602	416	RM_Type_II__Type_II_MTases_FAM_1	2.9e-15	54.2	0.612	0.481	36	235
NZ_CP031716.1_602	NZ_CP031716.1	602	416	RM_Type_II__Type_II_MTases_FAM_3	2.5e-15	54.4	0.914	0.846	38	389
NZ_CP031716.1_602	NZ_CP031716.1	602	416	RM_Type_II__Type_II_MTases_FAM_37	7.3e-36	121.6	0.784	0.839	39	387
NZ_CP031716.1_602	NZ_CP031716.1	602	416	RM_Type_III__Type_III_MTases_FAM_0	1.1999999999999999e-114	382.2	0.679	0.959	2	400
NZ_CP031716.1_609	NZ_CP031716.1	609	701	RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed	8.900000000000001e-72	240.1	0.705	0.94	8	666
NZ_CP031716.1_668	NZ_CP031716.1	668	920	UG9__DNA_pol	2.8e-37	126.5	0.723	0.43	504	899
NZ_CP031716.1_672	NZ_CP031716.1	672	344	Zorya__ZorB	2.4e-08	31.3	0.438	0.291	232	331
NZ_CP031716.1_706	NZ_CP031716.1	706	160	Zorya__ZorB	4.8e-09	33.6	0.494	0.706	43	155
NZ_CP031716.1_896	NZ_CP031716.1	896	636	UG6__DnaG	1.4e-13	48.3	0.528	0.296	189	376
NZ_CP031716.1_960	NZ_CP031716.1	960	810	Dodola__DolB	4.7e-12	43.4	0.92	0.431	223	571
NZ_CP031716.1_969	NZ_CP031716.1	969	220	DEDDh_I_II_III_IV_V_VI_1	1.2e-24	84.9	0.994	0.809	23	200
NZ_CP031716.1_992	NZ_CP031716.1	992	762	RM_Type_II__Type_II_MTases_FAM_29	1e-06	25.3	0.542	0.462	89	440
NZ_CP031716.1_992	NZ_CP031716.1	992	762	RM_Type_II__Type_II_MTases_FAM_13	1.1e-09	35.2	0.435	0.365	148	425
NZ_CP031716.1_992	NZ_CP031716.1	992	762	RM_Type_II__Type_II_MTases_FAM_33	5.7e-29	99.0	0.586	0.436	85	416
NZ_CP031716.1_992	NZ_CP031716.1	992	762	PrrC__EcoprrI	3.3e-50	169.7	0.81	0.598	5	460
NZ_CP031716.1_992	NZ_CP031716.1	992	762	RM__Type_I_MTases_FAM_0	3e-76	255.0	0.863	0.604	2	461
NZ_CP031716.1_992	NZ_CP031716.1	992	762	RM__Type_I_MTases_FAM_3	1.7999999999999997e-299	992.4	0.997	0.996	2	760
NZ_CP031716.1_993	NZ_CP031716.1	993	452	RM__Type_I_S_03	2.6e-23	80.7	0.714	0.81	73	438
NZ_CP031716.1_993	NZ_CP031716.1	993	452	RM__Type_I_S_01	9.300000000000001e-30	101.3	0.448	0.728	78	406
NZ_CP031716.1_993	NZ_CP031716.1	993	452	RM__Type_I_S_06	7.6e-30	102.0	0.669	0.825	62	434
NZ_CP031716.1_993	NZ_CP031716.1	993	452	RM__Type_I_S_02	8.5e-31	105.2	0.753	0.794	76	434
NZ_CP031716.1_993	NZ_CP031716.1	993	452	RM__Type_I_S_51	1.2e-44	150.2	0.738	0.838	68	446
NZ_CP031716.1_993	NZ_CP031716.1	993	452	RM__Type_I_S_04	2.4e-71	239.0	0.779	0.954	9	439
NZ_CP031716.1_993	NZ_CP031716.1	993	452	RM__Type_I_S_52	1.6e-81	272.6	0.728	0.969	2	439
