hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP088954.1_3	NZ_CP088954.1	3	361	Paris_II__AriA_AAA21	4.8e-14	50.2	0.798	0.909	1	328
NZ_CP088954.1_221	NZ_CP088954.1	221	327	Paris_I__AriB_DUF4435_I	1.2000000000000001e-30	105.1	0.833	0.829	34	304
NZ_CP088954.1_222	NZ_CP088954.1	222	457	Retron_I_A__ATPase_TypeIA	6.2e-06	23.2	0.494	0.63	1	288
NZ_CP088954.1_222	NZ_CP088954.1	222	457	Septu__PtuA	1.5e-32	111.6	0.736	0.965	1	441
NZ_CP088954.1_222	NZ_CP088954.1	222	457	Paris_II__AriA_AAA21	2.4e-61	205.9	0.844	0.98	1	448
NZ_CP088954.1_222	NZ_CP088954.1	222	457	Paris_I__AriA_AAA15	1.6e-74	249.6	0.927	0.985	1	450
NZ_CP088954.1_391	NZ_CP088954.1	391	212	ShosTA__ShosT	6.1e-09	33.6	0.624	0.67	66	207
NZ_CP088954.1_494	NZ_CP088954.1	494	542	DISARM__drmC	3.8e-12	44.0	0.415	0.244	356	487
NZ_CP088954.1_545	NZ_CP088954.1	545	488	DISARM__drmC	1.1e-13	49.1	0.623	0.359	259	433
NZ_CP088954.1_597	NZ_CP088954.1	597	353	Zorya__ZorB	9.1e-08	29.4	0.438	0.283	228	327
NZ_CP088954.1_773	NZ_CP088954.1	773	643	Gao_Iet__IetA	1.1e-29	101.3	0.561	0.35	175	399
NZ_CP088954.1_835	NZ_CP088954.1	835	308	Brig1__ADP_ribosyl	6.1000000000000004e-49	164.8	0.436	0.958	2	296
NZ_CP088954.1_872	NZ_CP088954.1	872	187	Zorya__ZorB	5.4e-07	26.9	0.46	0.561	74	178
NZ_CP088954.1_893	NZ_CP088954.1	893	223	CBASS__QueC	5.7e-20	69.9	0.936	0.91	4	206
NZ_CP088954.1_893	NZ_CP088954.1	893	223	Dpd__QueC	7.9e-48	160.4	0.986	0.982	2	220
NZ_CP088954.1_1048	NZ_CP088954.1	1048	183	Dpd__FolE	3.4000000000000003e-87	288.5	0.983	0.973	1	178
NZ_CP088954.1_1101	NZ_CP088954.1	1101	229	DEDDh_I_II_III_IV_V_VI_1	6.2e-18	63.2	1.0	0.694	4	162
NZ_CP088954.1_1163	NZ_CP088954.1	1163	514	ShosTA__ShosT	8.2e-05	20.1	0.544	0.222	284	397
NZ_CP088954.1_1247	NZ_CP088954.1	1247	336	WYL_I_II_III_IV_V_VI_1	8.2e-16	56.1	0.955	0.955	9	329
NZ_CP088954.1_1247	NZ_CP088954.1	1247	336	WYL_I_II_III_IV_V_VI_4	1.8000000000000002e-25	87.7	0.948	0.515	157	329
NZ_CP088954.1_1284	NZ_CP088954.1	1284	259	CBASS__AG_E1_ThiF	3.8e-67	223.9	0.996	0.903	20	253
NZ_CP088954.1_1333	NZ_CP088954.1	1333	571	recD_IV-D_1	3.7e-18	62.7	0.45	0.63	3	362
NZ_CP088954.1_1401	NZ_CP088954.1	1401	168	Veles__VlsC2	3.2999999999999996e-33	112.6	0.96	0.929	7	162
NZ_CP088954.1_1401	NZ_CP088954.1	1401	168	Veles__VlsC1	2.8e-33	112.8	0.966	0.94	5	162
NZ_CP088954.1_1542	NZ_CP088954.1	1542	759	Dodola__DolB	3.7e-21	73.3	0.491	0.254	423	615
NZ_CP088954.1_1724	NZ_CP088954.1	1724	226	Retron_IX__HEPN	7.9e-10	36.7	0.863	0.442	121	220
NZ_CP088954.1_1951	NZ_CP088954.1	1951	406	Dnd__DndA	1.1e-136	453.4	0.976	0.906	5	372
NZ_CP088954.1_1957	NZ_CP088954.1	1957	489	Pycsar__AG_cyclase	1e-29	101.4	0.603	0.452	224	444
NZ_CP088954.1_1996	NZ_CP088954.1	1996	199	Dpd__QueD	1.3e-07	29.7	0.758	0.472	5	98
NZ_CP088954.1_2002	NZ_CP088954.1	2002	258	Gao_Qat__QatD	2.4e-15	54.2	0.957	0.984	2	255
NZ_CP088954.1_2166	NZ_CP088954.1	2166	654	Dnd__DndA	5.3000000000000006e-42	141.8	0.865	0.521	270	610
NZ_CP088954.1_2268	NZ_CP088954.1	2268	893	Dodola__DolB	1.5e-27	94.4	0.701	0.303	472	742
NZ_CP088954.1_2270	NZ_CP088954.1	2270	256	Zorya__ZorB	2.8e-09	34.4	0.475	0.426	145	253
NZ_CP088954.1_2379	NZ_CP088954.1	2379	784	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	7.2000000000000005e-65	217.9	0.987	0.976	3	767
NZ_CP088954.1_2381	NZ_CP088954.1	2381	408	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	4.8e-25	87.2	0.941	0.873	4	359
NZ_CP088954.1_2493	NZ_CP088954.1	2493	860	Dodola__DolB	9.899999999999998e-22	75.2	0.493	0.235	521	722
NZ_CP088954.1_2593	NZ_CP088954.1	2593	221	DEDDh_I_II_III_IV_V_VI_1	1e-23	82.0	0.994	0.805	24	201
NZ_CP088954.1_2603	NZ_CP088954.1	2603	459	DEDDh_I_II_III_IV_V_VI_1	2.3e-32	110.1	0.994	0.349	233	392
NZ_CP088954.1_2626	NZ_CP088954.1	2626	810	Dodola__DolB	4.7e-12	43.4	0.917	0.43	224	571
NZ_CP088954.1_2754	NZ_CP088954.1	2754	1079	cas3HD_I_1	1.8e-11	41.9	0.857	0.188	97	299
NZ_CP088954.1_2754	NZ_CP088954.1	2754	1079	cas3_I_5	1.6000000000000002e-46	156.7	0.574	0.521	303	864
NZ_CP088954.1_2754	NZ_CP088954.1	2754	1079	cas3f_I-F_1	0.0	1552.5	1.0	0.997	1	1076
NZ_CP088954.1_2756	NZ_CP088954.1	2756	389	cas8f_I-F_6	2.1e-263	871.0	0.968	0.997	1	388
NZ_CP088954.1_2757	NZ_CP088954.1	2757	295	cas5f_I-F_1	9.6e-10	35.8	0.981	0.963	3	286
NZ_CP088954.1_2757	NZ_CP088954.1	2757	295	cas5f_I-F_4	1.7000000000000002e-20	71.2	0.976	0.939	6	282
NZ_CP088954.1_2757	NZ_CP088954.1	2757	295	cas5f_I-F_3	1.1e-62	209.9	0.993	0.956	6	287
NZ_CP088954.1_2757	NZ_CP088954.1	2757	295	cas5f_I-F_2	1.4e-96	320.9	1.0	0.966	4	288
NZ_CP088954.1_2758	NZ_CP088954.1	2758	354	cas7f_I-F_2	1.8e-105	350.7	1.0	0.975	7	351
NZ_CP088954.1_2758	NZ_CP088954.1	2758	354	cas7f_I-F_1	1.1e-133	443.6	0.997	0.98	6	352
NZ_CP088954.1_2759	NZ_CP088954.1	2759	203	cas6f_I_II_III_IV_V_VI_3	9.4e-31	105.1	0.984	0.936	6	195
NZ_CP088954.1_2760	NZ_CP088954.1	2760	318	cas1_I_II_III_IV_V_VI_10	6.9e-19	65.8	0.901	0.833	27	291
NZ_CP088954.1_2760	NZ_CP088954.1	2760	318	cas1_I_II_III_IV_V_VI_1	1.2e-25	88.0	0.792	0.827	26	288
NZ_CP088954.1_2760	NZ_CP088954.1	2760	318	cas1_I_II_III_IV_V_VI_2	4.2999999999999996e-33	112.4	0.992	0.843	21	288
NZ_CP088954.1_2760	NZ_CP088954.1	2760	318	cas1_I_II_III_IV_V_VI_8	2.3e-37	126.5	0.802	0.871	15	291
NZ_CP088954.1_2760	NZ_CP088954.1	2760	318	cas1_I-F_1	7.3e-136	450.1	0.993	0.947	13	313
NZ_CP088954.1_2773	NZ_CP088954.1	2773	1199	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	2.4e-17	60.0	0.494	0.403	1	483
NZ_CP088954.1_2773	NZ_CP088954.1	2773	1199	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.2e-19	68.5	0.782	0.424	1	508
NZ_CP088954.1_2787	NZ_CP088954.1	2787	680	Gabija__GajB_1	1.3e-38	130.7	0.939	0.91	7	625
NZ_CP088954.1_2787	NZ_CP088954.1	2787	680	UG35__UvrD	7.5e-86	286.6	0.518	0.626	4	429
NZ_CP088954.1_2787	NZ_CP088954.1	2787	680	Gabija__GajB_2	1.4e-106	355.1	0.774	0.943	3	643
NZ_CP088954.1_2788	NZ_CP088954.1	2788	218	Zorya__ZorB	3.4e-10	37.4	0.562	0.624	78	213
NZ_CP088954.1_2823	NZ_CP088954.1	2823	623	UG6__DnaG	2e-15	54.3	0.522	0.299	179	364
NZ_CP088954.1_2859	NZ_CP088954.1	2859	1150	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.5e-09	35.2	0.537	0.297	775	1115
NZ_CP088954.1_3009	NZ_CP088954.1	3009	924	UG9__DNA_pol	1.6999999999999999e-37	127.2	0.754	0.445	499	909
NZ_CP088954.1_3062	NZ_CP088954.1	3062	254	CBASS__AG_E1_ThiF	2.6e-37	126.2	0.811	0.89	23	248
NZ_CP088954.1_3064	NZ_CP088954.1	3064	271	Gao_Qat__QatD	1e-11	42.4	0.732	0.734	64	262
NZ_CP088954.1_3084	NZ_CP088954.1	3084	189	DEDDh_I_II_III_IV_V_VI_1	6.2e-11	40.4	0.812	0.751	10	151
NZ_CP088954.1_3088	NZ_CP088954.1	3088	151	PD-T4-9__PD-T4-9_C	3.8e-06	24.8	0.947	0.854	11	139
NZ_CP088954.1_3173	NZ_CP088954.1	3173	688	Gabija__GajB_3	9.1e-18	62.3	0.683	0.419	51	338
NZ_CP088954.1_3173	NZ_CP088954.1	3173	688	Gabija__GajB_1	3.1e-38	129.5	0.925	0.85	42	626
NZ_CP088954.1_3173	NZ_CP088954.1	3173	688	UG35__UvrD	9.4e-55	183.7	0.508	0.599	36	447
NZ_CP088954.1_3173	NZ_CP088954.1	3173	688	Gabija__GajB_2	6.100000000000001e-84	280.3	0.747	0.879	37	641
NZ_CP088954.1_3213	NZ_CP088954.1	3213	231	WYL_I_II_III_IV_V_VI_4	2.8e-16	57.8	0.517	0.39	137	226
NZ_CP088954.1_3213	NZ_CP088954.1	3213	231	WYL_I_II_III_IV_V_VI_1	3.9e-62	208.2	0.725	0.965	1	223
NZ_CP088954.1_3235	NZ_CP088954.1	3235	335	Thoeris__ThsB_Global	9.7e-05	20.0	0.627	0.421	6	146
NZ_CP088954.1_3258	NZ_CP088954.1	3258	584	recD_IV-D_1	2.3e-37	126.2	0.528	0.781	123	578
NZ_CP088954.1_3259	NZ_CP088954.1	3259	1233	Gabija__GajB_2	4.6000000000000005e-58	194.9	0.77	0.715	9	889
NZ_CP088954.1_3270	NZ_CP088954.1	3270	501	Gabija__GajB_3	1.7e-06	25.2	0.562	0.527	214	477
NZ_CP088954.1_3271	NZ_CP088954.1	3271	464	Septu__PtuA	5.3e-44	149.4	0.71	0.776	1	360
NZ_CP088954.1_3271	NZ_CP088954.1	3271	464	Retron_I_A__ATPase_TypeIA	9.6e-97	322.9	0.738	0.838	1	389
NZ_CP088954.1_3383	NZ_CP088954.1	3383	431	RM_Type_II__Type_II_MTases_FAM_35	5.8e-14	48.9	0.426	0.807	29	376
NZ_CP088954.1_3383	NZ_CP088954.1	3383	431	RM_Type_II__Type_II_MTases_FAM_39	2.6e-15	54.2	0.951	0.826	29	384
NZ_CP088954.1_3383	NZ_CP088954.1	3383	431	RM_Type_II__Type_II_MTases_FAM_5	2.4e-65	218.9	0.959	0.847	29	393
NZ_CP088954.1_3383	NZ_CP088954.1	3383	431	RM_Type_II__Type_II_MTases_FAM_11	8.100000000000001e-84	279.5	0.989	0.875	17	393
NZ_CP088954.1_3395	NZ_CP088954.1	3395	338	DS-4__DS-4A	5.2e-96	319.5	0.892	0.956	1	323
NZ_CP088954.1_3398	NZ_CP088954.1	3398	315	TniQ_I-F_1	3.0000000000000002e-25	87.5	1.0	0.451	5	146
NZ_CP088954.1_3440	NZ_CP088954.1	3440	377	PsyrTA__PsyrA	1.1e-28	98.1	0.606	0.631	76	313
NZ_CP088954.1_3440	NZ_CP088954.1	3440	377	ShosTA__ShosA	3.5e-64	214.5	0.891	0.748	14	295
NZ_CP088954.1_3556	NZ_CP088954.1	3556	392	Veles__VlsB1	6.800000000000001e-131	434.4	0.965	0.964	8	385
NZ_CP088954.1_3556	NZ_CP088954.1	3556	392	Veles__VlsB2	2.2e-135	449.3	0.931	0.967	7	385
NZ_CP088954.1_3572	NZ_CP088954.1	3572	143	Veles__VlsC2	2.6e-61	203.8	0.946	0.951	6	141
NZ_CP088954.1_3572	NZ_CP088954.1	3572	143	Veles__VlsC1	3.9e-63	209.7	0.98	0.993	1	142
