replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP088954.1	NZ_CP088954.1_221	Paris_I__AriB_DUF4435_I	221	defense-finder-models/DefenseFinder/Paris/PARIS_I	NZ_CP088954.1_PARIS_I_2	1	1	1.0	2.0	1	Paris_I__AriB_DUF4435_I	mandatory	327	1.2000000000000001e-30	105.1	0.833	0.829	34	304			Paris	PARIS_I	Defense
NZ_CP088954.1	NZ_CP088954.1_222	Paris_I__AriA_AAA15	222	defense-finder-models/DefenseFinder/Paris/PARIS_I	NZ_CP088954.1_PARIS_I_2	1	1	1.0	2.0	1	Paris_I__AriA_AAA15	mandatory	457	1.6000000000000001e-74	249.6	0.927	0.985	1	450			Paris	PARIS_I	Defense
NZ_CP088954.1	NZ_CP088954.1_2379	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2379	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	NZ_CP088954.1_Lamassu-Cap4_nuclease_1	1	1	0.667	2.0	1	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	mandatory	784	7.2000000000000005e-65	217.9	0.987	0.976	3	767			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
NZ_CP088954.1	NZ_CP088954.1_2381	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	2381	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	NZ_CP088954.1_Lamassu-Cap4_nuclease_1	1	1	0.667	2.0	1	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	mandatory	408	4.8e-25	87.2	0.941	0.873	4	359			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
NZ_CP088954.1	NZ_CP088954.1_2754	cas3f_I-F_1	2754	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP088954.1_CAS_Class1-Subtype-I-F_3	1	1	1.0	6.0	1	cas3f_I-F_1	mandatory	1079	0.0	1552.5	1.0	0.997	1	1076		NZ_CP088954.1_CAS_Class1-Type-I_4,NZ_CP088954.1_CAS_Cluster_5	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP088954.1	NZ_CP088954.1_2756	cas8f_I-F_6	2756	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP088954.1_CAS_Class1-Subtype-I-F_3	1	1	1.0	6.0	1	cas8f_I-F_8	mandatory	389	2.1e-263	871.0	0.968	0.997	1	388		NZ_CP088954.1_CAS_Class1-Type-I_4,NZ_CP088954.1_CAS_Cluster_5	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP088954.1	NZ_CP088954.1_2757	cas5f_I-F_2	2757	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP088954.1_CAS_Class1-Subtype-I-F_3	1	1	1.0	6.0	1	cas5f_I-F_4	mandatory	295	1.3999999999999999e-96	320.9	1.0	0.966	4	288		NZ_CP088954.1_CAS_Class1-Type-I_4,NZ_CP088954.1_CAS_Cluster_5	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP088954.1	NZ_CP088954.1_2758	cas7f_I-F_1	2758	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP088954.1_CAS_Class1-Subtype-I-F_3	1	1	1.0	6.0	1	cas7f_I-F_3	mandatory	354	1.1e-133	443.6	0.997	0.98	6	352		NZ_CP088954.1_CAS_Class1-Type-I_4,NZ_CP088954.1_CAS_Cluster_5	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP088954.1	NZ_CP088954.1_2759	cas6f_I_II_III_IV_V_VI_3	2759	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP088954.1_CAS_Class1-Subtype-I-F_3	1	1	1.0	6.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	203	9.4e-31	105.1	0.984	0.936	6	195		NZ_CP088954.1_CAS_Class1-Type-I_4,NZ_CP088954.1_CAS_Cluster_5	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP088954.1	NZ_CP088954.1_2760	cas1_I-F_1	2760	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP088954.1_CAS_Class1-Subtype-I-F_3	1	1	1.0	6.0	1	cas1_I-F_1	mandatory	318	7.3e-136	450.1	0.993	0.947	13	313		NZ_CP088954.1_CAS_Class1-Type-I_4,NZ_CP088954.1_CAS_Cluster_5	Cas	CAS_Class1-Subtype-I-F	Defense
