replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP014477.1	NZ_CP014477.1_69	Gabija__GajB_1	69	defense-finder-models/DefenseFinder_1/Gabija/Gabija	NZ_CP014477.1_Gabija_1	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	477	4e-71	238.0	0.8	0.987	2	472			Gabija	Gabija	Defense
NZ_CP014477.1	NZ_CP014477.1_73	Gabija__GajA	73	defense-finder-models/DefenseFinder_1/Gabija/Gabija	NZ_CP014477.1_Gabija_1	1	1	1.0	2.0	1	Gabija__GajA	mandatory	700	2.0999999999999998e-95	318.5	0.989	0.977	1	684			Gabija	Gabija	Defense
NZ_CP014477.1	NZ_CP014477.1_1196	CBASS__Effector_2TM_S_2TMBeta	1196	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	NZ_CP014477.1_CBASS_I_5	1	1	1.0	2.0	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	213	2.8e-62	207.3	0.994	0.873	24	209		NZ_CP014477.1_CBASS_3	CBASS	CBASS_I	Defense
NZ_CP014477.1	NZ_CP014477.1_1197	CBASS__Cyclase_new	1197	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	NZ_CP014477.1_CBASS_I_5	1	1	1.0	2.0	1	CBASS__Cyclase_SMODS	mandatory	325	1.5e-99	331.1	0.872	0.988	4	324		NZ_CP014477.1_CBASS_3	CBASS	CBASS_I	Defense
NZ_CP014477.1	NZ_CP014477.1_1213	CBASS__Sensing_SAVED	1213	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	NZ_CP014477.1_CBASS_II_7	1	1	1.0	3.0	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	463	8.200000000000001e-22	75.7	0.968	0.384	283	460		NZ_CP014477.1_CBASS_4,NZ_CP014477.1_CBASS_I_6	CBASS	CBASS_II	Defense
NZ_CP014477.1	NZ_CP014477.1_1214	CBASS__Jab	1214	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	NZ_CP014477.1_CBASS_II_7	1	1	1.0	3.0	1	CBASS__E2	mandatory	154	7.2e-34	114.8	0.611	0.825	3	129		NZ_CP014477.1_CBASS_4	CBASS	CBASS_II	Defense
NZ_CP014477.1	NZ_CP014477.1_1215	CBASS__AG_E1_ThiF	1215	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	NZ_CP014477.1_CBASS_II_7	1	1	1.0	3.0	1	CBASS__E2	mandatory	571	5.699999999999999e-24	82.6	0.574	0.254	295	439		NZ_CP014477.1_CBASS_4	CBASS	CBASS_II	Defense
NZ_CP014477.1	NZ_CP014477.1_1216	CBASS__Cyclase_SMODS	1216	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	NZ_CP014477.1_CBASS_II_7	1	1	1.0	3.0	1	CBASS__Cyclase_SMODS	mandatory	338	2.3999999999999997e-46	155.7	1.0	0.479	1	162		NZ_CP014477.1_CBASS_4,NZ_CP014477.1_CBASS_I_6	CBASS	CBASS_II	Defense
NZ_CP014477.1	NZ_CP014477.1_1570	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	1570	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Cap4_nuclease	NZ_CP014477.1_Lamassu-Cap4_nuclease_2	1	1	0.667	2.0	1	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	mandatory	409	1.7e-24	85.4	0.941	0.87	3	358			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
NZ_CP014477.1	NZ_CP014477.1_1575	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1575	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Cap4_nuclease	NZ_CP014477.1_Lamassu-Cap4_nuclease_2	1	1	0.667	2.0	1	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	mandatory	548	5.3e-38	129.2	0.599	0.938	22	535			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
NZ_CP014477.1	NZ_CP014477.1_1576	RM_Type_III__Type_III_MTases	1576	defense-finder-models/RM/RM/RM_Type_III	NZ_CP014477.1_RM_Type_III_8	1	1	1.0	2.0	1	RM_Type_III__Type_III_MTases	mandatory	466	1.4e-115	385.4	0.728	0.927	2	433			RM	RM_Type_III	Defense
NZ_CP014477.1	NZ_CP014477.1_1577	RM_Type_III__Type_III_REases	1577	defense-finder-models/RM/RM/RM_Type_III	NZ_CP014477.1_RM_Type_III_8	1	1	1.0	2.0	1	RM_Type_III__Type_III_REases	mandatory	491	2.2e-22	76.7	0.437	0.929	1	456			RM	RM_Type_III	Defense
NZ_CP014477.1	NZ_CP014477.1_1923	RM_Type_IV__Type_IV_REases	1923	defense-finder-models/RM/RM/RM_Type_IV	NZ_CP014477.1_RM_Type_IV_9	1	1	1.0	1.0	1	RM_Type_IV__Type_IV_REases	mandatory	701	2.1000000000000002e-58	196.6	0.634	0.395	384	660			RM	RM_Type_IV	Defense
