hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP030880.1_3	NZ_CP030880.1	3	365	Paris_II__AriA_AAA21	1.8e-15	54.6	0.798	0.91	1	332
NZ_CP030880.1_346	NZ_CP030880.1	346	220	ShosTA__ShosT	4.2e-11	40.5	0.675	0.745	44	207
NZ_CP030880.1_464	NZ_CP030880.1	464	521	DISARM__drmC	9.9e-15	52.2	0.445	0.269	326	465
NZ_CP030880.1_466	NZ_CP030880.1	466	160	Zorya__ZorB	1.5e-07	28.5	0.54	0.769	33	155
NZ_CP030880.1_591	NZ_CP030880.1	591	350	Zorya__ZorB	3.9e-09	33.7	0.438	0.286	234	333
NZ_CP030880.1_592	NZ_CP030880.1	592	343	Zorya__ZorB	7.3e-09	32.8	0.438	0.292	224	323
NZ_CP030880.1_773	NZ_CP030880.1	773	632	Gao_Iet__IetA	1.7e-29	100.5	0.558	0.354	165	388
NZ_CP030880.1_845	NZ_CP030880.1	845	435	CBASS__Cyclase_II	1.3e-18	64.7	0.95	0.674	1	293
NZ_CP030880.1_845	NZ_CP030880.1	845	435	CBASS__A_Cyclase_AGS_C	4.5999999999999995e-39	130.8	0.992	0.301	303	433
NZ_CP030880.1_845	NZ_CP030880.1	845	435	CBASS__Cyclase_SMODS	4.5e-50	167.5	1.0	0.368	1	160
NZ_CP030880.1_846	NZ_CP030880.1	846	201	CBASS__2TM_Gros	2.2999999999999998e-23	81.0	0.751	0.866	1	174
NZ_CP030880.1_859	NZ_CP030880.1	859	889	Dodola__DolB	1.8000000000000002e-28	97.2	0.573	0.259	509	738
NZ_CP030880.1_870	NZ_CP030880.1	870	256	Zorya__ZorB	1.2e-08	32.1	0.521	0.48	131	253
NZ_CP030880.1_967	NZ_CP030880.1	967	227	CBASS__QueC	1.1000000000000001e-20	72.1	0.957	0.912	4	210
NZ_CP030880.1_967	NZ_CP030880.1	967	227	Dpd__QueC	1.5e-48	162.5	0.995	0.974	5	225
NZ_CP030880.1_981	NZ_CP030880.1	981	459	Lamassu-Fam__LmuA_effector_Protease	3.5e-05	20.6	0.426	0.355	87	249
NZ_CP030880.1_1064	NZ_CP030880.1	1064	761	RM_Type_II__Type_II_MTases_FAM_29	6.2e-08	29.1	0.443	0.369	165	445
NZ_CP030880.1_1064	NZ_CP030880.1	1064	761	RM_Type_II__Type_II_MTases_FAM_33	2.2e-28	96.8	0.589	0.439	93	426
NZ_CP030880.1_1064	NZ_CP030880.1	1064	761	PrrC__EcoprrI	1.6e-50	170.5	0.81	0.602	5	462
NZ_CP030880.1_1064	NZ_CP030880.1	1064	761	RM__Type_I_MTases_FAM_0	1.1e-74	249.6	0.859	0.604	2	461
NZ_CP030880.1_1064	NZ_CP030880.1	1064	761	RM__Type_I_MTases_FAM_3	1.3000000000000001e-288	956.3	0.997	0.996	2	759
NZ_CP030880.1_1065	NZ_CP030880.1	1065	456	RM__Type_I_S_02	2.3999999999999996e-22	77.1	0.525	0.553	186	437
NZ_CP030880.1_1065	NZ_CP030880.1	1065	456	RM__Type_I_S_03	2.9e-28	96.8	0.857	0.936	20	446
NZ_CP030880.1_1065	NZ_CP030880.1	1065	456	RM__Type_I_S_01	4e-44	148.6	0.525	0.833	19	398
NZ_CP030880.1_1065	NZ_CP030880.1	1065	456	RM__Type_I_S_51	2.3e-52	175.4	0.838	0.934	19	444
NZ_CP030880.1_1065	NZ_CP030880.1	1065	456	RM__Type_I_S_04	1.4e-62	209.9	0.773	0.956	9	444
NZ_CP030880.1_1065	NZ_CP030880.1	1065	456	RM__Type_I_S_52	1.2e-76	256.3	0.697	0.967	3	443
