system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
1,NZ_CP091367.1,Mokosh_TypeII,NZ_CP091367.1_114,PDLC03924,Mokosh_TypeII__MkoC,MkoC,4.999999999999999e-71,8.199999999999998e-71,0.71,0.618,115894,119130,+,# 115894 # 119130 # 1 # ;gc_cont=0.370,114,3848,"PDLC03924,Mokosh_TypeII__MkoC, 1, 420, 0.057, 0.047 | PDLC03924,Mokosh_TypeII__MkoC, 2, 8.2e-71, 0.71, 0.618","PDLC03924, Mokosh_TypeII__MkoC, 8.2e-71, 0.71, 0.618"
5,NZ_CP091367.1,gabija,NZ_CP091367.1_482,PDLC00070,GajA_00010,GajA,1.8999999999999989e-215,2.0999999999999987e-215,0.996,0.928,491916,493586,+,# 491916 # 493586 # 1 # ;gc_cont=0.339,482,3848,"PDLC00074,GajA_00014, 1, 4.1e-22, 0.318, 0.371 | PDLC00097,GajA_00037, 1, 1.1e-17, 0.564, 0.525 | PDLC00076,GajA_00016, 1, 3.6e-23, 0.33, 0.269 | PDLC00077,GajA_00017, 1, 19, 0.077, 0.067 | PDLC00077,GajA_00017, 2, 2.6e-51, 0.585, 0.544 | PDLC00077,GajA_00017, 3, 69, 0.165, 0.148 | PDLC00083,GajA_00023, 1, 1.4e-48, 0.582, 0.551 | PDLC00083,GajA_00023, 2, 550, 0.029, 0.025 | PDLC00068,GajA_00008, 1, 2e-25, 0.334, 0.378 | PDLC00082,GajA_00022, 1, 3.3e-22, 0.35, 0.291 | PDLC00090,GajA_00030, 1, 1.5e-29, 0.557, 0.499 | PDLC00078,GajA_00018, 1, 250, 0.075, 0.072 | PDLC00078,GajA_00018, 2, 2.2e-16, 0.268, 0.245 | PDLC00091,GajA_00031, 1, 5.9e-67, 0.977, 0.907 | PDLC00075,GajA_00015, 1, 7.8e-20, 0.512, 0.506 | PDLC00089,GajA_00029, 1, 4.9e-16, 0.23, 0.408 | PDLC00081,GajA_00021, 1, 2e-26, 0.786, 0.749 | PDLC00100,GajA_00040, 1, 3.5e-07, 0.151, 0.152 | PDLC00100,GajA_00040, 2, 3.6e-08, 0.145, 0.141 | PDLC00100,GajA_00040, 3, 54, 0.068, 0.061 | PDLC00061,GajA_00001, 1, 2.4e-19, 0.348, 0.299 | PDLC04168,GajA_WP_183617960.1, 1, 8.6e-07, 0.293, 0.282 | PDLC04170,GajA_WP_158867532.1, 1, 0.01, 0.255, 0.241 | PDLC00102,GajA_00042, 1, 3.7e-10, 0.289, 0.291 | PDLC00096,GajA_00036, 1, 4.3e-68, 0.969, 0.886 | PDLC00092,GajA_00032, 1, 5.8e-50, 0.724, 0.707 | PDLC00072,GajA_00012, 1, 0.015, 0.133, 0.109 | PDLC00072,GajA_00012, 2, 8.2e-69, 0.811, 0.625 | PDLC00088,GajA_00028, 1, 3.9e-26, 0.338, 0.57 | PDLC00067,GajA_00007, 1, 8e-45, 0.551, 0.51 | PDLC00062,GajA_00002, 1, 560, 0.023, 0.02 | PDLC00062,GajA_00002, 2, 1e-10, 0.12, 0.1 | PDLC00062,GajA_00002, 3, 9.6e-13, 0.151, 0.133 | PDLC00095,GajA_00035, 1, 3.8e-28, 0.352, 0.291 | PDLC00079,GajA_00019, 1, 8.7e-17, 0.338, 0.305 | PDLC00099,GajA_00039, 1, 3.8e-57, 0.987, 0.906 | PDLC00084,GajA_00024, 1, 3.7e-29, 0.623, 0.796 | PDLC00064,GajA_00004, 1, 3.1e-125, 0.786, 0.985 | PDLC00066,GajA_00006, 1, 1.8e-48, 0.874, 0.836 | PDLC00086,GajA_00026, 1, 1.2e-09, 0.44, 0.412 | PDLC00063,GajA_00003, 1, 1.3e-26, 0.348, 0.324 | PDLC00070,GajA_00010, 1, 2.1e-215, 0.996, 0.928 | PDLC00094,GajA_00034, 1, 0.89, 0.111, 0.104 | PDLC00094,GajA_00034, 2, 9.1e-28, 0.296, 0.285 | PDLC00087,GajA_00027, 1, 2.2e-15, 0.271, 0.711 | PDLC00085,GajA_00025, 1, 5.2e-21, 0.296, 0.316 | PDLC00073,GajA_00013, 1, 2e-47, 0.833, 0.793 | PDLC00071,GajA_00011, 1, 3.3e-67, 0.975, 0.903 | PDLC00101,GajA_00041, 1, 1e-41, 0.567, 0.497 | PDLC00101,GajA_00041, 2, 58, 0.061, 0.054 | PDLC00093,GajA_00033, 1, 6.5e-32, 0.359, 0.321 | PDLC00098,GajA_00038, 1, 6.9e-09, 0.289, 0.29 | PDLC00065,GajA_00005, 1, 2.3e-37, 0.643, 0.54 | PDLC00069,GajA_00009, 1, 3.8, 0.129, 0.112 | PDLC00069,GajA_00009, 2, 1.2e-50, 0.72, 0.629 | PDLC00080,GajA_00020, 1, 5.6e-60, 0.957, 0.854 | PDLC04169,GajA_WP_153499988.1, 1, 0.013, 0.201, 0.253","PDLC00070, GajA_00010, 2.1e-215, 0.996, 0.928 | PDLC00064, GajA_00004, 3.1e-125, 0.786, 0.985 | PDLC00072, GajA_00012, 8.2e-69, 0.811, 0.625 | PDLC00096, GajA_00036, 4.3e-68, 0.969, 0.886 | PDLC00071, GajA_00011, 3.3e-67, 0.975, 0.903"
5,NZ_CP091367.1,gabija,NZ_CP091367.1_483,PDLC00117,GajB_00015,GajB,9.299999999999996e-237,9.999999999999996e-237,0.993,0.993,493579,495360,+,# 493579 # 495360 # 1 # ;gc_cont=0.330,483,3848,"PDLC00122,GajB_00020, 1, 3.8e-15, 0.19, 0.217 | PDLC00122,GajB_00020, 2, 1.3e-34, 0.657, 0.683 | PDLC00110,GajB_00008, 1, 2.6e-05, 0.138, 0.114 | PDLC00110,GajB_00008, 2, 5.9e-13, 0.205, 0.178 | PDLC00110,GajB_00008, 3, 0.051, 0.135, 0.13 | PDLC00125,GajB_00023, 1, 1.1e-09, 0.18, 0.138 | PDLC00125,GajB_00023, 2, 1.2e-06, 0.168, 0.146 | PDLC00125,GajB_00023, 3, 12, 0.049, 0.043 | PDLC00138,GajB_00036, 1, 1.4e-48, 0.941, 0.969 | PDLC00118,GajB_00016, 1, 5.6e-16, 0.155, 0.173 | PDLC00118,GajB_00016, 2, 1.4e-10, 0.189, 0.229 | PDLC00118,GajB_00016, 3, 0.0078, 0.237, 0.266 | PDLC04172,GajB_WP_158867534.1, 1, 0.012, 0.084, 0.095 | PDLC00113,GajB_00011, 1, 1.5e-07, 0.184, 0.185 | PDLC00113,GajB_00011, 2, 5.6e-11, 0.205, 0.199 | PDLC00113,GajB_00011, 3, 0.01, 0.104, 0.126 | PDLC00145,GajB_00043, 1, 250, 0.044, 0.047 | PDLC00145,GajB_00043, 2, 8.8e-16, 0.155, 0.159 | PDLC00145,GajB_00043, 3, 0.6, 0.111, 0.105 | PDLC00127,GajB_00025, 1, 2.7e-69, 0.951, 0.949 | PDLC00137,GajB_00035, 1, 8.2e-09, 0.163, 0.143 | PDLC00137,GajB_00035, 2, 0.031, 0.099, 0.087 | PDLC00137,GajB_00035, 3, 0.049, 0.082, 0.085 | PDLC00108,GajB_00006, 1, 9.1e-87, 0.722, 0.96 | PDLC00135,GajB_00033, 1, 2.7e-27, 0.468, 0.391 | PDLC00135,GajB_00033, 2, 0.0015, 0.106, 0.114 | PDLC00134,GajB_00032, 1, 5.7e-32, 0.611, 0.838 | PDLC00134,GajB_00032, 2, 290, 0.209, 0.278 | PDLC00112,GajB_00010, 1, 9.7e-28, 0.495, 0.509 | PDLC00112,GajB_00010, 2, 5.8e-07, 0.229, 0.213 | PDLC00148,GajB_00046, 1, 9.1e-05, 0.135, 0.201 | PDLC00148,GajB_00046, 2, 4.3e-06, 0.226, 0.369 | PDLC00148,GajB_00046, 3, 2.3e-06, 0.123, 0.192 | PDLC00131,GajB_00029, 1, 1.2e-19, 0.949, 0.937 | PDLC00140,GajB_00038, 1, 0.00012, 0.135, 0.205 | PDLC00140,GajB_00038, 2, 0.013, 0.081, 0.129 | PDLC00140,GajB_00038, 3, 1300, 0.039, 0.063 | PDLC00140,GajB_00038, 4, 0.00088, 0.121, 0.189 | PDLC00116,GajB_00014, 1, 1e-05, 0.141, 0.153 | PDLC00116,GajB_00014, 2, 2.2e-14, 0.293, 0.312 | PDLC00116,GajB_00014, 3, 1.2, 0.12, 0.118 | PDLC00109,GajB_00007, 1, 6.5e-06, 0.131, 0.107 | PDLC00109,GajB_00007, 2, 3.2e-09, 0.194, 0.17 | PDLC00109,GajB_00007, 3, 1.8, 0.057, 0.053 | PDLC00129,GajB_00027, 1, 8e-50, 0.948, 0.949 | PDLC00146,GajB_00044, 1, 0.016, 0.15, 0.137 | PDLC00146,GajB_00044, 2, 1.6e-11, 0.157, 0.143 | PDLC00146,GajB_00044, 3, 36, 0.071, 0.063 | PDLC00144,GajB_00042, 1, 8e-05, 0.187, 0.202 | PDLC00144,GajB_00042, 2, 5.6e-20, 0.704, 0.75 | PDLC04171,GajB_WP_046787950.1, 1, 0.43, 0.184, 0.258 | PDLC04171,GajB_WP_046787950.1, 2, 0.071, 0.089, 0.13 | PDLC00132,GajB_00030, 1, 2.8e-47, 0.631, 0.619 | PDLC00132,GajB_00030, 2, 1.2e-14, 0.153, 0.142 | PDLC00117,GajB_00015, 1, 1e-236, 0.993, 0.993 | PDLC00121,GajB_00019, 1, 4.8e-24, 0.613, 0.634 | PDLC00121,GajB_00019, 2, 7.2e-05, 0.098, 0.101 | PDLC00142,GajB_00040, 1, 5e-26, 0.49, 0.513 | PDLC00142,GajB_00040, 2, 0.22, 0.14, 0.148 | PDLC00124,GajB_00022, 1, 0.0039, 0.146, 0.121 | PDLC00124,GajB_00022, 2, 4e-07, 0.15, 0.122 | PDLC00124,GajB_00022, 3, 360, 0.114, 0.088 | PDLC04173,GajB_WP_172889455.1, 1, 0.011, 0.126, 0.146 | PDLC04173,GajB_WP_172889455.1, 2, 7.3, 0.101, 0.134 | PDLC04173,GajB_WP_172889455.1, 3, 1.3e-06, 0.094, 0.115 | PDLC04173,GajB_WP_172889455.1, 4, 24, 0.089, 0.079 | PDLC00126,GajB_00024, 1, 7.6e-28, 0.874, 0.825 | PDLC00126,GajB_00024, 2, 120, 0.039, 0.038 | PDLC00107,GajB_00005, 1, 1.6e-33, 0.726, 0.721 | PDLC00107,GajB_00005, 2, 0.0046, 0.108, 0.136 | PDLC00105,GajB_00003, 1, 1.3e-17, 0.394, 0.362 | PDLC00105,GajB_00003, 2, 13, 0.056, 0.051 | PDLC00141,GajB_00039, 1, 0.004, 0.071, 0.075 | PDLC00141,GajB_00039, 2, 1.2e-07, 0.185, 0.191 | PDLC00141,GajB_00039, 3, 0.0024, 0.103, 0.105 | PDLC00106,GajB_00004, 1, 5.9e-24, 0.586, 0.596 | PDLC00106,GajB_00004, 2, 0.021, 0.125, 0.12 | PDLC00114,GajB_00012, 1, 9.1e-39, 0.604, 0.581 | PDLC00114,GajB_00012, 2, 3.5e-08, 0.111, 0.109 | PDLC00128,GajB_00026, 1, 3.1e-08, 0.16, 0.136 | PDLC00128,GajB_00026, 2, 3.4e-11, 0.641, 0.619 | PDLC00147,GajB_00045, 1, 8.8e-22, 0.424, 0.402 | PDLC00147,GajB_00045, 2, 1.2, 0.045, 0.042 | PDLC00149,GajB_00047, 1, 9.9e-20, 0.478, 0.487 | PDLC00149,GajB_00047, 2, 0.012, 0.133, 0.135 | PDLC00103,GajB_00001, 1, 8.3e-45, 0.958, 0.928 | PDLC00133,GajB_00031, 1, 2.1e-39, 0.618, 0.94 | PDLC00115,GajB_00013, 1, 0.00011, 0.136, 0.155 | PDLC00115,GajB_00013, 2, 0.09, 0.106, 0.128 | PDLC00143,GajB_00041, 1, 2.8e-20, 0.468, 0.41 | PDLC00143,GajB_00041, 2, 8.2, 0.037, 0.035 | PDLC00111,GajB_00009, 1, 9.8e-23, 0.449, 0.398 | PDLC00111,GajB_00009, 2, 0.58, 0.052, 0.05 | PDLC00136,GajB_00034, 1, 2.5e-26, 0.475, 0.491 | PDLC00136,GajB_00034, 2, 0.00051, 0.113, 0.118 | PDLC00120,GajB_00018, 1, 3.8e-11, 0.135, 0.172 | PDLC00120,GajB_00018, 2, 0.0022, 0.155, 0.199 | PDLC00120,GajB_00018, 3, 10, 0.108, 0.133 | PDLC00104,GajB_00002, 1, 3e-23, 0.601, 0.549 | PDLC00104,GajB_00002, 2, 7.4e-08, 0.138, 0.141 | PDLC00123,GajB_00021, 1, 7.4e-61, 0.949, 0.941 | PDLC00119,GajB_00017, 1, 1.1e-44, 0.929, 0.943 | PDLC00139,GajB_00037, 1, 7.5e-10, 0.401, 0.376 | PDLC00139,GajB_00037, 2, 1.6, 0.094, 0.084 | PDLC00130,GajB_00028, 1, 7.9e-58, 0.946, 0.964","PDLC00117, GajB_00015, 1e-236, 0.993, 0.993 | PDLC00108, GajB_00006, 9.1e-87, 0.722, 0.96 | PDLC00127, GajB_00025, 2.7e-69, 0.951, 0.949 | PDLC00123, GajB_00021, 7.4e-61, 0.949, 0.941 | PDLC00130, GajB_00028, 7.9e-58, 0.946, 0.964"
4,NZ_CP091367.1,cas_type_I-F1,NZ_CP091367.1_1708,PDLC01631,pfam09618,Cas6f,4.2e-50,4.8e-50,0.975,0.994,1794013,1794624,-,# 1794013 # 1794624 # -1 # ;gc_cont=0.376,1708,3848,"PDLC01352,cd09739, 1, 1.7e-43, 0.99, 0.995 | PDLC01631,pfam09618, 1, 4.8e-50, 0.975, 0.994 | PDLC01287,cd09674, 1, 1e-38, 0.99, 0.995 | PDLC00955,cas_Csy4, 1, 4.8e-37, 0.98, 0.995","PDLC01631, pfam09618, 4.8e-50, 0.975, 0.994 | PDLC01352, cd09739, 1.7e-43, 0.99, 0.995 | PDLC01287, cd09674, 1e-38, 0.99, 0.995 | PDLC00955, cas_Csy4, 4.8e-37, 0.98, 0.995"
4,NZ_CP091367.1,cas_type_I-F1,NZ_CP091367.1_1709,PDLC01629,pfam09615,Cas7f,3.599999999999999e-143,4.099999999999999e-143,0.956,0.994,1794627,1795640,-,# 1794627 # 1795640 # -1 # ;gc_cont=0.362,1709,3848,"PDLC01629,pfam09615, 1, 4.1e-143, 0.956, 0.994 | PDLC01350,cd09737, 1, 2.3e-129, 0.962, 0.997 | PDLC01290,cd09677, 1, 2.4e-125, 0.967, 0.994 | PDLC01030,cas_Csy3, 1, 5e-128, 0.967, 0.994","PDLC01629, pfam09615, 4.1e-143, 0.956, 0.994 | PDLC01350, cd09737, 2.3e-129, 0.962, 0.997 | PDLC01030, cas_Csy3, 5e-128, 0.967, 0.994 | PDLC01290, cd09677, 2.4e-125, 0.967, 0.994"
4,NZ_CP091367.1,cas_type_I-F1,NZ_CP091367.1_1710,PDLC01628,pfam09614,Cas5f,4.399999999999999e-111,4.999999999999999e-111,0.959,0.996,1795667,1796551,-,# 1795667 # 1796551 # -1 # ;gc_cont=0.366,1710,3848,"PDLC01628,pfam09614, 1, 5e-111, 0.959, 0.996 | PDLC01199,C19_Cas5f_1, 1, 1.4e-19, 0.458, 0.51 | PDLC01199,C19_Cas5f_1, 2, 0.003, 0.21, 0.249 | PDLC01289,cd09676, 1, 2.4e-67, 0.966, 0.996 | PDLC01349,cd09736, 1, 5.7e-89, 0.963, 0.996 | PDLC01029,cas_Csy2, 1, 3.4e-68, 0.966, 0.997","PDLC01628, pfam09614, 5e-111, 0.959, 0.996 | PDLC01349, cd09736, 5.7e-89, 0.963, 0.996 | PDLC01029, cas_Csy2, 3.4e-68, 0.966, 0.997 | PDLC01289, cd09676, 2.4e-67, 0.966, 0.996 | PDLC01199, C19_Cas5f_1, 1.4e-19, 0.458, 0.51"
4,NZ_CP091367.1,cas_type_I-F1,NZ_CP091367.1_1711,PDLC01627,pfam09611,Cas8f,1.7999999999999997e-117,2.7999999999999995e-117,0.856,0.983,1796551,1797801,-,# 1796551 # 1797801 # -1 # ;gc_cont=0.347,1711,3848,"PDLC01028,cas_Csy1, 1, 9.9e-68, 0.837, 0.935 | PDLC01627,pfam09611, 1, 2.8e-117, 0.856, 0.983 | PDLC01348,cd09735, 1, 1.7e-101, 0.861, 0.986 | PDLC01288,cd09675, 1, 6.1e-65, 0.825, 0.925","PDLC01627, pfam09611, 2.8e-117, 0.856, 0.983 | PDLC01348, cd09735, 1.7e-101, 0.861, 0.986 | PDLC01028, cas_Csy1, 9.9e-68, 0.837, 0.935 | PDLC01288, cd09675, 6.1e-65, 0.825, 0.925"
4,NZ_CP091367.1,cas_type_I-F1,NZ_CP091367.1_1712,PDLC00941,cas3_yersinia,Cas23f,2.9999999999999984e-280,3.3999999999999983e-280,0.994,0.998,1797817,1801191,-,# 1797817 # 1801191 # -1 # ;gc_cont=0.362,1712,3848,"PDLC00941,cas3_yersinia, 1, 3.4e-280, 0.994, 0.998","PDLC00941, cas3_yersinia, 3.4e-280, 0.994, 0.998"
4,NZ_CP091367.1,cas_type_I-F1,NZ_CP091367.1_1713,PDLC00925,cas1_YPEST,Cas1f,1.9999999999999995e-141,2.3999999999999995e-141,0.919,0.987,1801188,1802153,-,# 1801188 # 1802153 # -1 # ;gc_cont=0.410,1713,3848,"PDLC00925,cas1_YPEST, 1, 2.4e-141, 0.919, 0.987","PDLC00925, cas1_YPEST, 2.4e-141, 0.919, 0.987"
2,NZ_CP091367.1,PDC-S33,NZ_CP091367.1_2030,PDLC04999,PDC-S33_WP_105017041.1,PDC-S33,1.0999999999999997e-121,1.3999999999999996e-121,0.947,0.948,2156679,2157749,-,# 2156679 # 2157749 # -1 # ;gc_cont=0.373,2030,3848,"PDLC04999,PDC-S33_WP_105017041.1, 1, 1.4e-121, 0.947, 0.948","PDLC04999, PDC-S33_WP_105017041.1, 1.4e-121, 0.947, 0.948"
6,NZ_CP091367.1,qatABCD,NZ_CP091367.1_2668,PDLC02210,QatA_00002,QatA,1.7999999999999991e-240,2.099999999999999e-240,0.982,0.995,2825386,2827203,+,# 2825386 # 2827203 # 1 # ;gc_cont=0.328,2668,3848,"PDLC02210,QatA_00002, 1, 2.1e-240, 0.982, 0.995 | PDLC02209,QatA_00001, 1, 8e-101, 0.96, 0.918","PDLC02210, QatA_00002, 2.1e-240, 0.982, 0.995 | PDLC02209, QatA_00001, 8e-101, 0.96, 0.918"
6,NZ_CP091367.1,qatABCD,NZ_CP091367.1_2669,PDLC02212,QatB_00002,QatB,5.799999999999999e-93,6.599999999999999e-93,0.976,0.992,2827218,2827979,+,# 2827218 # 2827979 # 1 # ;gc_cont=0.360,2669,3848,"PDLC02211,QatB_00001, 1, 8.1e-11, 0.65, 0.89 | PDLC02212,QatB_00002, 1, 6.6e-93, 0.976, 0.992 | PDLC02213,QatB_00003, 1, 4.7e-05, 0.102, 0.088 | PDLC02213,QatB_00003, 2, 1.6e-20, 0.799, 0.707","PDLC02212, QatB_00002, 6.6e-93, 0.976, 0.992 | PDLC02213, QatB_00003, 1.6e-20, 0.799, 0.707 | PDLC02211, QatB_00001, 8.1e-11, 0.65, 0.89"
6,NZ_CP091367.1,qatABCD,NZ_CP091367.1_2670,PDLC02214,QatC_00001,QatC,1.7999999999999996e-124,2.0999999999999997e-124,0.973,0.967,2827972,2829294,+,# 2827972 # 2829294 # 1 # ;gc_cont=0.348,2670,3848,"PDLC02214,QatC_00001, 1, 2.1e-124, 0.973, 0.967","PDLC02214, QatC_00001, 2.1e-124, 0.973, 0.967"
6,NZ_CP091367.1,qatABCD,NZ_CP091367.1_2671,PDLC02215,QatD_00001,QatD,5.999999999999999e-97,6.599999999999999e-97,0.976,0.976,2829291,2830034,+,# 2829291 # 2830034 # 1 # ;gc_cont=0.348,2671,3848,"PDLC02215,QatD_00001, 1, 6.6e-97, 0.976, 0.976","PDLC02215, QatD_00001, 6.6e-97, 0.976, 0.976"
3,NZ_CP091367.1,RosmerTA,NZ_CP091367.1_3361,PDLC03949,RosmerTA__RmrA_2634932349,RmrA,3.399999999999999e-129,4.0999999999999987e-129,0.958,0.939,3595898,3597043,-,# 3595898 # 3597043 # -1 # ;gc_cont=0.351,3361,3848,"PDLC03950,RosmerTA__RmrA_2641389401, 1, 3.6e-74, 0.971, 0.976 | PDLC03952,RosmerTA__RmrA_2664250653, 1, 3.9e-61, 0.942, 0.904 | PDLC03946,RosmerTA__RmrA_2617826694, 1, 1.3e-30, 0.312, 0.336 | PDLC03946,RosmerTA__RmrA_2617826694, 2, 7.8e-72, 0.607, 0.653 | PDLC03948,RosmerTA__RmrA_2634882613, 1, 4.2e-57, 0.929, 0.884 | PDLC03955,RosmerTA__RmrA_2734955840, 1, 4.9e-57, 0.927, 0.903 | PDLC03944,RosmerTA__RmrA_2600853143, 1, 3.6e-48, 0.901, 0.875 | PDLC03947,RosmerTA__RmrA_2623274509, 1, 7e-65, 0.921, 0.903 | PDLC03956,RosmerTA__RmrA_2753529055, 1, 4.1e-43, 0.921, 0.867 | PDLC03954,RosmerTA__RmrA_2677172838, 1, 1.2e-58, 0.95, 0.942 | PDLC03951,RosmerTA__RmrA_2662548665, 1, 6.7e-52, 0.932, 0.87 | PDLC03949,RosmerTA__RmrA_2634932349, 1, 4.1e-129, 0.958, 0.939 | PDLC03953,RosmerTA__RmrA_2676476075, 1, 1.5e-34, 0.898, 0.89 | PDLC03943,RosmerTA__RmrA_2585209417, 1, 3.1e-43, 0.937, 0.927 | PDLC03945,RosmerTA__RmrA_2603008502, 1, 2.1e-37, 0.961, 0.954","PDLC03949, RosmerTA__RmrA_2634932349, 4.1e-129, 0.958, 0.939 | PDLC03950, RosmerTA__RmrA_2641389401, 3.6e-74, 0.971, 0.976 | PDLC03946, RosmerTA__RmrA_2617826694, 7.8e-72, 0.607, 0.653 | PDLC03947, RosmerTA__RmrA_2623274509, 7e-65, 0.921, 0.903 | PDLC03952, RosmerTA__RmrA_2664250653, 3.9e-61, 0.942, 0.904"
3,NZ_CP091367.1,RosmerTA,NZ_CP091367.1_3362,PDLC03935,RosmerTA__RmrT_2634932349,RmrT,1e-41,1.3e-41,0.952,0.966,3597055,3597738,-,# 3597055 # 3597738 # -1 # ;gc_cont=0.358,3362,3848,"PDLC03932,RosmerTA__RmrT_2617826694, 1, 2.9e-13, 0.956, 0.957 | PDLC03935,RosmerTA__RmrT_2634932349, 1, 1.3e-41, 0.952, 0.966","PDLC03935, RosmerTA__RmrT_2634932349, 1.3e-41, 0.952, 0.966 | PDLC03932, RosmerTA__RmrT_2617826694, 2.9e-13, 0.956, 0.957"
7,NZ_CP091367.1,qatABCD,NZ_CP091367.1_3657,PDLC02210,QatA_00002,QatA,1.999999999999999e-266,2.199999999999999e-266,0.995,0.997,3925218,3927011,+,# 3925218 # 3927011 # 1 # ;gc_cont=0.335,3657,3848,"PDLC02210,QatA_00002, 1, 2.2e-266, 0.995, 0.997 | PDLC02209,QatA_00001, 1, 1.7e-98, 0.982, 0.927","PDLC02210, QatA_00002, 2.2e-266, 0.995, 0.997 | PDLC02209, QatA_00001, 1.7e-98, 0.982, 0.927"
7,NZ_CP091367.1,qatABCD,NZ_CP091367.1_3658,PDLC02212,QatB_00002,QatB,1.2999999999999997e-107,1.5e-107,0.98,0.996,3927039,3927803,+,# 3927039 # 3927803 # 1 # ;gc_cont=0.358,3658,3848,"PDLC02212,QatB_00002, 1, 1.5e-107, 0.98, 0.996 | PDLC02213,QatB_00003, 1, 2.6e-05, 0.094, 0.082 | PDLC02213,QatB_00003, 2, 1.2e-11, 0.725, 0.643","PDLC02212, QatB_00002, 1.5e-107, 0.98, 0.996 | PDLC02213, QatB_00003, 1.2e-11, 0.725, 0.643"
7,NZ_CP091367.1,qatABCD,NZ_CP091367.1_3659,PDLC02214,QatC_00001,QatC,4.199999999999999e-137,4.899999999999999e-137,0.973,0.967,3927796,3929124,+,# 3927796 # 3929124 # 1 # ;gc_cont=0.328,3659,3848,"PDLC02214,QatC_00001, 1, 4.9e-137, 0.973, 0.967","PDLC02214, QatC_00001, 4.9e-137, 0.973, 0.967"
7,NZ_CP091367.1,qatABCD,NZ_CP091367.1_3660,PDLC02215,QatD_00001,QatD,1.2999999999999997e-95,1.4999999999999997e-95,0.968,0.968,3929124,3929864,+,# 3929124 # 3929864 # 1 # ;gc_cont=0.325,3660,3848,"PDLC02215,QatD_00001, 1, 1.5e-95, 0.968, 0.968","PDLC02215, QatD_00001, 1.5e-95, 0.968, 0.968"
