replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP014528.1	NZ_CP014528.1_538	Gao_Qat__QatA	538	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP014528.1_Gao_Qat_3	1	1	1.0	4.0	1	Gao_Qat__QatA	mandatory	598	7.9e-81	270.3	0.928	0.98	3	588			Gao_Qat	Gao_Qat	Defense
NZ_CP014528.1	NZ_CP014528.1_539	Gao_Qat__QatB	539	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP014528.1_Gao_Qat_3	1	1	1.0	4.0	1	Gao_Qat__QatB	mandatory	255	4.3e-08	30.8	0.83	0.788	37	237			Gao_Qat	Gao_Qat	Defense
NZ_CP014528.1	NZ_CP014528.1_540	Gao_Qat__QatC	540	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP014528.1_Gao_Qat_3	1	1	1.0	4.0	1	Gao_Qat__QatC	mandatory	442	1.1999999999999999e-83	279.2	0.88	0.882	44	433			Gao_Qat	Gao_Qat	Defense
NZ_CP014528.1	NZ_CP014528.1_541	Gao_Qat__QatD	541	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP014528.1_Gao_Qat_3	1	1	1.0	4.0	1	Gao_Qat__QatD	mandatory	247	2.7e-75	250.8	0.957	0.972	4	243			Gao_Qat	Gao_Qat	Defense
NZ_CP014528.1	NZ_CP014528.1_542	RM_Type_IIG__Type_IIG	542	defense-finder-models/RM/RM/RM_Type_IIG	NZ_CP014528.1_RM_Type_IIG_10	1	1	1.0	1.0	1	RM_Type_IIG__Type_IIG	mandatory	765	2.6e-183	609.2	0.811	0.959	5	738			RM	RM_Type_IIG	Defense
NZ_CP014528.1	NZ_CP014528.1_548	DRT_2__drt2	548	defense-finder-models/DefenseFinder_2/DRT/DRT_2	NZ_CP014528.1_DRT_2_1	1	1	1.0	1.0	1	DRT_2__drt2	mandatory	467	6.099999999999999e-107	356.3	0.972	0.942	27	466			DRT	DRT_2	Defense
NZ_CP014528.1	NZ_CP014528.1_552	RM_Type_IV__Type_IV_REases	552	defense-finder-models/RM/RM/RM_Type_IV	NZ_CP014528.1_RM_Type_IV_11	1	1	1.0	1.0	1	RM_Type_IV__Type_IV_REases	mandatory	548	3.9999999999999997e-56	189.1	0.689	0.668	163	528			RM	RM_Type_IV	Defense
NZ_CP014528.1	NZ_CP014528.1_928	PD-T4-5__PD-T4-5	928	defense-finder-models/DefenseFinder_3/PD-T4-5/PD-T4-5	NZ_CP014528.1_PD-T4-5_5	1	1	1.0	1.0	1	PD-T4-5__PD-T4-5	mandatory	315	1e-38	131.3	0.914	0.93	2	294			PD-T4-5	PD-T4-5	Defense
NZ_CP014528.1	NZ_CP014528.1_968	PD-T7-5__PD-T7-5	968	defense-finder-models/DefenseFinder_4/PD-T7-5/PD-T7-5	NZ_CP014528.1_PD-T7-5_6	1	1	1.0	1.0	1	PD-T7-5__PD-T7-5	mandatory	354	1.1e-143	476.3	0.932	0.992	1	351			PD-T7-5	PD-T7-5	Defense
NZ_CP014528.1	NZ_CP014528.1_1292	RM__Type_I_MTases	1292	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014528.1_RM_Type_I_9	1	1	1.0	2.5	1	RM__Type_I_MTases	mandatory	762	1.1e-298	989.9	1.289	0.996	2	760			RM	RM_Type_I	Defense
