hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP014528.1_3	NZ_CP014528.1	3	361	Paris_II__AriA_AAA21	2.6e-15	54.5	0.798	0.909	1	328
NZ_CP014528.1_170	NZ_CP014528.1	170	384	PsyrTA__PsyrA	1.2e-29	101.3	0.621	0.635	77	320
NZ_CP014528.1_170	NZ_CP014528.1	170	384	ShosTA__ShosA	1.2e-63	212.9	0.891	0.734	21	302
NZ_CP014528.1_211	NZ_CP014528.1	211	369	TniQ_I-F_1	6.5e-16	57.3	0.993	0.371	10	146
NZ_CP014528.1_226	NZ_CP014528.1	226	431	RM_Type_II__Type_II_MTases	7.8e-85	283.0	0.989	0.875	17	393
NZ_CP014528.1_293	NZ_CP014528.1	293	640	RM_Type_II__Type_II_REases	2.5e-08	31.7	0.618	0.317	1	203
NZ_CP014528.1_317	NZ_CP014528.1	317	556	Retron_I_A__ATPase_TypeIA	2.2e-08	31.4	0.438	0.415	2	232
NZ_CP014528.1_338	NZ_CP014528.1	338	461	Septu__PtuA	1.9e-43	147.7	0.71	0.781	1	360
NZ_CP014528.1_338	NZ_CP014528.1	338	461	Retron_I_A__ATPase_TypeIA	1.7e-106	355.2	0.886	0.957	1	441
NZ_CP014528.1_339	NZ_CP014528.1	339	501	Gabija__GajB_3	1.6e-06	25.5	0.562	0.527	214	477
NZ_CP014528.1_349	NZ_CP014528.1	349	1233	Gabija__GajB_2	2.3e-47	159.7	0.631	0.606	121	867
NZ_CP014528.1_394	NZ_CP014528.1	394	232	WYL_I_II_III_IV_V_VI_4	3.5e-14	51.1	0.523	0.392	136	226
NZ_CP014528.1_394	NZ_CP014528.1	394	232	WYL_I_II_III_IV_V_VI_1	3e-58	195.6	0.728	0.966	1	224
NZ_CP014528.1_435	NZ_CP014528.1	435	660	Gabija__GajB_3	1.8e-17	61.5	0.669	0.429	23	305
NZ_CP014528.1_435	NZ_CP014528.1	435	660	Gabija__GajB_1	2.9e-38	129.7	0.919	0.882	17	598
NZ_CP014528.1_435	NZ_CP014528.1	435	660	Gabija__GajB_2	5.8e-82	273.9	0.749	0.933	9	624
NZ_CP014528.1_502	NZ_CP014528.1	502	153	PD-T4-9__PD-T4-9_C	4.8e-06	24.6	0.947	0.843	11	139
NZ_CP014528.1_506	NZ_CP014528.1	506	189	DEDDh_I_II_III_IV_V_VI_1	1.2e-10	39.6	0.812	0.751	10	151
NZ_CP014528.1_538	NZ_CP014528.1	538	598	Gao_Qat__QatA	7.899999999999999e-81	270.3	0.928	0.98	3	588
NZ_CP014528.1_539	NZ_CP014528.1	539	255	Gao_Qat__QatB	4.3e-08	30.8	0.83	0.788	37	237
NZ_CP014528.1_540	NZ_CP014528.1	540	442	Gao_Qat__QatC	1.2e-83	279.2	0.88	0.882	44	433
NZ_CP014528.1_541	NZ_CP014528.1	541	247	Gao_Qat__QatD	2.7e-75	250.8	0.957	0.972	4	243
NZ_CP014528.1_542	NZ_CP014528.1	542	765	RM_Type_II__Type_II_MTases	4.3e-12	43.4	0.795	0.476	128	491
NZ_CP014528.1_542	NZ_CP014528.1	542	765	RM_Type_IIG__Type_IIG	2.6e-183	609.2	0.811	0.959	5	738
NZ_CP014528.1_548	NZ_CP014528.1	548	467	DRT_2__drt2	6.099999999999999e-107	356.3	0.972	0.942	27	466
NZ_CP014528.1_552	NZ_CP014528.1	552	548	RM_Type_IV__Type_IV_REases	4e-56	189.1	0.689	0.668	163	528
NZ_CP014528.1_557	NZ_CP014528.1	557	271	Gao_Qat__QatD	4.3e-11	40.4	0.591	0.572	64	218
NZ_CP014528.1_559	NZ_CP014528.1	559	254	CBASS__AG_E1_ThiF	4.1e-37	125.7	0.816	0.894	22	248
NZ_CP014528.1_781	NZ_CP014528.1	781	1150	Wadjet__JetC_III	1.1e-05	21.0	0.674	0.303	648	996
NZ_CP014528.1_781	NZ_CP014528.1	781	1150	Paris_I__AAA_15	8.4e-09	33.3	0.823	0.361	1	415
NZ_CP014528.1_781	NZ_CP014528.1	781	1150	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	8.4e-10	36.1	0.543	0.3	772	1116
NZ_CP014528.1_781	NZ_CP014528.1	781	1150	Retron_I_B__ATPase_TOPRIM_COG3593	3e-15	54.3	0.427	0.227	1	261
NZ_CP014528.1_859	NZ_CP014528.1	859	218	Zorya__ZorB	4.5e-09	33.8	0.551	0.61	81	213
NZ_CP014528.1_861	NZ_CP014528.1	861	680	Gabija__GajB_1	1.2e-38	131.0	0.939	0.91	7	625
NZ_CP014528.1_861	NZ_CP014528.1	861	680	Gabija__GajB_2	2.6e-107	357.6	0.774	0.943	3	643
NZ_CP014528.1_875	NZ_CP014528.1	875	1199	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	8.9e-16	54.9	0.417	0.359	1	430
NZ_CP014528.1_875	NZ_CP014528.1	875	1199	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	6.5e-19	66.2	0.779	0.422	1	506
NZ_CP014528.1_899	NZ_CP014528.1	899	227	DEDDh_I_II_III_IV_V_VI_1	3.1e-19	67.5	0.981	0.683	4	158
NZ_CP014528.1_915	NZ_CP014528.1	915	493	DISARM_2__drmMII	2e-26	90.8	0.501	0.396	15	209
NZ_CP014528.1_915	NZ_CP014528.1	915	493	RM_Type_II__Type_II_MTases	1.9e-32	110.7	0.951	0.947	15	481
NZ_CP014528.1_915	NZ_CP014528.1	915	493	Druantia_II__DruM	1e-35	121.5	0.811	0.943	17	481
NZ_CP014528.1_928	NZ_CP014528.1	928	315	PD-T4-5__PD-T4-5	1e-38	131.3	0.914	0.93	2	294
NZ_CP014528.1_968	NZ_CP014528.1	968	354	PD-T7-1__PD-T7-1	3.4000000000000004e-58	195.2	0.722	0.941	2	334
NZ_CP014528.1_968	NZ_CP014528.1	968	354	PD-T7-5__PD-T7-5	1.1000000000000002e-143	476.3	0.932	0.992	1	351
NZ_CP014528.1_1109	NZ_CP014528.1	1109	503	Thoeris_I__ThsA_new_grand	3.0999999999999997e-22	76.6	0.493	0.551	12	288
NZ_CP014528.1_1168	NZ_CP014528.1	1168	810	Dodola__DolB	4.4e-12	43.6	0.917	0.43	224	571
NZ_CP014528.1_1187	NZ_CP014528.1	1187	336	FS_HsdR_like__DUF6731	1.1e-33	114.7	0.942	0.979	6	334
NZ_CP014528.1_1266	NZ_CP014528.1	1266	460	DEDDh_I_II_III_IV_V_VI_1	2.9e-33	113.1	0.994	0.348	234	393
NZ_CP014528.1_1274	NZ_CP014528.1	1274	221	DEDDh_I_II_III_IV_V_VI_1	5.7e-24	82.9	0.994	0.805	24	201
NZ_CP014528.1_1292	NZ_CP014528.1	1292	762	RM_Type_II__Type_II_MTases	8.499999999999999e-29	98.5	0.869	0.436	85	416
NZ_CP014528.1_1292	NZ_CP014528.1	1292	762	PrrC__EcoprrI	3e-50	169.9	0.81	0.598	5	460
NZ_CP014528.1_1292	NZ_CP014528.1	1292	762	RM__Type_I_MTases	1.1e-298	989.9	1.289	0.996	2	760
NZ_CP014528.1_1293	NZ_CP014528.1	1293	462	RM__Type_I_S	8.9e-94	313.1	0.591	0.965	3	448
NZ_CP014528.1_1294	NZ_CP014528.1	1294	1083	RM__Type_I_REases	0.0	1584.2	0.987	0.998	1	1081
NZ_CP014528.1_1295	NZ_CP014528.1	1295	687	Zorya__ZorA2	2.8e-15	54.0	0.885	0.591	109	514
NZ_CP014528.1_1295	NZ_CP014528.1	1295	687	Zorya__ZorA	3.8e-110	367.5	0.929	0.967	19	682
NZ_CP014528.1_1296	NZ_CP014528.1	1296	244	Zorya__ZorB	1.1e-75	252.3	0.977	0.967	6	241
NZ_CP014528.1_1297	NZ_CP014528.1	1297	475	Zorya_TypeI__ZorC	2.8000000000000003e-42	143.1	0.638	0.707	128	463
NZ_CP014528.1_1298	NZ_CP014528.1	1298	1071	Zorya_TypeI__ZorD	0.0	1036.6	0.975	0.974	22	1064
NZ_CP014528.1_1385	NZ_CP014528.1	1385	860	Dodola__DolB	3.2999999999999996e-22	76.9	0.531	0.251	507	722
NZ_CP014528.1_1392	NZ_CP014528.1	1392	472	Zorya__ZorB	4.8e-06	23.9	0.517	0.25	352	469
NZ_CP014528.1_1527	NZ_CP014528.1	1527	256	Zorya__ZorB	4.2e-09	33.9	0.475	0.426	145	253
NZ_CP014528.1_1529	NZ_CP014528.1	1529	893	Dodola__DolB	9.3e-28	95.2	0.715	0.309	467	742
NZ_CP014528.1_1666	NZ_CP014528.1	1666	654	Dnd__DndA	2.6e-41	139.7	0.865	0.521	270	610
NZ_CP014528.1_1827	NZ_CP014528.1	1827	258	Gao_Qat__QatD	4.1e-15	53.6	0.957	0.984	2	255
NZ_CP014528.1_1833	NZ_CP014528.1	1833	199	Dpd__QueD	1.7e-08	32.7	0.792	0.492	5	102
NZ_CP014528.1_1870	NZ_CP014528.1	1870	1154	PsyrTA__PsyrT	1.6e-06	24.4	0.467	0.272	609	922
NZ_CP014528.1_1872	NZ_CP014528.1	1872	490	Pycsar__AG_cyclase	5.7000000000000005e-30	102.4	0.593	0.418	224	428
NZ_CP014528.1_1878	NZ_CP014528.1	1878	406	Dnd__DndA	1.1e-136	453.5	0.976	0.906	5	372
NZ_CP014528.1_1948	NZ_CP014528.1	1948	335	RM_Type_II__Type_II_MTases	4.8e-10	36.3	0.41	0.415	151	289
NZ_CP014528.1_2056	NZ_CP014528.1	2056	182	Thoeris__ThsB_Global	2e-25	87.6	0.668	0.709	34	162
NZ_CP014528.1_2057	NZ_CP014528.1	2057	675	Thoeris__ThsB_Global	7.3e-06	23.8	0.487	0.136	174	265
NZ_CP014528.1_2058	NZ_CP014528.1	2058	184	Thoeris__ThsB_Global	2.2e-18	64.6	0.782	0.859	6	163
NZ_CP014528.1_2060	NZ_CP014528.1	2060	222	Thoeris__ThsB_Global	2.9e-19	67.5	0.813	0.887	4	200
NZ_CP014528.1_2061	NZ_CP014528.1	2061	254	Thoeris__ThsB_Global	7.9e-19	66.1	0.528	0.402	116	217
NZ_CP014528.1_2069	NZ_CP014528.1	2069	664	TniQ_I-F_1	3.1e-10	38.9	0.978	0.194	10	138
NZ_CP014528.1_2071	NZ_CP014528.1	2071	497	SEFIR__bSEFIR	1.1e-90	303.1	0.784	0.885	3	442
NZ_CP014528.1_2198	NZ_CP014528.1	2198	759	Dodola__DolB	1.7e-21	74.6	0.491	0.254	423	615
NZ_CP014528.1_2332	NZ_CP014528.1	2332	330	CBASS__Endonuc_small	5.7e-15	53.5	0.461	0.33	10	118
NZ_CP014528.1_2332	NZ_CP014528.1	2332	330	PD_DExK_I_II_III_IV_V_VI_5	1.9e-34	115.8	0.969	0.367	3	123
NZ_CP014528.1_2463	NZ_CP014528.1	2463	256	RM_Type_II__Type_II_MTases	6e-45	151.5	0.73	0.992	2	255
NZ_CP014528.1_2510	NZ_CP014528.1	2510	571	recD_IV-D_1	3.5e-19	66.2	0.45	0.63	3	362
NZ_CP014528.1_2581	NZ_CP014528.1	2581	177	RexAB__RexA	1.8e-19	68.1	0.441	0.599	2	107
NZ_CP014528.1_2584	NZ_CP014528.1	2584	141	RexAB__RexA	4.1e-34	116.0	0.559	0.957	1	135
NZ_CP014528.1_2603	NZ_CP014528.1	2603	314	MMB_gp29_gp30__gp29	7e-15	52.5	0.874	0.879	35	310
NZ_CP014528.1_2633	NZ_CP014528.1	2633	259	CBASS__AG_E1_ThiF	8.7e-67	222.9	0.984	0.9	20	252
NZ_CP014528.1_2668	NZ_CP014528.1	2668	336	WYL_I_II_III_IV_V_VI_1	1e-15	55.9	0.955	0.955	9	329
NZ_CP014528.1_2668	NZ_CP014528.1	2668	336	WYL_I_II_III_IV_V_VI_4	5.7e-25	86.2	0.948	0.515	157	329
NZ_CP014528.1_2751	NZ_CP014528.1	2751	514	ShosTA__ShosT	8.8e-05	20.1	0.544	0.222	282	395
NZ_CP014528.1_2760	NZ_CP014528.1	2760	384	Shango__SngC	7.3e-16	55.7	0.525	0.948	10	373
NZ_CP014528.1_2815	NZ_CP014528.1	2815	229	DEDDh_I_II_III_IV_V_VI_1	7.2e-19	66.3	1.0	0.694	4	162
NZ_CP014528.1_2867	NZ_CP014528.1	2867	185	Dpd__FolE	6.299999999999999e-88	291.0	0.994	0.973	1	180
NZ_CP014528.1_3042	NZ_CP014528.1	3042	224	CBASS__QueC	3.7e-20	70.6	0.936	0.906	4	206
NZ_CP014528.1_3042	NZ_CP014528.1	3042	224	Dpd__QueC	6.5e-48	160.8	0.986	0.978	2	220
NZ_CP014528.1_3062	NZ_CP014528.1	3062	188	Zorya__ZorB	3.5e-07	27.6	0.46	0.559	75	179
NZ_CP014528.1_3332	NZ_CP014528.1	3332	357	Zorya__ZorB	1e-07	29.4	0.438	0.28	232	331
NZ_CP014528.1_3380	NZ_CP014528.1	3380	488	DISARM__drmC	1.6e-12	45.4	0.626	0.361	258	433
NZ_CP014528.1_3428	NZ_CP014528.1	3428	542	DISARM__drmC	2.3e-12	44.8	0.415	0.244	356	487
NZ_CP014528.1_3531	NZ_CP014528.1	3531	212	ShosTA__ShosT	9.9e-10	36.3	0.629	0.689	60	205
NZ_CP014528.1_3541	NZ_CP014528.1	3541	616	Shango__SngC	3.2e-23	80.0	0.508	0.575	10	363
NZ_CP014528.1_3694	NZ_CP014528.1	3694	457	Paris_II__AAA_21	2.6e-17	61.4	0.997	0.904	25	437
NZ_CP014528.1_3694	NZ_CP014528.1	3694	457	Paris_I__AAA_15	4.1e-19	67.3	0.96	0.923	16	437
NZ_CP014528.1_3694	NZ_CP014528.1	3694	457	Retron_I_A__ATPase_TypeIA	1.3e-23	81.7	0.704	0.976	1	446
NZ_CP014528.1_3694	NZ_CP014528.1	3694	457	Septu__PtuA	1.1e-32	112.2	0.736	0.965	1	441
NZ_CP014528.1_3694	NZ_CP014528.1	3694	457	Paris_II__AriA_AAA21	4.4e-62	208.5	0.844	0.98	1	448
NZ_CP014528.1_3694	NZ_CP014528.1	3694	457	Paris_I__AriA_AAA15	7.7e-75	250.8	0.927	0.985	1	450
NZ_CP014528.1_3695	NZ_CP014528.1	3695	327	Paris__DUF4435	2e-17	61.8	0.987	0.734	36	275
NZ_CP014528.1_3695	NZ_CP014528.1	3695	327	Paris_I__AriB_DUF4435_I	3.6e-31	106.9	0.833	0.829	34	304
NZ_CP014528.1_3726	NZ_CP014528.1	3726	223	Retron_I_A__HNH_TIGR02646	2.2e-21	74.4	0.876	0.928	1	207
NZ_CP014528.1_3726	NZ_CP014528.1	3726	223	Septu__PtuB	1.5e-37	127.8	0.893	0.937	1	209
NZ_CP014528.1_3727	NZ_CP014528.1	3727	277	Septu__PtuA	2e-42	144.3	0.552	0.884	21	265
