hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP014019.1_43	NZ_CP014019.1	43	618	PsyrTA__PsyrT	5.8e-16	55.5	0.491	0.566	13	362
NZ_CP014019.1_43	NZ_CP014019.1	43	618	Shango__SngC	4.8e-24	82.7	0.511	0.576	10	365
NZ_CP014019.1_53	NZ_CP014019.1	53	212	ShosTA__ShosT	1.4e-09	35.8	0.624	0.67	64	205
NZ_CP014019.1_161	NZ_CP014019.1	161	542	DISARM__drmC	4.2e-12	43.9	0.415	0.244	356	487
NZ_CP014019.1_208	NZ_CP014019.1	208	488	DISARM__drmC	5.1e-14	50.2	0.585	0.338	269	433
NZ_CP014019.1_257	NZ_CP014019.1	257	348	Zorya__ZorB	9e-08	29.5	0.438	0.287	229	328
NZ_CP014019.1_459	NZ_CP014019.1	459	298	RM_Type_II__Type_II_REases	1.2e-18	65.3	0.5	0.446	148	280
NZ_CP014019.1_524	NZ_CP014019.1	524	188	Zorya__ZorB	1.7e-07	28.6	0.464	0.564	74	179
NZ_CP014019.1_546	NZ_CP014019.1	546	224	CBASS__QueC	3.5e-20	70.6	0.936	0.906	4	206
NZ_CP014019.1_546	NZ_CP014019.1	546	224	Dpd__QueC	6.1e-48	160.8	0.986	0.978	2	220
NZ_CP014019.1_683	NZ_CP014019.1	683	183	Dpd__FolE	3.1e-87	288.6	0.983	0.973	1	178
NZ_CP014019.1_803	NZ_CP014019.1	803	229	DEDDh_I_II_III_IV_V_VI_1	7.8e-18	62.9	1.0	0.694	4	162
NZ_CP014019.1_851	NZ_CP014019.1	851	384	Shango__SngC	3.7e-15	53.3	0.525	0.948	10	373
NZ_CP014019.1_860	NZ_CP014019.1	860	514	ShosTA__ShosT	7.8e-05	20.2	0.544	0.222	282	395
NZ_CP014019.1_967	NZ_CP014019.1	967	336	WYL_I_II_III_IV_V_VI_1	6e-15	53.3	0.955	0.955	9	329
NZ_CP014019.1_967	NZ_CP014019.1	967	336	WYL_I_II_III_IV_V_VI_4	9.8e-25	85.4	0.948	0.515	157	329
NZ_CP014019.1_1005	NZ_CP014019.1	1005	259	CBASS__AG_E1_ThiF	2e-66	221.6	0.984	0.9	20	252
NZ_CP014019.1_1051	NZ_CP014019.1	1051	571	recD_IV-D_1	5.9e-19	65.4	0.45	0.63	3	362
NZ_CP014019.1_1167	NZ_CP014019.1	1167	284	PD-T4-7__PD-T4-7	3.7e-40	135.6	0.857	0.923	17	278
NZ_CP014019.1_1307	NZ_CP014019.1	1307	759	Dodola__DolB	1.6e-21	74.6	0.491	0.254	423	615
NZ_CP014019.1_1446	NZ_CP014019.1	1446	317	CBASS__Endonuc_small	9.2e-17	59.3	0.411	0.312	38	136
NZ_CP014019.1_1446	NZ_CP014019.1	1446	317	PD_DExK_I_II_III_IV_V_VI_5	1.5e-35	119.3	0.953	0.375	20	138
NZ_CP014019.1_1589	NZ_CP014019.1	1589	335	RM_Type_II__Type_II_MTases	1.1e-09	35.1	0.404	0.409	153	289
NZ_CP014019.1_1648	NZ_CP014019.1	1648	406	Dnd__DndA	8.9e-137	453.8	0.976	0.906	5	372
NZ_CP014019.1_1654	NZ_CP014019.1	1654	490	Pycsar__AG_cyclase	4.2e-30	102.7	0.603	0.451	224	444
NZ_CP014019.1_1656	NZ_CP014019.1	1656	1154	PsyrTA__PsyrT	1.5e-06	24.4	0.467	0.272	609	922
NZ_CP014019.1_1693	NZ_CP014019.1	1693	199	Dpd__QueD	1.8e-08	32.5	0.792	0.492	5	102
NZ_CP014019.1_1699	NZ_CP014019.1	1699	258	Gao_Qat__QatD	1.8e-15	54.7	0.957	0.984	2	255
NZ_CP014019.1_1856	NZ_CP014019.1	1856	654	Dnd__DndA	6.8e-42	141.5	0.865	0.521	270	610
NZ_CP014019.1_1984	NZ_CP014019.1	1984	894	Dodola__DolB	8.3e-28	95.3	0.712	0.308	469	743
NZ_CP014019.1_1986	NZ_CP014019.1	1986	256	Zorya__ZorB	8.6e-10	36.1	0.472	0.422	146	253
NZ_CP014019.1_2165	NZ_CP014019.1	2165	472	Zorya__ZorB	4.5e-06	23.9	0.517	0.25	352	469
NZ_CP014019.1_2172	NZ_CP014019.1	2172	860	Dodola__DolB	3.0999999999999997e-22	76.9	0.531	0.251	507	722
NZ_CP014019.1_2258	NZ_CP014019.1	2258	293	Thoeris__ThsB_Global	8.300000000000001e-20	69.2	0.565	0.375	153	262
NZ_CP014019.1_2300	NZ_CP014019.1	2300	221	DEDDh_I_II_III_IV_V_VI_1	5.4e-24	82.9	0.994	0.805	24	201
NZ_CP014019.1_2309	NZ_CP014019.1	2309	460	DEDDh_I_II_III_IV_V_VI_1	4.9e-33	112.3	0.994	0.348	234	393
NZ_CP014019.1_2336	NZ_CP014019.1	2336	810	Dodola__DolB	5.8e-12	43.1	0.917	0.43	224	571
NZ_CP014019.1_2455	NZ_CP014019.1	2455	1148	RM__Type_I_REases	3.4999999999999996e-137	456.8	0.852	0.8	226	1143
NZ_CP014019.1_2456	NZ_CP014019.1	2456	400	PrrC__EcoprrI	2.1e-07	28.7	0.653	0.88	24	375
