replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP014019.1	NZ_CP014019.1_1167	PD-T4-7__PD-T4-7	1167	defense-finder-models/DefenseFinder_3/PD-T4-7/PD-T4-7	NZ_CP014019.1_PD-T4-7_3	1	1	1.0	1.0	1	PD-T4-7__PD-T4-7	mandatory	284	3.7e-40	135.6	0.857	0.923	17	278			PD-T4-7	PD-T4-7	Defense
NZ_CP014019.1	NZ_CP014019.1_2455	RM__Type_I_REases	2455	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014019.1_RM_Type_I_4	1	1	1.0	2.5	1	RM__Type_I_REases	mandatory	1148	3.5e-137	456.8	0.852	0.8	226	1143			RM	RM_Type_I	Defense
NZ_CP014019.1	NZ_CP014019.1_2456	RM__Type_I_S	2456	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014019.1_RM_Type_I_4	1	1	1.0	2.5	1	RM__Type_I_S	accessory	400	6.5000000000000006e-80	267.4	0.543	0.985	6	399			RM	RM_Type_I	Defense
NZ_CP014019.1	NZ_CP014019.1_2457	RM__Type_I_MTases	2457	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014019.1_RM_Type_I_4	1	1	1.0	2.5	1	RM__Type_I_MTases	mandatory	494	3.0999999999999997e-181	600.9	0.957	0.998	1	493			RM	RM_Type_I	Defense
NZ_CP014019.1	NZ_CP014019.1_2480	RM__Type_I_REases	2480	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014019.1_RM_Type_I_5	1	1	1.0	2.5	2	RM__Type_I_REases	mandatory	1095	1.1e-174	581.2	0.98	0.953	7	1050			RM	RM_Type_I	Defense
NZ_CP014019.1	NZ_CP014019.1_2481	RM__Type_I_S	2481	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014019.1_RM_Type_I_5	1	1	1.0	2.5	2	RM__Type_I_S	accessory	410	2.6000000000000003e-44	149.1	0.566	0.978	6	406			RM	RM_Type_I	Defense
NZ_CP014019.1	NZ_CP014019.1_2482	RM__Type_I_MTases	2482	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014019.1_RM_Type_I_5	1	1	1.0	2.5	2	RM__Type_I_MTases	mandatory	775	2.3e-115	384.2	0.85	0.614	3	478			RM	RM_Type_I	Defense
NZ_CP014019.1	NZ_CP014019.1_2483	PrrC__EcoprrI	2483	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014019.1_RM_Type_I_5	1	1	1.0	2.5	2	RM__Type_I_MTases	mandatory	421	1.6e-19	68.6	0.708	0.784	90	419			RM	RM_Type_I	Defense
NZ_CP014019.1	NZ_CP014019.1_2807	PD-Lambda-2__PD-Lambda-2_C	2807	defense-finder-models/DefenseFinder_2/PD-Lambda-2/PD-Lambda-2	NZ_CP014019.1_PD-Lambda-2_2	1	1	1.0	2.5	1	PD-Lambda-2__PD-Lambda-2_C	accessory	377	2.7e-109	363.3	0.963	0.973	5	371			PD-Lambda-2	PD-Lambda-2	Defense
NZ_CP014019.1	NZ_CP014019.1_2808	PD-Lambda-2__PD-Lambda-2_B	2808	defense-finder-models/DefenseFinder_2/PD-Lambda-2/PD-Lambda-2	NZ_CP014019.1_PD-Lambda-2_2	1	1	1.0	2.5	1	PD-Lambda-2__PD-Lambda-2_B	mandatory	408	7.3999999999999995e-208	688.0	0.993	0.98	1	400			PD-Lambda-2	PD-Lambda-2	Defense
NZ_CP014019.1	NZ_CP014019.1_2809	PD-Lambda-2__PD-Lambda-2_A	2809	defense-finder-models/DefenseFinder_2/PD-Lambda-2/PD-Lambda-2	NZ_CP014019.1_PD-Lambda-2_2	1	1	1.0	2.5	1	PD-Lambda-2__PD-Lambda-2_A	mandatory	91	1.0999999999999998e-24	84.1	0.966	0.901	1	82			PD-Lambda-2	PD-Lambda-2	Defense
NZ_CP014019.1	NZ_CP014019.1_2859	RM__Type_I_REases	2859	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014019.1_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_REases	mandatory	1034	7.3e-261	866.4	0.994	0.981	2	1015			RM	RM_Type_I	Defense
NZ_CP014019.1	NZ_CP014019.1_2860	Kiwa__KwaB_2	2860	defense-finder-models/DefenseFinder_1/Kiwa/Kiwa	NZ_CP014019.1_Kiwa_1	1	1	1.0	2.0	1	Kiwa__KwaB	mandatory	275	6.8e-63	210.4	0.869	0.905	25	273			Kiwa	Kiwa	Defense
NZ_CP014019.1	NZ_CP014019.1_2861	Kiwa__KwaA	2861	defense-finder-models/DefenseFinder_1/Kiwa/Kiwa	NZ_CP014019.1_Kiwa_1	1	1	1.0	2.0	1	Kiwa__KwaA	mandatory	184	1e-13	49.1	0.948	0.984	1	181			Kiwa	Kiwa	Defense
NZ_CP014019.1	NZ_CP014019.1_2862	RM__Type_I_S	2862	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014019.1_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_S	accessory	453	7.799999999999999e-56	187.7	0.465	0.974	2	442			RM	RM_Type_I	Defense
NZ_CP014019.1	NZ_CP014019.1_2864	RM__Type_I_MTases	2864	defense-finder-models/RM/RM/RM_Type_I	NZ_CP014019.1_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_MTases	mandatory	577	6e-166	551.0	0.99	0.986	7	575			RM	RM_Type_I	Defense
