hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP091596.1_150	NZ_CP091596.1	150	1036	Hypnos__HyoA	7.3e-226	750.6	0.722	0.991	4	1030
NZ_CP091596.1_319	NZ_CP091596.1	319	759	Dodola__DolB	1.7e-21	74.6	0.491	0.254	423	615
NZ_CP091596.1_440	NZ_CP091596.1	440	130	VP1839__VP1839	4.3e-41	138.3	0.656	0.977	2	128
NZ_CP091596.1_494	NZ_CP091596.1	494	292	SspBCDE__SspD	1.3e-09	35.8	0.493	0.524	4	156
NZ_CP091596.1_506	NZ_CP091596.1	506	168	Veles__VlsC2	3.2e-34	116.0	0.966	0.935	7	163
NZ_CP091596.1_506	NZ_CP091596.1	506	168	Veles__VlsC1	2.8e-34	116.2	0.966	0.94	5	162
NZ_CP091596.1_597	NZ_CP091596.1	597	571	recD_IV-D_1	3.4e-19	66.2	0.448	0.629	3	361
NZ_CP091596.1_645	NZ_CP091596.1	645	259	CBASS__AG_E1_ThiF	1.1999999999999999e-66	222.4	0.984	0.9	20	252
NZ_CP091596.1_682	NZ_CP091596.1	682	336	WYL_I_II_III_IV_V_VI_1	6e-16	56.6	0.955	0.955	9	329
NZ_CP091596.1_682	NZ_CP091596.1	682	336	WYL_I_II_III_IV_V_VI_4	4e-25	86.7	0.948	0.515	157	329
NZ_CP091596.1_724	NZ_CP091596.1	724	256	RM_Type_II__Type_II_MTases_FAM_4	4.7e-45	151.8	0.985	0.992	2	255
NZ_CP091596.1_818	NZ_CP091596.1	818	514	ShosTA__ShosT	8.7e-05	20.1	0.544	0.222	282	395
NZ_CP091596.1_882	NZ_CP091596.1	882	229	DEDDh_I_II_III_IV_V_VI_1	7.1e-19	66.3	1.0	0.694	4	162
NZ_CP091596.1_955	NZ_CP091596.1	955	810	Dodola__DolB	4.4e-12	43.6	0.917	0.43	224	571
NZ_CP091596.1_1081	NZ_CP091596.1	1081	1148	RM__Type_I_REases_FAM_2.einsi_trimmed	8.7e-138	458.8	0.978	0.8	226	1143
NZ_CP091596.1_1082	NZ_CP091596.1	1082	387	RM__Type_I_S_02	3.8e-43	146.0	0.678	0.78	84	385
NZ_CP091596.1_1082	NZ_CP091596.1	1082	387	RM__Type_I_S_06	4.3e-51	172.1	0.71	0.977	8	385
NZ_CP091596.1_1082	NZ_CP091596.1	1082	387	RM__Type_I_S_04	1.9e-65	219.7	0.729	0.982	6	385
NZ_CP091596.1_1082	NZ_CP091596.1	1082	387	RM__Type_I_S_51	5.7e-68	227.2	0.8	0.982	6	385
NZ_CP091596.1_1082	NZ_CP091596.1	1082	387	RM__Type_I_S_52	9.7e-70	233.8	0.658	0.984	6	386
NZ_CP091596.1_1082	NZ_CP091596.1	1082	387	RM__Type_I_S_03	2.8e-76	255.5	0.821	0.99	4	386
NZ_CP091596.1_1083	NZ_CP091596.1	1083	494	RM_Type_II__Type_II_MTases_FAM_13	3.6e-24	83.1	0.428	0.518	125	380
NZ_CP091596.1_1083	NZ_CP091596.1	1083	494	RM_Type_II__Type_II_MTases_FAM_33	1.4999999999999999e-53	180.2	0.661	0.755	6	378
NZ_CP091596.1_1083	NZ_CP091596.1	1083	494	RM__Type_I_MTases_FAM_0	9.299999999999999e-60	200.7	0.857	0.901	47	491
NZ_CP091596.1_1083	NZ_CP091596.1	1083	494	RM__Type_I_MTases_FAM_2	3.8000000000000005e-72	241.5	0.97	0.982	5	489
NZ_CP091596.1_1083	NZ_CP091596.1	1083	494	RM__Type_I_MTases_FAM_1	5.9e-181	600.1	0.998	0.996	1	492
NZ_CP091596.1_1091	NZ_CP091596.1	1091	418	DS-1__DS-1B	2.5e-63	212.3	0.94	0.909	14	393
NZ_CP091596.1_1092	NZ_CP091596.1	1092	180	DS-1__DS-1A	1.1e-15	55.3	0.422	0.894	15	175
NZ_CP091596.1_1106	NZ_CP091596.1	1106	1199	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	2.9e-17	59.8	0.462	0.379	1	454
NZ_CP091596.1_1106	NZ_CP091596.1	1106	1199	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.5e-20	71.6	0.779	0.422	1	506
NZ_CP091596.1_1120	NZ_CP091596.1	1120	680	Gabija__GajB_1	1.4e-38	130.7	0.939	0.91	7	625
NZ_CP091596.1_1120	NZ_CP091596.1	1120	680	UG35__UvrD	4.3e-86	287.5	0.529	0.64	4	438
NZ_CP091596.1_1120	NZ_CP091596.1	1120	680	Gabija__GajB_2	6.099999999999999e-107	356.4	0.774	0.943	3	643
NZ_CP091596.1_1122	NZ_CP091596.1	1122	218	Zorya__ZorB	4.5e-09	33.8	0.551	0.61	81	213
NZ_CP091596.1_1165	NZ_CP091596.1	1165	550	UG6__DnaG	4.1e-16	56.7	0.525	0.34	105	291
NZ_CP091596.1_1201	NZ_CP091596.1	1201	1150	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	9e-10	36.0	0.525	0.291	780	1114
NZ_CP091596.1_1332	NZ_CP091596.1	1332	924	UG9__DNA_pol	1.1e-37	127.9	0.771	0.455	487	906
NZ_CP091596.1_1381	NZ_CP091596.1	1381	252	RosmerTA__RmrT_2617826694	1.5e-11	41.9	0.962	0.869	31	249
NZ_CP091596.1_1381	NZ_CP091596.1	1381	252	RosmerTA__RmrT_2634932349	1e-39	134.1	0.971	0.865	32	249
NZ_CP091596.1_1382	NZ_CP091596.1	1382	383	RosmerTA__RmrA_2676476075	2.6999999999999997e-33	113.4	0.847	0.854	6	332
NZ_CP091596.1_1382	NZ_CP091596.1	1382	383	RosmerTA__RmrA_2600853143	1.5e-34	117.4	0.539	0.499	148	338
NZ_CP091596.1_1382	NZ_CP091596.1	1382	383	RosmerTA__RmrA_2603008502	2.4e-40	136.5	0.954	0.961	1	368
NZ_CP091596.1_1382	NZ_CP091596.1	1382	383	RosmerTA__RmrA_2634882613	1.0999999999999999e-41	140.7	0.559	0.548	146	355
NZ_CP091596.1_1382	NZ_CP091596.1	1382	383	RosmerTA__RmrA_2753529055	1.2e-43	147.3	0.87	0.924	6	359
NZ_CP091596.1_1382	NZ_CP091596.1	1382	383	RosmerTA__RmrA_2585209417	2.5e-46	156.1	0.938	0.948	2	364
