hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP098791.1_3	NZ_CP098791.1	3	361	Paris_II__AriA_AAA21	2.6e-15	54.4	0.798	0.909	1	328
NZ_CP098791.1_49	NZ_CP098791.1	49	143	Veles__VlsC2	1.7000000000000002e-58	194.7	0.946	0.951	6	141
NZ_CP098791.1_49	NZ_CP098791.1	49	143	Veles__VlsC1	8.899999999999999e-60	198.9	0.966	0.979	2	141
NZ_CP098791.1_169	NZ_CP098791.1	169	384	PsyrTA__PsyrA	3.5e-29	99.8	0.588	0.602	90	320
NZ_CP098791.1_169	NZ_CP098791.1	169	384	ShosTA__ShosA	1.5e-62	209.2	0.891	0.734	21	302
NZ_CP098791.1_211	NZ_CP098791.1	211	431	RM_Type_II__Type_II_MTases_FAM_35	2.7e-14	50.1	0.426	0.807	29	376
NZ_CP098791.1_211	NZ_CP098791.1	211	431	RM_Type_II__Type_II_MTases_FAM_39	1.8e-15	54.8	0.951	0.826	29	384
NZ_CP098791.1_211	NZ_CP098791.1	211	431	RM_Type_II__Type_II_MTases_FAM_5	9e-66	220.3	0.959	0.847	29	393
NZ_CP098791.1_211	NZ_CP098791.1	211	431	RM_Type_II__Type_II_MTases_FAM_11	7.600000000000001e-85	283.0	0.989	0.875	17	393
NZ_CP098791.1_301	NZ_CP098791.1	301	556	Retron_I_A__ATPase_TypeIA	2.2e-08	31.4	0.438	0.415	2	232
NZ_CP098791.1_322	NZ_CP098791.1	322	461	Septu__PtuA	8.4e-44	148.8	0.71	0.781	1	360
NZ_CP098791.1_322	NZ_CP098791.1	322	461	Retron_I_A__ATPase_TypeIA	1.7e-105	351.8	0.882	0.952	1	439
NZ_CP098791.1_323	NZ_CP098791.1	323	501	Gabija__GajB_3	1.5e-06	25.5	0.562	0.527	214	477
NZ_CP098791.1_334	NZ_CP098791.1	334	1233	Gabija__GajB_2	1.4999999999999998e-47	160.2	0.631	0.606	121	867
NZ_CP098791.1_379	NZ_CP098791.1	379	232	WYL_I_II_III_IV_V_VI_4	3.3e-14	51.1	0.523	0.392	136	226
NZ_CP098791.1_379	NZ_CP098791.1	379	232	WYL_I_II_III_IV_V_VI_1	5.9e-58	194.6	0.728	0.966	1	224
NZ_CP098791.1_417	NZ_CP098791.1	417	660	Gabija__GajB_3	9.2e-18	62.4	0.669	0.429	23	305
NZ_CP098791.1_417	NZ_CP098791.1	417	660	Gabija__GajB_1	7.9e-39	131.5	0.923	0.885	15	598
NZ_CP098791.1_417	NZ_CP098791.1	417	660	UG35__UvrD	3.2e-55	185.3	0.513	0.63	8	423
