hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP012808.1_43	NZ_CP012808.1	43	599	Gao_Iet__IetA	4.9e-31	105.4	0.558	0.374	132	355
NZ_CP012808.1_133	NZ_CP012808.1	133	1151	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.4e-11	41.5	0.532	0.309	762	1117
NZ_CP012808.1_133	NZ_CP012808.1	133	1151	Paris_I__AAA_15	1.4e-13	48.5	0.638	0.299	1	344
NZ_CP012808.1_133	NZ_CP012808.1	133	1151	Retron_I_B__ATPase_TOPRIM_COG3593	1.5e-15	54.7	0.431	0.228	1	263
NZ_CP012808.1_181	NZ_CP012808.1	181	652	Retron_I_A__ATPase_TypeIA	3e-08	30.5	0.674	0.56	7	371
NZ_CP012808.1_181	NZ_CP012808.1	181	652	Paris_II__AAA_21	1.5e-11	42.0	0.98	0.526	29	371
NZ_CP012808.1_181	NZ_CP012808.1	181	652	Paris_II__AriA_AAA21	1.3e-17	61.6	0.793	0.558	8	371
NZ_CP012808.1_181	NZ_CP012808.1	181	652	Paris_I__AAA_15	7.5e-23	79.1	0.925	0.534	24	371
NZ_CP012808.1_181	NZ_CP012808.1	181	652	Retron_I_B__ATPase_TOPRIM_COG3593	3.3e-24	83.3	0.809	0.877	23	594
NZ_CP012808.1_325	NZ_CP012808.1	325	186	DEDDh_I_II_III_IV_V_VI_1	7.5e-11	39.8	0.812	0.785	10	155
NZ_CP012808.1_329	NZ_CP012808.1	329	153	PD-T4-9__PD-T4-9_C	8.9e-05	20.0	0.947	0.843	11	139
NZ_CP012808.1_330	NZ_CP012808.1	330	255	CBASS__AG_E1_ThiF	4.9e-38	128.2	0.824	0.898	22	250
NZ_CP012808.1_332	NZ_CP012808.1	332	274	Gao_Qat__QatD	1.1e-12	45.2	0.736	0.73	62	261
NZ_CP012808.1_482	NZ_CP012808.1	482	211	ShosTA__ShosT	1.8e-12	44.8	0.629	0.692	63	208
NZ_CP012808.1_491	NZ_CP012808.1	491	635	PsyrTA__PsyrT	2.4e-16	56.3	0.472	0.528	28	362
NZ_CP012808.1_491	NZ_CP012808.1	491	635	Shango__SngC	1.1e-23	81.1	0.507	0.556	11	363
NZ_CP012808.1_546	NZ_CP012808.1	546	640	RM_Type_II__Type_II_REases	1.7e-08	31.8	0.569	0.292	17	203
NZ_CP012808.1_604	NZ_CP012808.1	604	431	RM_Type_II__Type_II_MTases	1.3e-84	281.8	0.989	0.875	17	393
NZ_CP012808.1_637	NZ_CP012808.1	637	376	PsyrTA__PsyrA	3.7e-33	112.4	0.804	0.819	38	345
