replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP018909.1	NZ_CP018909.1_893	Gao_Qat__QatA	893	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP018909.1_Gao_Qat_6	1	1	1.0	4.0	1	Gao_Qat__QatA	mandatory	600	1.8e-85	285.6	0.917	0.968	3	583			Gao_Qat	Gao_Qat	Defense
NZ_CP018909.1	NZ_CP018909.1_894	Gao_Qat__QatB	894	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP018909.1_Gao_Qat_6	1	1	1.0	4.0	1	Gao_Qat__QatB	mandatory	255	2.3e-15	54.6	0.907	0.886	12	237			Gao_Qat	Gao_Qat	Defense
NZ_CP018909.1	NZ_CP018909.1_895	Gao_Qat__QatC	895	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP018909.1_Gao_Qat_6	1	1	1.0	4.0	1	Gao_Qat__QatC	mandatory	441	1.4e-81	272.4	0.858	0.859	54	432			Gao_Qat	Gao_Qat	Defense
NZ_CP018909.1	NZ_CP018909.1_896	Gao_Qat__QatD	896	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP018909.1_Gao_Qat_6	1	1	1.0	4.0	1	Gao_Qat__QatD	mandatory	248	6.5e-82	272.4	0.957	0.972	5	245			Gao_Qat	Gao_Qat	Defense
NZ_CP018909.1	NZ_CP018909.1_2048	Gao_Qat__QatD	2048	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP018909.1_Gao_Qat_7	1	1	1.0	4.0	1	Gao_Qat__QatD	mandatory	242	1e-61	206.3	0.953	0.992	1	240			Gao_Qat	Gao_Qat	Defense
NZ_CP018909.1	NZ_CP018909.1_2049	Gao_Qat__QatC	2049	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP018909.1_Gao_Qat_7	1	1	1.0	4.0	1	Gao_Qat__QatC	mandatory	428	6.6e-71	237.2	0.799	0.822	13	364			Gao_Qat	Gao_Qat	Defense
NZ_CP018909.1	NZ_CP018909.1_2050	Gao_Qat__QatB	2050	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP018909.1_Gao_Qat_7	1	1	1.0	4.0	1	Gao_Qat__QatB	mandatory	276	2.5e-15	54.4	0.939	0.841	39	270			Gao_Qat	Gao_Qat	Defense
NZ_CP018909.1	NZ_CP018909.1_2051	Gao_Qat__QatA	2051	defense-finder-models/DefenseFinder_3/Gao_Qat/Gao_Qat	NZ_CP018909.1_Gao_Qat_7	1	1	1.0	4.0	1	Gao_Qat__QatA	mandatory	622	6.5e-92	306.9	0.929	0.945	3	590			Gao_Qat	Gao_Qat	Defense
NZ_CP018909.1	NZ_CP018909.1_2218	PD-T7-5__PD-T7-5	2218	defense-finder-models/DefenseFinder_4/PD-T7-5/PD-T7-5	NZ_CP018909.1_PD-T7-5_10	1	1	1.0	1.0	1	PD-T7-5__PD-T7-5	mandatory	373	3.8e-96	319.8	0.908	0.936	1	349			PD-T7-5	PD-T7-5	Defense
NZ_CP018909.1	NZ_CP018909.1_2221	DRT_2__drt2	2221	defense-finder-models/DefenseFinder_2/DRT/DRT_2	NZ_CP018909.1_DRT_2_3	1	1	1.0	1.0	1	DRT_2__drt2	mandatory	468	3.9e-106	353.5	0.974	0.942	27	467			DRT	DRT_2	Defense
