replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_AP021936.1	NZ_AP021936.1_736	Septu__PtuB	736	defense-finder-models/DefenseFinder_2/Septu/Septu	NZ_AP021936.1_Septu_4	1	1	1.0	2.0	1	Septu__PtuB	mandatory	222	2.5e-33	114.0	0.696	0.86	25	215			Septu	Septu	Defense
NZ_AP021936.1	NZ_AP021936.1_737	Septu__PtuA	737	defense-finder-models/DefenseFinder_2/Septu/Septu	NZ_AP021936.1_Septu_4	1	1	1.0	2.0	1	Septu__PtuA	mandatory	412	4.7999999999999995e-46	156.2	0.922	0.968	9	407			Septu	Septu	Defense
NZ_AP021936.1	NZ_AP021936.1_1787	Septu__PtuA_2	1787	defense-finder-models/DefenseFinder_2/Septu/Septu	NZ_AP021936.1_Septu_5	1	1	1.0	2.0	1	Septu__PtuA	mandatory	507	3.6999999999999996e-129	429.4	0.956	0.984	1	499			Septu	Septu	Defense
NZ_AP021936.1	NZ_AP021936.1_1788	Septu__PtuB_2	1788	defense-finder-models/DefenseFinder_2/Septu/Septu	NZ_AP021936.1_Septu_5	1	1	1.0	2.0	1	Septu__PtuB	mandatory	298	8.8e-52	174.3	0.971	0.98	1	292			Septu	Septu	Defense
NZ_AP021936.1	NZ_AP021936.1_1802	Gabija__GajA	1802	defense-finder-models/DefenseFinder_1/Gabija/Gabija	NZ_AP021936.1_Gabija_1	1	1	1.0	2.0	1	Gabija__GajA	mandatory	625	3.6e-103	344.2	0.992	0.981	1	613			Gabija	Gabija	Defense
NZ_AP021936.1	NZ_AP021936.1_1803	Gabija__GajB_2	1803	defense-finder-models/DefenseFinder_1/Gabija/Gabija	NZ_AP021936.1_Gabija_1	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	618	2.1000000000000003e-44	149.8	0.754	0.951	12	599			Gabija	Gabija	Defense
NZ_AP021936.1	NZ_AP021936.1_2416	Lamassu-Fam__LmuA_effector_Cap4_nuclease	2416	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Cap4_nuclease	NZ_AP021936.1_Lamassu-Cap4_nuclease_2	1	1	0.667	2.0	1	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	mandatory	359	1.2e-45	154.3	0.968	0.972	3	351			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
NZ_AP021936.1	NZ_AP021936.1_2417	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	2417	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Cap4_nuclease	NZ_AP021936.1_Lamassu-Cap4_nuclease_2	1	1	0.667	2.0	1	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	mandatory	577	1.5e-104	348.2	0.989	0.977	1	564			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
NZ_AP021936.1	NZ_AP021936.1_2708	Septu__PtuB	2708	defense-finder-models/DefenseFinder_2/Septu/Septu	NZ_AP021936.1_Septu_6	1	1	1.0	2.0	1	Septu__PtuB	mandatory	211	5.4e-23	80.2	0.57	0.773	23	185			Septu	Septu	Defense
NZ_AP021936.1	NZ_AP021936.1_2709	Septu__PtuA	2709	defense-finder-models/DefenseFinder_2/Septu/Septu	NZ_AP021936.1_Septu_6	1	1	1.0	2.0	1	Septu__PtuA	mandatory	389	4.4000000000000004e-30	103.6	0.906	0.967	7	382			Septu	Septu	Defense
