system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
11,NZ_CP049801.1,RM_type_IV,NZ_CP049801.1_130,PDLC03657,mREase_IV_00003,mREase_IV,2.0999999999999997e-81,2.3999999999999994e-81,0.971,0.975,143085,144002,+,# 143085 # 144002 # 1 # ;gc_cont=0.327,130,3205,"PDLC03657,mREase_IV_00003, 1, 2.4e-81, 0.971, 0.975 | PDLC03663,mREase_IV_00009, 1, 9.2e-10, 0.382, 0.208","PDLC03657, mREase_IV_00003, 2.4e-81, 0.971, 0.975 | PDLC03663, mREase_IV_00009, 9.2e-10, 0.382, 0.208"
8,NZ_CP049801.1,PDC-S32,NZ_CP049801.1_222,PDLC04997,PDC-S32_WP_096653079.1,PDC-S32,4.599999999999999e-113,5.0999999999999986e-113,0.982,0.965,243865,244716,-,# 243865 # 244716 # -1 # ;gc_cont=0.310,222,3205,"PDLC04996,PDC-S32_WP_143278579.1, 1, 2.5e-92, 0.979, 0.975 | PDLC04997,PDC-S32_WP_096653079.1, 1, 5.1e-113, 0.982, 0.965","PDLC04997, PDC-S32_WP_096653079.1, 5.1e-113, 0.982, 0.965 | PDLC04996, PDC-S32_WP_143278579.1, 2.5e-92, 0.979, 0.975"
3,NZ_CP049801.1,PDC-S06,NZ_CP049801.1_249,PDLC04893,PDC-S06_WP_194540461.1,PDC-S06,1.1999999999999993e-299,1.399999999999999e-299,0.977,0.992,275211,277841,-,# 275211 # 277841 # -1 # ;gc_cont=0.335,249,3205,"PDLC04888,PDC-S06_WP_216011563.1, 1, 3e-74, 0.902, 0.912 | PDLC04892,PDC-S06_WP_027430483.1, 1, 1.1e-69, 0.92, 0.935 | PDLC04894,PDC-S06_WP_100093761.1, 1, 0.0042, 0.031, 0.036 | PDLC04894,PDC-S06_WP_100093761.1, 2, 68, 0.08, 0.092 | PDLC04894,PDC-S06_WP_100093761.1, 3, 360, 0.151, 0.172 | PDLC04894,PDC-S06_WP_100093761.1, 4, 0.063, 0.092, 0.115 | PDLC04893,PDC-S06_WP_194540461.1, 1, 1.4e-299, 0.977, 0.992 | PDLC04891,PDC-S06_WP_106028275.1, 1, 5.7e-145, 0.971, 0.988","PDLC04893, PDC-S06_WP_194540461.1, 1.4e-299, 0.977, 0.992 | PDLC04891, PDC-S06_WP_106028275.1, 5.7e-145, 0.971, 0.988 | PDLC04888, PDC-S06_WP_216011563.1, 3e-74, 0.902, 0.912 | PDLC04892, PDC-S06_WP_027430483.1, 1.1e-69, 0.92, 0.935 | PDLC04894, PDC-S06_WP_100093761.1, 0.0042, 0.031, 0.036"
4,NZ_CP049801.1,PDC-S15,NZ_CP049801.1_905,PDLC04938,PDC-S15_WP_206299025.1,PDC-S15,2.7e-46,3.2999999999999997e-46,0.941,0.833,1013162,1013926,+,# 1013162 # 1013926 # 1 # ;gc_cont=0.280,905,3205,"PDLC04937,PDC-S15_WP_009831833.1, 1, 7.1e-32, 0.949, 0.937 | PDLC04935,PDC-S15_WP_222037022.1, 1, 0.00081, 0.153, 0.073 | PDLC04929,PDC-S15_WP_220077086.1, 1, 8.3e-09, 0.361, 0.312 | PDLC04929,PDC-S15_WP_220077086.1, 2, 3.8e-05, 0.31, 0.24 | PDLC04928,PDC-S15_WP_112088109.1, 1, 770, 0.008, 0.011 | PDLC04928,PDC-S15_WP_112088109.1, 2, 0.006, 0.137, 0.201 | PDLC04926,PDC-S15_WP_154556443.1, 1, 1.9e-09, 0.427, 0.357 | PDLC04926,PDC-S15_WP_154556443.1, 2, 0.00044, 0.239, 0.24 | PDLC04933,PDC-S15_WP_099753261.1, 1, 1.1e-11, 0.475, 0.399 | PDLC04933,PDC-S15_WP_099753261.1, 2, 7.2e-14, 0.341, 0.315 | PDLC04940,PDC-S15_WP_171589529.1, 1, 9.9, 0.2, 0.175 | PDLC04940,PDC-S15_WP_171589529.1, 2, 1.4e-16, 0.659, 0.536 | PDLC04936,PDC-S15_WP_128888168.1, 1, 3.4e-14, 0.486, 0.393 | PDLC04936,PDC-S15_WP_128888168.1, 2, 7e-14, 0.341, 0.287 | PDLC04932,PDC-S15_WP_133278023.1, 1, 1.3e-06, 0.18, 0.142 | PDLC04932,PDC-S15_WP_133278023.1, 2, 2e-05, 0.271, 0.247 | PDLC04931,PDC-S15_WP_226691295.1, 1, 2.5e-19, 0.91, 0.794 | PDLC04927,PDC-S15_WP_113621235.1, 1, 2.2e-08, 0.447, 0.263 | PDLC04927,PDC-S15_WP_113621235.1, 2, 0.004, 0.239, 0.173 | PDLC04934,PDC-S15_WP_134723796.1, 1, 5.4e-11, 0.753, 0.481 | PDLC04939,PDC-S15_WP_062551951.1, 1, 0.001, 0.31, 0.142 | PDLC04939,PDC-S15_WP_062551951.1, 2, 58, 0.157, 0.082 | PDLC04939,PDC-S15_WP_062551951.1, 3, 0.0036, 0.153, 0.08 | PDLC04938,PDC-S15_WP_206299025.1, 1, 3.3e-46, 0.941, 0.833 | PDLC04930,PDC-S15_WP_155658167.1, 1, 3.2e-08, 0.455, 0.311 | PDLC04930,PDC-S15_WP_155658167.1, 2, 1.3e-05, 0.337, 0.229","PDLC04938, PDC-S15_WP_206299025.1, 3.3e-46, 0.941, 0.833 | PDLC04937, PDC-S15_WP_009831833.1, 7.1e-32, 0.949, 0.937 | PDLC04931, PDC-S15_WP_226691295.1, 2.5e-19, 0.91, 0.794 | PDLC04940, PDC-S15_WP_171589529.1, 1.4e-16, 0.659, 0.536 | PDLC04936, PDC-S15_WP_128888168.1, 3.4e-14, 0.486, 0.393"
7,NZ_CP049801.1,PDC-S21,NZ_CP049801.1_1044,PDLC04961,PDC-S21_WP_091991925.1,PDC-S21,8.299999999999998e-109,9.199999999999999e-109,0.977,0.949,1195040,1196062,+,# 1195040 # 1196062 # 1 # ;gc_cont=0.276,1044,3205,"PDLC04960,PDC-S21_WP_215433626.1, 1, 2e-63, 0.962, 0.97 | PDLC04961,PDC-S21_WP_091991925.1, 1, 9.2e-109, 0.977, 0.949","PDLC04961, PDC-S21_WP_091991925.1, 9.2e-109, 0.977, 0.949 | PDLC04960, PDC-S21_WP_215433626.1, 2e-63, 0.962, 0.97"
13,NZ_CP049801.1,cas_type_other,NZ_CP049801.1_2064,PDLC01908,CARF5--CARF_ADA_CARF5--CARF_ADA,CARF5--CARF_ADA,6.299999999999999e-37,1e-36,0.982,0.567,2315292,2316290,-,# 2315292 # 2316290 # -1 # ;gc_cont=0.390,2064,3205,"PDLC01908,CARF5--CARF_ADA_CARF5--CARF_ADA, 1, 1e-36, 0.982, 0.567","PDLC01908, CARF5--CARF_ADA_CARF5--CARF_ADA, 1e-36, 0.982, 0.567"
12,NZ_CP049801.1,cas_type_I-F1,NZ_CP049801.1_2068,PDLC01631,pfam09618,Cas6f,4.1999999999999993e-63,4.799999999999999e-63,0.975,0.994,2327038,2327637,-,# 2327038 # 2327637 # -1 # ;gc_cont=0.348,2068,3205,"PDLC01352,cd09739, 1, 3.6e-55, 0.99, 0.995 | PDLC01631,pfam09618, 1, 4.8e-63, 0.975, 0.994 | PDLC01287,cd09674, 1, 2.7e-50, 0.99, 0.995 | PDLC00955,cas_Csy4, 1, 8.6e-47, 0.98, 0.995","PDLC01631, pfam09618, 4.8e-63, 0.975, 0.994 | PDLC01352, cd09739, 3.6e-55, 0.99, 0.995 | PDLC01287, cd09674, 2.7e-50, 0.99, 0.995 | PDLC00955, cas_Csy4, 8.6e-47, 0.98, 0.995"
12,NZ_CP049801.1,cas_type_I-F1,NZ_CP049801.1_2069,PDLC01629,pfam09615,Cas7f,5.299999999999998e-140,4.599999999999999e-132,0.819,0.925,2327639,2328748,-,# 2327639 # 2328748 # -1 # ;gc_cont=0.361,2069,3205,"PDLC01629,pfam09615, 1, 2.3e-06, 0.138, 0.157 | PDLC01629,pfam09615, 2, 4.6e-132, 0.819, 0.925 | PDLC01350,cd09737, 1, 2.7e-125, 0.962, 0.997 | PDLC01290,cd09677, 1, 9.7e-120, 0.968, 0.994 | PDLC01030,cas_Csy3, 1, 8.8e-05, 0.108, 0.117 | PDLC01030,cas_Csy3, 2, 1.2e-116, 0.808, 0.912","PDLC01629, pfam09615, 4.6e-132, 0.819, 0.925 | PDLC01350, cd09737, 2.7e-125, 0.962, 0.997 | PDLC01290, cd09677, 9.7e-120, 0.968, 0.994 | PDLC01030, cas_Csy3, 1.2e-116, 0.808, 0.912"
12,NZ_CP049801.1,cas_type_I-F1,NZ_CP049801.1_2070,PDLC01628,pfam09614,Cas5f,5.399999999999999e-113,6.099999999999998e-113,0.956,0.996,2328773,2329660,-,# 2328773 # 2329660 # -1 # ;gc_cont=0.375,2070,3205,"PDLC01628,pfam09614, 1, 6.1e-113, 0.956, 0.996 | PDLC01199,C19_Cas5f_1, 1, 3.7e-25, 0.936, 0.959 | PDLC01289,cd09676, 1, 1.8e-65, 0.963, 0.996 | PDLC01349,cd09736, 1, 3.6e-90, 0.959, 0.996 | PDLC01029,cas_Csy2, 1, 1.2e-69, 0.963, 0.997","PDLC01628, pfam09614, 6.1e-113, 0.956, 0.996 | PDLC01349, cd09736, 3.6e-90, 0.959, 0.996 | PDLC01029, cas_Csy2, 1.2e-69, 0.963, 0.997 | PDLC01289, cd09676, 1.8e-65, 0.963, 0.996 | PDLC01199, C19_Cas5f_1, 3.7e-25, 0.936, 0.959"
12,NZ_CP049801.1,cas_type_I-F1,NZ_CP049801.1_2071,PDLC01627,pfam09611,Cas8f,3.9999999999999993e-115,5.799999999999999e-115,0.856,0.983,2329660,2330910,-,# 2329660 # 2330910 # -1 # ;gc_cont=0.343,2071,3205,"PDLC01028,cas_Csy1, 1, 1.6e-66, 0.837, 0.935 | PDLC01627,pfam09611, 1, 5.8e-115, 0.856, 0.983 | PDLC01348,cd09735, 1, 1.4e-99, 0.861, 0.986 | PDLC01288,cd09675, 1, 1.3e-65, 0.827, 0.928","PDLC01627, pfam09611, 5.8e-115, 0.856, 0.983 | PDLC01348, cd09735, 1.4e-99, 0.861, 0.986 | PDLC01028, cas_Csy1, 1.6e-66, 0.837, 0.935 | PDLC01288, cd09675, 1.3e-65, 0.827, 0.928"
