replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP009257.1	NZ_CP009257.1_197	RM__Type_I_REases	197	defense-finder-models/RM/RM/RM_Type_I	NZ_CP009257.1_RM_Type_I_5	1	1	1.0	2.5	1	RM__Type_I_REases	mandatory	1148	9.6e-138	458.8	0.852	0.8	226	1143			RM	RM_Type_I	Defense
NZ_CP009257.1	NZ_CP009257.1_198	RM__Type_I_S	198	defense-finder-models/RM/RM/RM_Type_I	NZ_CP009257.1_RM_Type_I_5	1	1	1.0	2.5	1	RM__Type_I_S	accessory	387	2.9999999999999996e-76	255.5	0.546	0.99	4	386			RM	RM_Type_I	Defense
NZ_CP009257.1	NZ_CP009257.1_199	RM__Type_I_MTases	199	defense-finder-models/RM/RM/RM_Type_I	NZ_CP009257.1_RM_Type_I_5	1	1	1.0	2.5	1	RM__Type_I_MTases	mandatory	494	6.5e-181	600.1	0.955	0.996	1	492			RM	RM_Type_I	Defense
NZ_CP009257.1	NZ_CP009257.1_727	Retron_III__PRTase_WH	727	defense-finder-models/DefenseFinder_5/Retron/Retron_III	NZ_CP009257.1_Retron_III_3	1	1	0.5	2.0	1	Retron_III__PRTase_WH	mandatory	409	2.7000000000000002e-158	525.5	0.905	0.995	2	408			Retron	Retron_III	Defense
NZ_CP009257.1	NZ_CP009257.1_729	Retron__RT_Tot	729	defense-finder-models/DefenseFinder_5/Retron/Retron_III	NZ_CP009257.1_Retron_III_3	1	1	0.5	2.0	1	Retron__RT_Tot	mandatory	391	9.5e-123	407.8	1.087	0.995	1	389			Retron	Retron_III	Defense
NZ_CP009257.1	NZ_CP009257.1_2437	AbiH__AbiH	2437	defense-finder-models/DefenseFinder_1/AbiH/AbiH	NZ_CP009257.1_AbiH_1	1	1	1.0	1.0	1	AbiH__AbiH	mandatory	453	5.8999999999999995e-24	83.4	1.0	0.874	3	398			AbiH	AbiH	Defense
NZ_CP009257.1	NZ_CP009257.1_2668	Retron__RT_Tot	2668	defense-finder-models/DefenseFinder_5/Retron/Retron_I_A	NZ_CP009257.1_Retron_I_A_4	1	1	1.0	2.0	1	Retron__RT_Tot	mandatory	316	6.8e-138	457.0	0.987	0.978	5	313			Retron	Retron_I_A	Defense
NZ_CP009257.1	NZ_CP009257.1_2669	Retron_I_A__ATPase_TypeIA	2669	defense-finder-models/DefenseFinder_5/Retron/Retron_I_A	NZ_CP009257.1_Retron_I_A_4	1	1	1.0	2.0	1	Retron_I_A__ATPase_TypeIA	accessory	515	4.9e-168	558.4	0.978	0.996	1	513			Retron	Retron_I_A	Defense
NZ_CP009257.1	NZ_CP009257.1_2670	Septu__PtuB	2670	defense-finder-models/DefenseFinder_5/Retron/Retron_I_A	NZ_CP009257.1_Retron_I_A_4	1	1	1.0	2.0	1	Retron_I_A__HNH_TIGR02646	accessory	214	1.3e-36	124.9	0.911	0.986	1	211			Retron	Retron_I_A	Defense
NZ_CP009257.1	NZ_CP009257.1_3456	Paris_I__AriB_DUF4435_I	3456	defense-finder-models/DefenseFinder_3/Paris/PARIS_I	NZ_CP009257.1_PARIS_I_2	1	1	1.0	2.0	1	Paris_I__AriB_DUF4435_I	mandatory	252	1.2e-23	82.4	0.763	0.841	1	212			Paris	PARIS_I	Defense
NZ_CP009257.1	NZ_CP009257.1_3462	Paris_I__AAA_15	3462	defense-finder-models/DefenseFinder_3/Paris/PARIS_I	NZ_CP009257.1_PARIS_I_2	1	1	1.0	2.0	1	Paris_I__AriA_AAA15	mandatory	171	4.8e-12	44.1	0.402	0.942	1	161			Paris	PARIS_I	Defense
NZ_CP009257.1	NZ_CP009257.1_3812	RM__Type_I_MTases	3812	defense-finder-models/RM/RM/RM_Type_I	NZ_CP009257.1_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_MTases	mandatory	667	5.3999999999999995e-226	749.8	1.281	0.988	8	666			RM	RM_Type_I	Defense
NZ_CP009257.1	NZ_CP009257.1_3814	RM__Type_I_S	3814	defense-finder-models/RM/RM/RM_Type_I	NZ_CP009257.1_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_S	accessory	441	8e-85	283.7	0.564	0.977	5	435			RM	RM_Type_I	Defense
NZ_CP009257.1	NZ_CP009257.1_3815	RM__Type_I_REases	3815	defense-finder-models/RM/RM/RM_Type_I	NZ_CP009257.1_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_REases	mandatory	1095	6.400000000000001e-274	909.4	0.979	0.977	11	1080			RM	RM_Type_I	Defense
