replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP017938.1	NZ_CP017938.1_76	DRT8__DRT8	76	defense-finder-models/DefenseFinder_2/DRT/DRT8	NZ_CP017938.1_DRT8_4	1	1	0.5	1.0	1	DRT8__DRT8	mandatory	542	1.3e-151	503.6	0.991	0.991	2	538			DRT	DRT8	Defense
NZ_CP017938.1	NZ_CP017938.1_440	AbiH__AbiH	440	defense-finder-models/DefenseFinder_1/AbiH/AbiH	NZ_CP017938.1_AbiH_1	1	1	1.0	1.0	1	AbiH__AbiH	mandatory	475	1.2999999999999998e-24	85.3	0.951	0.853	3	407			AbiH	AbiH	Defense
NZ_CP017938.1	NZ_CP017938.1_1362	RosmerTA__RmrA_2634932349	1362	defense-finder-models/DefenseFinder_4/RosmerTA/RosmerTA	NZ_CP017938.1_RosmerTA_5	1	1	1.0	2.0	1	RosmerTA__RmrA_2585209417	mandatory	382	1.5e-128	426.3	0.942	0.961	1	367			RosmerTA	RosmerTA	Defense
NZ_CP017938.1	NZ_CP017938.1_1363	RosmerTA__RmrT_2634932349	1363	defense-finder-models/DefenseFinder_4/RosmerTA/RosmerTA	NZ_CP017938.1_RosmerTA_5	1	1	1.0	2.0	1	RosmerTA__RmrT_2585209417	mandatory	252	7.7e-42	141.0	0.971	0.865	32	249			RosmerTA	RosmerTA	Defense
NZ_CP017938.1	NZ_CP017938.1_1366	RM_Type_III__Type_III_MTases	1366	defense-finder-models/RM/RM/RM_Type_III	NZ_CP017938.1_RM_Type_III_6	1	1	1.0	2.0	1	RM_Type_III__Type_III_MTases	mandatory	667	4.6e-146	486.1	0.953	0.955	16	652			RM	RM_Type_III	Defense
NZ_CP017938.1	NZ_CP017938.1_1368	RM_Type_III__Type_III_REases	1368	defense-finder-models/RM/RM/RM_Type_III	NZ_CP017938.1_RM_Type_III_6	1	1	1.0	2.0	1	RM_Type_III__Type_III_REases	mandatory	1012	1.3999999999999998e-265	881.7	0.994	0.996	1	1008			RM	RM_Type_III	Defense
NZ_CP017938.1	NZ_CP017938.1_2036	RM_Type_IV__Type_IV_REases	2036	defense-finder-models/RM/RM/RM_Type_IV	NZ_CP017938.1_RM_Type_IV_7	1	1	1.0	1.0	1	RM_Type_IV__Type_IV_REases	mandatory	363	2.5e-17	61.5	0.501	0.975	1	354			RM	RM_Type_IV	Defense
NZ_CP017938.1	NZ_CP017938.1_2258	dGTPase__Sp_dGTPase	2258	defense-finder-models/DefenseFinder_1/dGTPase/dGTPase	NZ_CP017938.1_dGTPase_3	1	1	1.0	1.0	1	dGTPase__Sp_dGTPase	mandatory	446	6.8e-219	724.9	1.0	0.998	1	445			dGTPase	dGTPase	Defense
NZ_CP017938.1	NZ_CP017938.1_2259	Gabija__GajA	2259	defense-finder-models/DefenseFinder_1/Gabija/Gabija	NZ_CP017938.1_Gabija_2	1	1	1.0	2.0	1	Gabija__GajA	mandatory	294	4.2e-49	165.6	0.476	0.966	1	284			Gabija	Gabija	Defense
NZ_CP017938.1	NZ_CP017938.1_2261	Gabija__GajB_2	2261	defense-finder-models/DefenseFinder_1/Gabija/Gabija	NZ_CP017938.1_Gabija_2	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	594	2.2e-106	354.5	0.74	0.955	15	581			Gabija	Gabija	Defense
