hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP017938.1_76	NZ_CP017938.1	76	542	RT_I_II_III_IV_V_VI_1	3.7e-16	56.6	0.488	0.26	139	279
NZ_CP017938.1_76	NZ_CP017938.1	76	542	DRT8__DRT8	1.3e-151	503.6	0.991	0.991	2	538
NZ_CP017938.1_179	NZ_CP017938.1	179	347	Zorya__ZorB	9e-08	29.5	0.438	0.288	222	321
NZ_CP017938.1_231	NZ_CP017938.1	231	488	DISARM__drmC	3.1e-13	47.6	0.619	0.357	260	433
NZ_CP017938.1_277	NZ_CP017938.1	277	542	DISARM__drmC	2.1e-12	44.9	0.415	0.244	356	487
NZ_CP017938.1_381	NZ_CP017938.1	381	210	ShosTA__ShosT	2.2e-10	38.4	0.591	0.719	55	205
NZ_CP017938.1_390	NZ_CP017938.1	390	621	Shango__SngC	4.1999999999999996e-23	79.6	0.51	0.572	10	364
NZ_CP017938.1_440	NZ_CP017938.1	440	475	AbiH__AbiH	1.3e-24	85.3	0.951	0.853	3	407
NZ_CP017938.1_768	NZ_CP017938.1	768	361	Paris_II__AriA_AAA21	2.2e-14	51.3	0.798	0.909	1	328
NZ_CP017938.1_955	NZ_CP017938.1	955	385	PsyrTA__PsyrA	2.2000000000000002e-30	103.7	0.616	0.636	83	327
NZ_CP017938.1_955	NZ_CP017938.1	955	385	ShosTA__ShosA	1.5e-64	215.8	0.891	0.732	21	302
NZ_CP017938.1_997	NZ_CP017938.1	997	314	TniQ_I-F_1	8.3e-24	82.8	1.0	0.452	5	146
NZ_CP017938.1_1013	NZ_CP017938.1	1013	431	RM_Type_II__Type_II_MTases	3.8000000000000003e-84	280.6	0.989	0.875	17	393
NZ_CP017938.1_1078	NZ_CP017938.1	1078	640	RM_Type_II__Type_II_REases	3.9e-09	34.3	0.618	0.317	1	203
NZ_CP017938.1_1103	NZ_CP017938.1	1103	556	Retron_I_A__ATPase_TypeIA	5.1e-09	33.4	0.434	0.412	2	230
