hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP050385.1_14	NZ_CP050385.1	14	660	Gabija__GajB_3	6.5e-18	62.9	0.683	0.436	23	310
NZ_CP050385.1_14	NZ_CP050385.1	14	660	Gabija__GajB_1	1.4e-38	130.7	0.923	0.885	15	598
NZ_CP050385.1_14	NZ_CP050385.1	14	660	UG35__UvrD	2.2e-55	185.9	0.513	0.63	8	423
NZ_CP050385.1_14	NZ_CP050385.1	14	660	Gabija__GajB_2	9.3e-83	276.5	0.749	0.933	9	624
NZ_CP050385.1_77	NZ_CP050385.1	77	196	RM_Type_II__Type_II_MTases_FAM_4	2.5e-31	106.9	0.638	0.862	2	170
NZ_CP050385.1_134	NZ_CP050385.1	134	153	PD-T4-9__PD-T4-9_C	4.8e-06	24.6	0.947	0.843	11	139
NZ_CP050385.1_138	NZ_CP050385.1	138	189	DEDDh_I_II_III_IV_V_VI_1	1.2e-10	39.6	0.812	0.751	10	151
NZ_CP050385.1_163	NZ_CP050385.1	163	271	Gao_Qat__QatD	4.3e-11	40.4	0.587	0.568	65	218
NZ_CP050385.1_166	NZ_CP050385.1	166	255	CBASS__AG_E1_ThiF	2e-37	126.7	0.816	0.89	23	249
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2676476075	2.6999999999999997e-33	113.4	0.847	0.854	6	332
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2600853143	1.5e-34	117.4	0.539	0.499	148	338
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2603008502	2.5e-40	136.5	0.954	0.961	1	368
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2634882613	1.0999999999999999e-41	140.7	0.559	0.548	146	355
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2753529055	1.3e-43	147.3	0.87	0.924	6	359
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2585209417	2.6e-46	156.1	0.938	0.948	2	364
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2662548665	3.4999999999999995e-53	178.7	0.873	0.935	2	359
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2734955840	1.5e-58	196.5	0.906	0.93	2	357
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2677172838	4.2e-59	198.1	0.947	0.956	2	367
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2664250653	8e-62	207.0	0.906	0.945	6	367
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2623274509	2.6e-67	225.0	0.906	0.924	6	359
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2617826694	2.8e-70	234.5	0.655	0.608	148	380
NZ_CP050385.1_209	NZ_CP050385.1	209	383	RosmerTA__RmrA_2641389401	2.1e-74	248.4	0.995	0.992	1	380
