hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP091172.1_12	NZ_CP091172.1	12	361	Paris_II__AriA_AAA21	2.7e-15	54.4	0.798	0.909	1	328
NZ_CP091172.1_84	NZ_CP091172.1	84	143	Veles__VlsC2	9.5e-62	205.3	0.946	0.951	6	141
NZ_CP091172.1_84	NZ_CP091172.1	84	143	Veles__VlsC1	1.7e-63	211.0	0.98	0.993	1	142
NZ_CP091172.1_95	NZ_CP091172.1	95	392	Veles__VlsB1	8.6e-129	427.6	0.965	0.964	8	385
NZ_CP091172.1_95	NZ_CP091172.1	95	392	Veles__VlsB2	1.4999999999999999e-133	443.4	0.931	0.967	7	385
NZ_CP091172.1_189	NZ_CP091172.1	189	384	PsyrTA__PsyrA	1e-29	101.5	0.608	0.635	79	322
NZ_CP091172.1_189	NZ_CP091172.1	189	384	ShosTA__ShosA	8.600000000000001e-64	213.3	0.891	0.734	21	302
NZ_CP091172.1_367	NZ_CP091172.1	367	431	RM_Type_II__Type_II_MTases_FAM_35	2.7e-14	50.1	0.426	0.807	29	376
NZ_CP091172.1_367	NZ_CP091172.1	367	431	RM_Type_II__Type_II_MTases_FAM_39	1.8e-15	54.8	0.951	0.826	29	384
NZ_CP091172.1_367	NZ_CP091172.1	367	431	RM_Type_II__Type_II_MTases_FAM_5	9.2e-66	220.3	0.959	0.847	29	393
NZ_CP091172.1_367	NZ_CP091172.1	367	431	RM_Type_II__Type_II_MTases_FAM_11	7.7e-85	283.0	0.989	0.875	17	393
NZ_CP091172.1_457	NZ_CP091172.1	457	556	Retron_I_A__ATPase_TypeIA	1.8e-08	31.7	0.431	0.408	2	228
NZ_CP091172.1_478	NZ_CP091172.1	478	461	Septu__PtuA	7.2e-44	149.0	0.71	0.781	1	360
NZ_CP091172.1_478	NZ_CP091172.1	478	461	Retron_I_A__ATPase_TypeIA	2.1e-106	354.9	0.886	0.957	1	441
