replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP091172.1	NZ_CP091172.1_692	RosmerTA__RmrA_2634932349	692	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	NZ_CP091172.1_RosmerTA_5	1	1	1.0	2.0	1	RosmerTA__RmrA_2585209417	mandatory	382	4.1999999999999996e-129	428.2	0.942	0.961	1	367			RosmerTA	RosmerTA	Defense
NZ_CP091172.1	NZ_CP091172.1_693	RosmerTA__RmrT_2634932349	693	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	NZ_CP091172.1_RosmerTA_5	1	1	1.0	2.0	1	RosmerTA__RmrT_2585209417	mandatory	228	1.3e-41	140.3	0.971	0.956	8	225			RosmerTA	RosmerTA	Defense
NZ_CP091172.1	NZ_CP091172.1_991	Gao_Qat__QatA	991	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091172.1_Gao_Qat_4	1	1	1.0	4.0	1	Gao_Qat__QatA	mandatory	598	1.3e-80	269.6	0.929	0.982	3	589			Gao_Qat	Gao_Qat	Defense
NZ_CP091172.1	NZ_CP091172.1_992	Gao_Qat__QatB	992	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091172.1_Gao_Qat_4	1	1	1.0	4.0	1	Gao_Qat__QatB	mandatory	255	1.4e-09	35.7	0.826	0.784	37	236			Gao_Qat	Gao_Qat	Defense
NZ_CP091172.1	NZ_CP091172.1_993	Gao_Qat__QatC	993	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091172.1_Gao_Qat_4	1	1	1.0	4.0	1	Gao_Qat__QatC	mandatory	443	1.5e-86	288.8	0.888	0.892	40	434			Gao_Qat	Gao_Qat	Defense
NZ_CP091172.1	NZ_CP091172.1_994	Gao_Qat__QatD	994	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091172.1_Gao_Qat_4	1	1	1.0	4.0	1	Gao_Qat__QatD	mandatory	247	5.8e-76	253.0	0.957	0.972	4	243			Gao_Qat	Gao_Qat	Defense
NZ_CP091172.1	NZ_CP091172.1_1259	RM__Type_I_MTases_FAM_3	1259	defense-finder-models/RM/RM/RM_Type_I	NZ_CP091172.1_RM_Type_I_8	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	762	5e-299	991.0	0.997	0.996	2	760		NZ_CP091172.1_PrrC_7	RM	RM_Type_I	Defense
NZ_CP091172.1	NZ_CP091172.1_1260	RM__Type_I_S_52	1260	defense-finder-models/RM/RM/RM_Type_I	NZ_CP091172.1_RM_Type_I_8	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	442	7.899999999999999e-69	230.7	0.651	0.914	3	406		NZ_CP091172.1_PrrC_7	RM	RM_Type_I	Defense
NZ_CP091172.1	NZ_CP091172.1_1263	RM__Type_I_REases_FAM_1.einsi_trimmed	1263	defense-finder-models/RM/RM/RM_Type_I	NZ_CP091172.1_RM_Type_I_8	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1083	0.0	1586.2	0.996	0.998	1	1081		NZ_CP091172.1_PrrC_7	RM	RM_Type_I	Defense
NZ_CP091172.1	NZ_CP091172.1_1264	Zorya__ZorA	1264	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeI	NZ_CP091172.1_Zorya_TypeI_6	1	1	1.0	4.0	1	Zorya__ZorA	mandatory	687	1.4e-108	362.3	0.929	0.967	19	682			Zorya	Zorya_TypeI	Defense
NZ_CP091172.1	NZ_CP091172.1_1265	Zorya__ZorB	1265	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeI	NZ_CP091172.1_Zorya_TypeI_6	1	1	1.0	4.0	1	Zorya__ZorB	mandatory	244	3.8e-75	250.4	0.977	0.967	6	241			Zorya	Zorya_TypeI	Defense
NZ_CP091172.1	NZ_CP091172.1_1266	Zorya_TypeI__ZorC	1266	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeI	NZ_CP091172.1_Zorya_TypeI_6	1	1	1.0	4.0	1	Zorya_TypeI__ZorC	mandatory	465	9.4e-40	134.8	0.633	0.72	128	462			Zorya	Zorya_TypeI	Defense
NZ_CP091172.1	NZ_CP091172.1_1267	Zorya_TypeI__ZorD	1267	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeI	NZ_CP091172.1_Zorya_TypeI_6	1	1	1.0	4.0	1	Zorya_TypeI__ZorD	mandatory	1068	0.0	1053.7	0.984	0.984	11	1061			Zorya	Zorya_TypeI	Defense
NZ_CP091172.1	NZ_CP091172.1_1268	DarTG__DarT	1268	defense-finder-models/DefenseFinder/DarTG/DarTG	NZ_CP091172.1_DarTG_2	1	1	1.0	2.0	1	DarTG__DarT	mandatory	219	2.1e-52	175.7	1.0	0.918	18	218			DarTG	DarTG	Defense
NZ_CP091172.1	NZ_CP091172.1_1269	DarTG__DarG	1269	defense-finder-models/DefenseFinder/DarTG/DarTG	NZ_CP091172.1_DarTG_2	1	1	1.0	2.0	1	DarTG__DarG	mandatory	362	4.8000000000000004e-30	102.9	0.718	0.442	1	160			DarTG	DarTG	Defense
NZ_CP091172.1	NZ_CP091172.1_1566	Gabija__GajA	1566	defense-finder-models/DefenseFinder/Gabija/Gabija	NZ_CP091172.1_Gabija_3	1	1	1.0	2.0	1	Gabija__GajA	mandatory	598	1.2999999999999999e-120	401.9	0.99	0.997	1	596			Gabija	Gabija	Defense
NZ_CP091172.1	NZ_CP091172.1_1567	Gabija__GajB_2	1567	defense-finder-models/DefenseFinder/Gabija/Gabija	NZ_CP091172.1_Gabija_3	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	594	5.3e-106	353.3	0.74	0.955	15	581			Gabija	Gabija	Defense
NZ_CP091172.1	NZ_CP091172.1_2722	CapRel__CapRel	2722	defense-finder-models/DefenseFinder/CapRel/CapRel	NZ_CP091172.1_CapRel_1	1	1	1.0	1.0	1	CapRel__CapRel	mandatory	357	2.9e-44	149.5	0.925	0.924	21	350			CapRel	CapRel	Defense
NZ_CP091172.1	NZ_CP091172.1_2906	cas6f_I_II_III_IV_V_VI_3	2906	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP091172.1_CAS_Class1-Subtype-I-F_10	1	1	1.0	6.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	204	6.1e-51	171.1	1.0	0.98	4	203		NZ_CP091172.1_CAS_Class1-Type-I_11,NZ_CP091172.1_CAS_Cluster_12	Cas	CAS_Class1-Subtype-I-F	Defense
