replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP018260.1	NZ_CP018260.1_193	AbiL__AbiLii2	193	defense-finder-models/DefenseFinder_1/AbiL/AbiL	NZ_CP018260.1_AbiL_1	1	1	1.0	2.0	1	AbiL__AbiLii	mandatory	231	2.6e-09	34.4	0.407	0.541	79	203			AbiL	AbiL	Defense
NZ_CP018260.1	NZ_CP018260.1_194	AbiL__AbiLi2	194	defense-finder-models/DefenseFinder_1/AbiL/AbiL	NZ_CP018260.1_AbiL_1	1	1	1.0	2.0	1	AbiL__AbiLi	mandatory	439	5.5e-24	82.7	0.604	0.642	1	282			AbiL	AbiL	Defense
NZ_CP018260.1	NZ_CP018260.1_728	Gao_Tmn__TmnA	728	defense-finder-models/DefenseFinder_1/Gao_Tmn/Gao_Tmn	NZ_CP018260.1_Gao_Tmn_2	1	1	1.0	1.0	1	Gao_Tmn__TmnA	mandatory	1255	7.6e-61	203.3	0.543	0.545	34	717			Gao_Tmn	Gao_Tmn	Defense
NZ_CP018260.1	NZ_CP018260.1_1182	RM__Type_I_MTases	1182	defense-finder-models/RM/RM/RM_Type_I	NZ_CP018260.1_RM_Type_I_10	1	1	1.0	2.5	1	RM__Type_I_MTases	mandatory	523	1.4e-172	572.7	0.996	0.983	1	514			RM	RM_Type_I	Defense
NZ_CP018260.1	NZ_CP018260.1_1183	RM__Type_I_S	1183	defense-finder-models/RM/RM/RM_Type_I	NZ_CP018260.1_RM_Type_I_10	1	1	1.0	2.5	1	RM__Type_I_S	accessory	417	1.2e-36	123.8	0.574	0.974	8	413			RM	RM_Type_I	Defense
NZ_CP018260.1	NZ_CP018260.1_1185	RM__Type_I_REases	1185	defense-finder-models/RM/RM/RM_Type_I	NZ_CP018260.1_RM_Type_I_10	1	1	1.0	2.5	1	RM__Type_I_REases	mandatory	963	9.199999999999999e-200	663.9	0.95	0.964	1	928			RM	RM_Type_I	Defense
NZ_CP018260.1	NZ_CP018260.1_1947	Septu__PtuB	1947	defense-finder-models/DefenseFinder_2/Septu/Septu	NZ_CP018260.1_Septu_3	1	1	1.0	2.0	1	Septu__PtuB	mandatory	217	1.8999999999999998e-35	120.6	0.738	0.954	1	207			Septu	Septu	Defense
NZ_CP018260.1	NZ_CP018260.1_1948	Septu__PtuA	1948	defense-finder-models/DefenseFinder_2/Septu/Septu	NZ_CP018260.1_Septu_3	1	1	1.0	2.0	1	Septu__PtuA	mandatory	578	3.3e-50	169.6	0.874	0.566	213	539			Septu	Septu	Defense
NZ_CP018260.1	NZ_CP018260.1_2450	PD-T7-2__PD-T7-2_B	2450	defense-finder-models/DefenseFinder_3/PD-T7-2/PD-T7-2	NZ_CP018260.1_PD-T7-2_4	1	1	1.0	2.0	1	PD-T7-2__PD-T7-2_B	mandatory	689	1.9e-100	334.3	0.964	0.961	7	668			PD-T7-2	PD-T7-2	Defense
NZ_CP018260.1	NZ_CP018260.1_2451	PD-T7-2__PD-T7-2_A	2451	defense-finder-models/DefenseFinder_3/PD-T7-2/PD-T7-2	NZ_CP018260.1_PD-T7-2_4	1	1	1.0	2.0	1	PD-T7-2__PD-T7-2_A	mandatory	452	1.1e-41	140.4	0.834	0.748	51	388			PD-T7-2	PD-T7-2	Defense
NZ_CP018260.1	NZ_CP018260.1_2457	RM_Type_IIG__Type_IIG	2457	defense-finder-models/RM/RM/RM_Type_IIG	NZ_CP018260.1_RM_Type_IIG_11	1	1	1.0	1.0	1	RM_Type_IIG__Type_IIG	mandatory	895	2e-223	741.7	0.999	0.994	3	892			RM	RM_Type_IIG	Defense
NZ_CP018260.1	NZ_CP018260.1_2861	CBASS__Cyclase_SMODS	2861	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	NZ_CP018260.1_CBASS_II_9	1	1	1.0	3.0	1	CBASS__Cyclase_SMODS	mandatory	338	1.9e-46	155.7	1.0	0.479	1	162		NZ_CP018260.1_CBASS_5,NZ_CP018260.1_CBASS_I_7	CBASS	CBASS_II	Defense
NZ_CP018260.1	NZ_CP018260.1_2862	CBASS__AG_E1_ThiF	2862	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	NZ_CP018260.1_CBASS_II_9	1	1	1.0	3.0	1	CBASS__E2	mandatory	571	5.5999999999999996e-24	82.4	0.574	0.254	295	439		NZ_CP018260.1_CBASS_5	CBASS	CBASS_II	Defense
