hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP018260.1_3	NZ_CP018260.1	3	365	Paris_II__AriA_AAA21	9.7e-16	55.6	0.798	0.91	1	332
NZ_CP018260.1_192	NZ_CP018260.1	192	742	BREX__brxHII	5.699999999999999e-41	138.1	0.437	0.58	270	699
NZ_CP018260.1_192	NZ_CP018260.1	192	742	DISARM_1__drmD	1.6e-80	269.2	0.671	0.973	5	726
NZ_CP018260.1_193	NZ_CP018260.1	193	231	AbiL__AbiLii	9.6e-09	32.2	0.418	0.537	85	208
NZ_CP018260.1_193	NZ_CP018260.1	193	231	AbiL__AbiLii2	2.6e-09	34.4	0.407	0.541	79	203
NZ_CP018260.1_194	NZ_CP018260.1	194	439	AbiL__AbiLi	4.7e-18	63.0	0.61	0.638	1	280
NZ_CP018260.1_194	NZ_CP018260.1	194	439	AbiL__AbiLi2	5.5e-24	82.7	0.604	0.642	1	282
NZ_CP018260.1_194	NZ_CP018260.1	194	439	Paris_II__AAA_21	2.6e-31	107.1	0.993	0.731	48	368
NZ_CP018260.1_195	NZ_CP018260.1	195	778	RM_Type_II__Type_II_MTases	1.6e-16	57.7	0.511	0.211	470	633
NZ_CP018260.1_195	NZ_CP018260.1	195	778	RM_Type_III__Type_III_MTases	7.4e-67	224.2	0.592	0.916	63	775
NZ_CP018260.1_268	NZ_CP018260.1	268	396	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.4e-19	68.1	0.537	0.932	12	380
NZ_CP018260.1_413	NZ_CP018260.1	413	643	PsyrTA__PsyrT	1.6e-16	57.1	0.491	0.544	13	362
NZ_CP018260.1_413	NZ_CP018260.1	413	643	Shango__SngC	4.9e-25	85.7	0.511	0.554	10	365
NZ_CP018260.1_423	NZ_CP018260.1	423	222	ShosTA__ShosT	1.5e-10	38.7	0.679	0.743	45	209
NZ_CP018260.1_535	NZ_CP018260.1	535	521	DISARM__drmC	1e-14	52.2	0.445	0.269	326	465
NZ_CP018260.1_537	NZ_CP018260.1	537	160	Zorya__ZorB	2.3e-07	27.9	0.54	0.769	33	155
NZ_CP018260.1_564	NZ_CP018260.1	564	153	PD-T4-9__PD-T4-9_C	7.1e-05	20.5	0.947	0.843	10	138
NZ_CP018260.1_568	NZ_CP018260.1	568	187	DEDDh_I_II_III_IV_V_VI_1	1.1e-11	42.7	0.812	0.759	10	151
NZ_CP018260.1_594	NZ_CP018260.1	594	272	Gao_Qat__QatD	9.2e-13	45.6	0.728	0.728	65	262
NZ_CP018260.1_596	NZ_CP018260.1	596	263	CBASS__AG_E1_ThiF	1.3e-37	127.0	0.816	0.897	23	258
NZ_CP018260.1_728	NZ_CP018260.1	728	1255	Gao_Tmn__TmnA	7.6e-61	203.3	0.543	0.545	34	717
NZ_CP018260.1_764	NZ_CP018260.1	764	217	RM_Type_II__Type_II_REases	1.9e-09	35.1	0.637	0.848	28	211
NZ_CP018260.1_801	NZ_CP018260.1	801	1153	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.1e-11	42.0	0.66	0.375	684	1115
NZ_CP018260.1_801	NZ_CP018260.1	801	1153	Paris_I__AAA_15	8.1e-13	46.2	0.777	0.412	1	475
NZ_CP018260.1_922	NZ_CP018260.1	922	218	Zorya__ZorB	6.8e-10	36.2	0.558	0.601	83	213
NZ_CP018260.1_923	NZ_CP018260.1	923	680	Gabija__GajB_3	4.1e-13	46.8	0.775	0.479	23	348
NZ_CP018260.1_923	NZ_CP018260.1	923	680	Gabija__GajB_1	3.7999999999999996e-39	132.3	0.933	0.904	11	625
NZ_CP018260.1_923	NZ_CP018260.1	923	680	Gabija__GajB_2	3.6999999999999997e-107	356.8	0.775	0.944	2	643
NZ_CP018260.1_937	NZ_CP018260.1	937	1204	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	6.2e-18	61.7	0.436	0.401	1	483
NZ_CP018260.1_937	NZ_CP018260.1	937	1204	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.4e-19	68.1	0.792	0.407	1	490
NZ_CP018260.1_983	NZ_CP018260.1	983	301	WYL_I_II_III_IV_V_VI_1	3.2e-25	86.8	0.962	0.944	12	295
NZ_CP018260.1_983	NZ_CP018260.1	983	301	WYL_I_II_III_IV_V_VI_4	1.6e-26	90.9	0.977	0.548	132	296
NZ_CP018260.1_1121	NZ_CP018260.1	1121	810	Dodola__DolB	4.2e-12	43.4	0.917	0.43	224	571
NZ_CP018260.1_1145	NZ_CP018260.1	1145	453	DEDDh_I_II_III_IV_V_VI_1	7.4e-35	118.0	0.994	0.353	227	386
NZ_CP018260.1_1164	NZ_CP018260.1	1164	221	DEDDh_I_II_III_IV_V_VI_1	2.4e-24	83.8	0.994	0.805	24	201
NZ_CP018260.1_1173	NZ_CP018260.1	1173	185	Dpd__FolE	3.9e-86	284.8	0.994	0.973	1	180
NZ_CP018260.1_1182	NZ_CP018260.1	1182	523	RM_Type_II__Type_II_MTases	1.4000000000000001e-42	143.7	0.694	0.478	169	418
NZ_CP018260.1_1182	NZ_CP018260.1	1182	523	PrrC__EcoprrI	3.2e-124	413.4	0.958	0.981	1	513
NZ_CP018260.1_1182	NZ_CP018260.1	1182	523	RM__Type_I_MTases	1.4e-172	572.7	0.996	0.983	1	514
NZ_CP018260.1_1183	NZ_CP018260.1	1183	417	RM__Type_I_S	1.2e-36	123.8	0.574	0.974	8	413
NZ_CP018260.1_1185	NZ_CP018260.1	1185	963	RM__Type_I_REases	9.2e-200	663.9	0.95	0.964	1	928
NZ_CP018260.1_1240	NZ_CP018260.1	1240	335	WYL_I_II_III_IV_V_VI_1	4.6e-16	56.7	0.955	0.958	10	330
NZ_CP018260.1_1240	NZ_CP018260.1	1240	335	WYL_I_II_III_IV_V_VI_4	4.0999999999999995e-22	76.6	0.948	0.516	158	330
NZ_CP018260.1_1279	NZ_CP018260.1	1279	572	recD_IV-D_1	8.4e-19	64.6	0.477	0.663	3	381
NZ_CP018260.1_1309	NZ_CP018260.1	1309	231	DEDDh_I_II_III_IV_V_VI_1	1.6e-19	68.1	1.0	0.688	4	162
NZ_CP018260.1_1321	NZ_CP018260.1	1321	262	CBASS__AG_E1_ThiF	6.1e-66	219.8	0.996	0.893	19	252
NZ_CP018260.1_1448	NZ_CP018260.1	1448	384	Shango__SngC	7.6e-17	58.6	0.529	0.956	9	375
