system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
11,NZ_CP038022.1,gabija,NZ_CP038022.1_609,PDLC00132,GajB_00030,GajB,1.0999999999999993e-275,1.1999999999999993e-275,0.991,0.995,679926,681830,-,# 679926 # 681830 # -1 # ;gc_cont=0.324,609,2765,"PDLC00122,GajB_00020, 1, 1.7e-27, 0.512, 0.536 | PDLC00122,GajB_00020, 2, 0.0071, 0.094, 0.1 | PDLC00110,GajB_00008, 1, 3.4e-15, 0.605, 0.563 | PDLC00110,GajB_00008, 2, 8.6e-05, 0.106, 0.113 | PDLC00125,GajB_00023, 1, 1.7e-15, 0.507, 0.486 | PDLC00138,GajB_00036, 1, 2.8e-28, 0.474, 0.518 | PDLC00138,GajB_00036, 2, 0.00023, 0.118, 0.136 | PDLC00118,GajB_00016, 1, 2.6e-24, 0.469, 0.472 | PDLC00118,GajB_00016, 2, 35, 0.033, 0.041 | PDLC00113,GajB_00011, 1, 5.1e-08, 0.126, 0.142 | PDLC00113,GajB_00011, 2, 7.7e-08, 0.203, 0.212 | PDLC00113,GajB_00011, 3, 18, 0.038, 0.041 | PDLC00145,GajB_00043, 1, 0.015, 0.096, 0.121 | PDLC00145,GajB_00043, 2, 7e-12, 0.198, 0.217 | PDLC00145,GajB_00043, 3, 0.0033, 0.113, 0.119 | PDLC00127,GajB_00025, 1, 5.5e-55, 0.969, 0.958 | PDLC00108,GajB_00006, 1, 4.3e-21, 0.195, 0.276 | PDLC00108,GajB_00006, 2, 8.1e-08, 0.139, 0.193 | PDLC00135,GajB_00033, 1, 3.8e-23, 0.603, 0.561 | PDLC00134,GajB_00032, 1, 2.1e-31, 0.657, 0.93 | PDLC00112,GajB_00010, 1, 2.7e-09, 0.099, 0.107 | PDLC00112,GajB_00010, 2, 6.7e-13, 0.195, 0.217 | PDLC00112,GajB_00010, 3, 0.0029, 0.112, 0.127 | PDLC00148,GajB_00046, 1, 0.00089, 0.098, 0.16 | PDLC00148,GajB_00046, 2, 6.8e-07, 0.077, 0.13 | PDLC00148,GajB_00046, 3, 1.3, 0.093, 0.157 | PDLC00131,GajB_00029, 1, 4.5e-21, 0.471, 0.461 | PDLC00131,GajB_00029, 2, 260, 0.044, 0.043 | PDLC00140,GajB_00038, 1, 0.0012, 0.098, 0.164 | PDLC00140,GajB_00038, 2, 0.0019, 0.091, 0.153 | PDLC00140,GajB_00038, 3, 62, 0.033, 0.058 | PDLC00116,GajB_00014, 1, 1.4e-05, 0.123, 0.147 | PDLC00116,GajB_00014, 2, 1.1e-18, 0.241, 0.28 | PDLC00116,GajB_00014, 3, 1.7e-09, 0.291, 0.35 | PDLC00109,GajB_00007, 1, 5.2e-23, 0.543, 0.464 | PDLC00109,GajB_00007, 2, 44, 0.104, 0.105 | PDLC00129,GajB_00027, 1, 1.8e-30, 0.602, 0.618 | PDLC00129,GajB_00027, 2, 0.0011, 0.113, 0.126 | PDLC00146,GajB_00044, 1, 5.2e-13, 0.452, 0.452 | PDLC00144,GajB_00042, 1, 1e-06, 0.15, 0.177 | PDLC00144,GajB_00042, 2, 1.2e-14, 0.249, 0.292 | PDLC00144,GajB_00042, 3, 7.1e-07, 0.128, 0.131 | PDLC04171,GajB_WP_046787950.1, 1, 0.0014, 0.124, 0.194 | PDLC04171,GajB_WP_046787950.1, 2, 3.5e-05, 0.113, 0.176 | PDLC00132,GajB_00030, 1, 1.2e-275, 0.991, 0.995 | PDLC00117,GajB_00015, 1, 5.8e-73, 0.986, 0.96 | PDLC00121,GajB_00019, 1, 1.2e-39, 0.591, 0.621 | PDLC00121,GajB_00019, 2, 1.9e-12, 0.159, 0.179 | PDLC00142,GajB_00040, 1, 1.8e-13, 0.488, 0.525 | PDLC00142,GajB_00040, 2, 12, 0.131, 0.141 | PDLC00124,GajB_00022, 1, 0.26, 0.209, 0.19 | PDLC00124,GajB_00022, 2, 3.5e-10, 0.236, 0.201 | PDLC04173,GajB_WP_172889455.1, 1, 3.9e-08, 0.143, 0.187 | PDLC04173,GajB_WP_172889455.1, 2, 1.2e-09, 0.154, 0.2 | PDLC04173,GajB_WP_172889455.1, 3, 340, 0.038, 0.051 | PDLC04173,GajB_WP_172889455.1, 4, 47, 0.03, 0.04 | PDLC00126,GajB_00024, 1, 7.5e-22, 0.391, 0.396 | PDLC00126,GajB_00024, 2, 1.7, 0.099, 0.111 | PDLC00107,GajB_00005, 1, 4.3e-37, 0.529, 0.55 | PDLC00107,GajB_00005, 2, 1.8e-08, 0.126, 0.165 | PDLC00105,GajB_00003, 1, 1.5e-15, 0.472, 0.436 | PDLC00105,GajB_00003, 2, 71, 0.035, 0.034 | PDLC00141,GajB_00039, 1, 0.15, 0.172, 0.196 | PDLC00141,GajB_00039, 2, 2.3e-09, 0.167, 0.184 | PDLC00141,GajB_00039, 3, 0.0012, 0.132, 0.149 | PDLC00106,GajB_00004, 1, 3e-05, 0.143, 0.172 | PDLC00106,GajB_00004, 2, 1.5e-19, 0.246, 0.267 | PDLC00106,GajB_00004, 3, 0.0021, 0.123, 0.128 | PDLC00114,GajB_00012, 1, 7.4e-87, 0.989, 0.981 | PDLC00128,GajB_00026, 1, 9.9e-09, 0.233, 0.21 | PDLC00128,GajB_00026, 2, 1.6e-07, 0.778, 0.737 | PDLC00147,GajB_00045, 1, 2e-13, 0.391, 0.377 | PDLC00149,GajB_00047, 1, 1.6e-08, 0.094, 0.106 | PDLC00149,GajB_00047, 2, 2.4e-11, 0.189, 0.211 | PDLC00149,GajB_00047, 3, 0.21, 0.102, 0.118 | PDLC00103,GajB_00001, 1, 2.6e-46, 0.976, 0.941 | PDLC00133,GajB_00031, 1, 6.1e-27, 0.58, 0.898 | PDLC00143,GajB_00041, 1, 1.6e-12, 0.455, 0.408 | PDLC00111,GajB_00009, 1, 2e-14, 0.472, 0.438 | PDLC00111,GajB_00009, 2, 210, 0.044, 0.045 | PDLC00136,GajB_00034, 1, 8e-23, 0.48, 0.507 | PDLC00136,GajB_00034, 2, 0.00064, 0.113, 0.128 | PDLC00120,GajB_00018, 1, 6.8e-10, 0.106, 0.148 | PDLC00120,GajB_00018, 2, 6e-09, 0.183, 0.247 | PDLC00120,GajB_00018, 3, 0.00037, 0.11, 0.151 | PDLC00104,GajB_00002, 1, 2.5e-19, 0.534, 0.493 | PDLC00104,GajB_00002, 2, 1.6e-05, 0.137, 0.153 | PDLC00123,GajB_00021, 1, 2.2e-16, 0.29, 0.344 | PDLC00123,GajB_00021, 2, 1.1e-14, 0.31, 0.35 | PDLC00123,GajB_00021, 3, 3.2e-12, 0.293, 0.357 | PDLC00119,GajB_00017, 1, 3.6e-41, 0.461, 0.517 | PDLC00119,GajB_00017, 2, 0.00019, 0.11, 0.119 | PDLC00139,GajB_00037, 1, 4.4e-05, 0.381, 0.365 | PDLC00130,GajB_00028, 1, 1.1e-29, 0.595, 0.61 | PDLC00130,GajB_00028, 2, 8.2e-12, 0.106, 0.114","PDLC00132, GajB_00030, 1.2e-275, 0.991, 0.995 | PDLC00114, GajB_00012, 7.4e-87, 0.989, 0.981 | PDLC00117, GajB_00015, 5.8e-73, 0.986, 0.96 | PDLC00127, GajB_00025, 5.5e-55, 0.969, 0.958 | PDLC00103, GajB_00001, 2.6e-46, 0.976, 0.941"
11,NZ_CP038022.1,gabija,NZ_CP038022.1_610,PDLC00067,GajA_00007,GajA,3.699999999999999e-161,4.299999999999999e-161,0.981,0.707,681824,683095,-,# 681824 # 683095 # -1 # ;gc_cont=0.341,610,2765,"PDLC00074,GajA_00014, 1, 9.1e-12, 0.446, 0.429 | PDLC00097,GajA_00037, 1, 5.9e-10, 0.363, 0.247 | PDLC00076,GajA_00016, 1, 1.4e-10, 0.71, 0.431 | PDLC00077,GajA_00017, 1, 1.8e-27, 0.913, 0.625 | PDLC00083,GajA_00023, 1, 1.4e-19, 0.634, 0.457 | PDLC00083,GajA_00023, 2, 0.36, 0.278, 0.2 | PDLC00068,GajA_00008, 1, 4e-14, 0.455, 0.389 | PDLC00082,GajA_00022, 1, 1.2e-13, 0.448, 0.29 | PDLC00082,GajA_00022, 2, 69, 0.085, 0.052 | PDLC00090,GajA_00030, 1, 2.5e-16, 0.611, 0.423 | PDLC00078,GajA_00018, 1, 1.2e-16, 0.599, 0.421 | PDLC00091,GajA_00031, 1, 1.1e-23, 0.679, 0.522 | PDLC00075,GajA_00015, 1, 6.1, 0.13, 0.101 | PDLC00075,GajA_00015, 2, 3.2e-19, 0.606, 0.459 | PDLC00089,GajA_00029, 1, 4.2e-05, 0.264, 0.36 | PDLC00081,GajA_00021, 1, 8.5e-13, 0.389, 0.286 | PDLC00100,GajA_00040, 1, 0.096, 0.066, 0.071 | PDLC00100,GajA_00040, 2, 0.032, 0.481, 0.339 | PDLC00061,GajA_00001, 1, 1.7e-13, 0.653, 0.459 | PDLC04168,GajA_WP_183617960.1, 1, 6.5e-14, 0.568, 0.407 | PDLC00102,GajA_00042, 1, 8.9e-20, 0.535, 0.408 | PDLC00096,GajA_00036, 1, 1.3e-28, 0.682, 0.47 | PDLC00096,GajA_00036, 2, 0.057, 0.236, 0.154 | PDLC00092,GajA_00032, 1, 1e-23, 0.967, 0.69 | PDLC00072,GajA_00012, 1, 1.1e-35, 0.58, 0.346 | PDLC00088,GajA_00028, 1, 1.3e-21, 0.59, 0.731 | PDLC00067,GajA_00007, 1, 4.3e-161, 0.981, 0.707 | PDLC00062,GajA_00002, 1, 1.2e-33, 0.446, 0.297 | PDLC00062,GajA_00002, 2, 4.5e-13, 0.505, 0.3 | PDLC00095,GajA_00035, 1, 2.4e-17, 0.748, 0.4 | PDLC00079,GajA_00019, 1, 1.3e-12, 0.519, 0.353 | PDLC00099,GajA_00039, 1, 4.7e-26, 0.684, 0.43 | PDLC00084,GajA_00024, 1, 2.8e-09, 0.356, 0.353 | PDLC00064,GajA_00004, 1, 4.9e-28, 0.651, 0.616 | PDLC00064,GajA_00004, 2, 9, 0.17, 0.151 | PDLC00066,GajA_00006, 1, 1.2e-16, 0.384, 0.289 | PDLC00086,GajA_00026, 1, 1.4e-13, 0.66, 0.443 | PDLC00063,GajA_00003, 1, 9.5e-22, 0.627, 0.43 | PDLC00070,GajA_00010, 1, 1.1e-39, 0.922, 0.68 | PDLC00094,GajA_00034, 1, 1.7e-45, 0.972, 0.689 | PDLC00087,GajA_00027, 1, 990, 0.047, 0.095 | PDLC00087,GajA_00027, 2, 0.042, 0.175, 0.332 | PDLC00085,GajA_00025, 1, 6.7e-05, 0.092, 0.066 | PDLC00085,GajA_00025, 2, 2.7e-12, 0.592, 0.44 | PDLC00073,GajA_00013, 1, 6.9e-19, 0.861, 0.655 | PDLC00071,GajA_00011, 1, 1.3e-26, 0.953, 0.713 | PDLC00101,GajA_00041, 1, 4.8e-14, 0.427, 0.301 | PDLC00093,GajA_00033, 1, 3e-20, 0.67, 0.368 | PDLC00098,GajA_00038, 1, 3.9e-18, 0.406, 0.316 | PDLC00065,GajA_00005, 1, 5.2e-24, 0.675, 0.452 | PDLC00065,GajA_00005, 2, 48, 0.167, 0.101 | PDLC00069,GajA_00009, 1, 4e-25, 0.547, 0.36 | PDLC00069,GajA_00009, 2, 0.52, 0.288, 0.17 | PDLC00080,GajA_00020, 1, 8.3e-23, 0.698, 0.429 | PDLC04169,GajA_WP_153499988.1, 1, 6.8e-09, 0.436, 0.435","PDLC00067, GajA_00007, 4.3e-161, 0.981, 0.707 | PDLC00094, GajA_00034, 1.7e-45, 0.972, 0.689 | PDLC00070, GajA_00010, 1.1e-39, 0.922, 0.68 | PDLC00072, GajA_00012, 1.1e-35, 0.58, 0.346 | PDLC00062, GajA_00002, 1.2e-33, 0.446, 0.297"
10,NZ_CP038022.1,cbass_type_I,NZ_CP038022.1_640,PDLC00802,Cyclase_00042,Cyclase,1.8999999999999995e-108,2.1999999999999997e-108,0.994,0.997,709753,710760,+,# 709753 # 710760 # 1 # ;gc_cont=0.330,640,2765,"PDLC00792,Cyclase_00032, 1, 0.087, 0.125, 0.174 | PDLC00792,Cyclase_00032, 2, 5.2e-10, 0.363, 0.5 | PDLC00778,Cyclase_00018, 1, 0.0031, 0.435, 0.312 | PDLC00768,Cyclase_00008, 1, 3.7e-06, 0.446, 0.374 | PDLC00785,Cyclase_00025, 1, 8.1, 0.062, 0.047 | PDLC00785,Cyclase_00025, 2, 380, 0.125, 0.099 | PDLC00785,Cyclase_00025, 3, 0.015, 0.238, 0.19 | PDLC00808,Cyclase_00048, 1, 0.23, 0.211, 0.222 | PDLC00808,Cyclase_00048, 2, 1.3e-05, 0.384, 0.4 | PDLC00808,Cyclase_00048, 3, 0.2, 0.179, 0.178 | PDLC00802,Cyclase_00042, 1, 2.2e-108, 0.994, 0.997 | PDLC00804,Cyclase_00044, 1, 0.0016, 0.295, 0.395 | PDLC00822,Cyclase_00062, 1, 77, 0.042, 0.037 | PDLC00822,Cyclase_00062, 2, 3.6, 0.158, 0.128 | PDLC00822,Cyclase_00062, 3, 6.8e-12, 0.473, 0.427 | PDLC00795,Cyclase_00035, 1, 4.8, 0.185, 0.182 | PDLC00795,Cyclase_00035, 2, 0.011, 0.214, 0.241 | PDLC00774,Cyclase_00014, 1, 4.6e-08, 0.949, 0.87 | PDLC00786,Cyclase_00026, 1, 0.021, 0.089, 0.102 | PDLC00786,Cyclase_00026, 2, 1.2e-13, 0.577, 0.642 | PDLC00773,Cyclase_00013, 1, 640, 0.033, 0.033 | PDLC00773,Cyclase_00013, 2, 5.4e-18, 0.634, 0.626 | PDLC00787,Cyclase_00027, 1, 0.11, 0.265, 0.264 | PDLC00787,Cyclase_00027, 2, 2.5e-09, 0.625, 0.643 | PDLC00809,Cyclase_00049, 1, 0.00039, 0.095, 0.108 | PDLC00809,Cyclase_00049, 2, 1.8e-27, 0.634, 0.725 | PDLC00781,Cyclase_00021, 1, 1.7e-05, 0.449, 0.379 | PDLC00821,Cyclase_00061, 1, 0.0068, 0.211, 0.164 | PDLC00806,Cyclase_00046, 1, 500, 0.077, 0.066 | PDLC00806,Cyclase_00046, 2, 0.0055, 0.357, 0.298 | PDLC00791,Cyclase_00031, 1, 4.2e-06, 0.304, 0.304 | PDLC00803,Cyclase_00043, 1, 53, 0.065, 0.087 | PDLC00803,Cyclase_00043, 2, 4.2e-11, 0.557, 0.688 | PDLC00771,Cyclase_00011, 1, 150, 0.083, 0.1 | PDLC00771,Cyclase_00011, 2, 0.00043, 0.235, 0.31 | PDLC00775,Cyclase_00015, 1, 490, 0.068, 0.059 | PDLC00775,Cyclase_00015, 2, 0.00061, 0.443, 0.37 | PDLC00810,Cyclase_00050, 1, 28, 0.06, 0.06 | PDLC00810,Cyclase_00050, 2, 5.3e-12, 0.557, 0.576 | PDLC00793,Cyclase_00033, 1, 0.3, 0.19, 0.128 | PDLC00793,Cyclase_00033, 2, 1.5e-07, 0.643, 0.472 | PDLC00805,Cyclase_00045, 1, 2, 0.071, 0.086 | PDLC00805,Cyclase_00045, 2, 1.3e-17, 0.619, 0.646 | PDLC00798,Cyclase_00038, 1, 54, 0.104, 0.096 | PDLC00798,Cyclase_00038, 2, 8.4e-13, 0.655, 0.642 | PDLC00777,Cyclase_00017, 1, 89, 0.089, 0.088 | PDLC00777,Cyclase_00017, 2, 3.7e-07, 0.435, 0.422 | PDLC00814,Cyclase_00054, 1, 0.14, 0.077, 0.088 | PDLC00814,Cyclase_00054, 2, 6.6e-11, 0.58, 0.631 | PDLC00796,Cyclase_00036, 1, 0.42, 0.125, 0.095 | PDLC00796,Cyclase_00036, 2, 2.3e-14, 0.649, 0.475 | PDLC00823,Cyclase_00063, 1, 3.5e-42, 0.994, 0.996 | PDLC00820,Cyclase_00060, 1, 0.018, 0.176, 0.176 | PDLC00820,Cyclase_00060, 2, 1.7e-16, 0.363, 0.361 | PDLC00818,Cyclase_00058, 1, 0.24, 0.202, 0.183 | PDLC00818,Cyclase_00058, 2, 1.9e-12, 0.524, 0.509 | PDLC00769,Cyclase_00009, 1, 5.1e-16, 0.5, 0.506 | PDLC00790,Cyclase_00030, 1, 0.93, 0.14, 0.148 | PDLC00790,Cyclase_00030, 2, 1.7e-11, 0.446, 0.474 | PDLC00776,Cyclase_00016, 1, 2.7, 0.241, 0.247 | PDLC00776,Cyclase_00016, 2, 3.4e-22, 0.696, 0.794 | PDLC00779,Cyclase_00019, 1, 0.0019, 0.161, 0.148","PDLC00802, Cyclase_00042, 2.2e-108, 0.994, 0.997 | PDLC00823, Cyclase_00063, 3.5e-42, 0.994, 0.996 | PDLC00809, Cyclase_00049, 1.8e-27, 0.634, 0.725 | PDLC00776, Cyclase_00016, 3.4e-22, 0.696, 0.794 | PDLC00773, Cyclase_00013, 5.4e-18, 0.634, 0.626"
10,NZ_CP038022.1,cbass_type_I,NZ_CP038022.1_641,PDLC00715,Effector_00053,Effector,5.5e-38,6e-38,0.983,0.962,710766,711659,+,# 710766 # 711659 # 1 # ;gc_cont=0.276,641,2765,"PDLC00716,Effector_00054, 1, 8.7e-36, 0.98, 0.957 | PDLC00725,Effector_00063, 1, 4.9e-28, 0.953, 0.939 | PDLC00723,Effector_00061, 1, 2.9e-24, 0.95, 0.93 | PDLC00721,Effector_00059, 1, 5.9e-34, 0.966, 0.931 | PDLC00720,Effector_00058, 1, 2.2e-20, 0.718, 0.686 | PDLC00715,Effector_00053, 1, 6e-38, 0.983, 0.962 | PDLC00722,Effector_00060, 1, 1.7e-17, 0.953, 0.894 | PDLC00717,Effector_00055, 1, 1.7e-17, 0.953, 0.944 | PDLC00718,Effector_00056, 1, 8.8e-26, 0.97, 0.976","PDLC00715, Effector_00053, 6e-38, 0.983, 0.962 | PDLC00716, Effector_00054, 8.7e-36, 0.98, 0.957 | PDLC00721, Effector_00059, 5.9e-34, 0.966, 0.931 | PDLC00725, Effector_00063, 4.9e-28, 0.953, 0.939 | PDLC00718, Effector_00056, 8.8e-26, 0.97, 0.976"
8,NZ_CP038022.1,Paris,NZ_CP038022.1_1092,PDLC04164,AriA_WP_163211684.1,AriA,1.3e-17,5.2e-17,0.523,0.605,1188419,1189399,+,# 1188419 # 1189399 # 1 # ;gc_cont=0.238,1092,2765,"PDLC04164,AriA_WP_163211684.1, 1, 5.2e-17, 0.523, 0.605 | PDLC02980,AAA_21, 1, 6.2e-11, 0.865, 0.911","PDLC04164, AriA_WP_163211684.1, 5.2e-17, 0.523, 0.605 | PDLC02980, AAA_21, 6.2e-11, 0.865, 0.911"
8,NZ_CP038022.1,Paris,NZ_CP038022.1_1093,PDLC02983,DUF4435,AriB,3.9e-19,6e-19,0.694,0.966,1189392,1190420,+,# 1189392 # 1190420 # 1 # ;gc_cont=0.238,1093,2765,"PDLC02983,DUF4435, 1, 6e-19, 0.694, 0.966","PDLC02983, DUF4435, 6e-19, 0.694, 0.966"
2,NZ_CP038022.1,Dynamins,NZ_CP038022.1_1353,PDLC03841,Dynamins__LeoBC,LeoBC,1.1999999999999996e-112,1.5999999999999995e-112,0.877,0.922,1455897,1457993,+,# 1455897 # 1457993 # 1 # ;gc_cont=0.431,1353,2765,"PDLC03841,Dynamins__LeoBC, 1, 1.6e-112, 0.877, 0.922 | PDLC03843,Dynamins__LeoC, 1, 0.00053, 0.11, 0.362 | PDLC03843,Dynamins__LeoC, 2, 16, 0.044, 0.15 | PDLC03843,Dynamins__LeoC, 3, 120, 0.031, 0.106 | PDLC03843,Dynamins__LeoC, 4, 47, 0.106, 0.386 | PDLC03839,Dynamins__LeoA, 1, 3.4e-39, 0.654, 0.828 | PDLC03842,Dynamins__LeoB, 1, 6.2, 0.093, 0.118 | PDLC03842,Dynamins__LeoB, 2, 0.047, 0.057, 0.077 | PDLC03842,Dynamins__LeoB, 3, 7.4e-11, 0.365, 0.488","PDLC03841, Dynamins__LeoBC, 1.6e-112, 0.877, 0.922 | PDLC03839, Dynamins__LeoA, 3.4e-39, 0.654, 0.828 | PDLC03842, Dynamins__LeoB, 7.4e-11, 0.365, 0.488 | PDLC03843, Dynamins__LeoC, 0.00053, 0.11, 0.362"
2,NZ_CP038022.1,Dynamins,NZ_CP038022.1_1354,PDLC03839,Dynamins__LeoA,LeoA,6.799999999999997e-128,7.899999999999997e-128,0.926,0.898,1458003,1459712,+,# 1458003 # 1459712 # 1 # ;gc_cont=0.451,1354,2765,"PDLC03841,Dynamins__LeoBC, 1, 8.8e-28, 0.907, 0.855 | PDLC03839,Dynamins__LeoA, 1, 7.9e-128, 0.926, 0.898 | PDLC03842,Dynamins__LeoB, 1, 0.13, 0.068, 0.067 | PDLC03842,Dynamins__LeoB, 2, 0.16, 0.53, 0.482 | PDLC03840,Dynamins__LeoA2, 1, 0.001, 0.147, 0.168 | PDLC03840,Dynamins__LeoA2, 2, 2e-14, 0.482, 0.466","PDLC03839, Dynamins__LeoA, 7.9e-128, 0.926, 0.898 | PDLC03841, Dynamins__LeoBC, 8.8e-28, 0.907, 0.855 | PDLC03840, Dynamins__LeoA2, 2e-14, 0.482, 0.466 | PDLC03842, Dynamins__LeoB, 0.13, 0.068, 0.067"
3,NZ_CP038022.1,Mokosh_TypeI,NZ_CP038022.1_1355,PDLC03921,Mokosh_TypeI__MkoA2,MkoA,0,0,0.997,0.998,1460173,1465314,+,# 1460173 # 1465314 # 1 # ;gc_cont=0.357,1355,2765,"PDLC03921,Mokosh_TypeI__MkoA2, 1, 0, 0.997, 0.998 | PDLC03920,Mokosh_TypeI__MkoA, 1, 3.7e-05, 0.075, 0.117 | PDLC03920,Mokosh_TypeI__MkoA, 2, 6.3e-122, 0.684, 0.956","PDLC03921, Mokosh_TypeI__MkoA2, 0, 0.997, 0.998 | PDLC03920, Mokosh_TypeI__MkoA, 6.3e-122, 0.684, 0.956"
3,NZ_CP038022.1,Mokosh_TypeI,NZ_CP038022.1_1356,PDLC03923,Mokosh_TypeI__MkoB2,MkoB,1.2999999999999997e-114,1.5999999999999997e-114,0.985,0.987,1465311,1466735,+,# 1465311 # 1466735 # 1 # ;gc_cont=0.328,1356,2765,"PDLC03923,Mokosh_TypeI__MkoB2, 1, 1.6e-114, 0.985, 0.987 | PDLC03922,Mokosh_TypeI__MkoB, 1, 2.8e-09, 0.491, 0.382","PDLC03923, Mokosh_TypeI__MkoB2, 1.6e-114, 0.985, 0.987 | PDLC03922, Mokosh_TypeI__MkoB, 2.8e-09, 0.491, 0.382"
