system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
7,NZ_CP098732.1,RM_type_II,NZ_CP098732.1_101,PDLC03536,REase_II_00138,REase_II,7.299999999999998e-80,8.399999999999999e-80,0.854,0.954,107459,108241,-,# 107459 # 108241 # -1 # ;gc_cont=0.337,101,3153,"PDLC03664,Control_protein_00001, 1, 2.3e-08, 0.215, 0.757 | PDLC03536,REase_II_00138, 1, 8.4e-80, 0.854, 0.954 | PDLC03668,Control_protein_00005, 1, 4.2e-08, 0.192, 0.633 | PDLC03671,Control_protein_00008, 1, 2.2e-15, 0.249, 0.774 | PDLC03666,Control_protein_00003, 1, 1.3e-12, 0.234, 0.792 | PDLC03666,Control_protein_00003, 2, 870, 0.054, 0.182 | PDLC03665,Control_protein_00002, 1, 4.1e-18, 0.234, 0.805 | PDLC03554,REase_II_00156, 1, 3.8e-73, 0.686, 0.941","PDLC03536, REase_II_00138, 8.4e-80, 0.854, 0.954 | PDLC03554, REase_II_00156, 3.8e-73, 0.686, 0.941 | PDLC03665, Control_protein_00002, 4.1e-18, 0.234, 0.805 | PDLC03671, Control_protein_00008, 2.2e-15, 0.249, 0.774 | PDLC03666, Control_protein_00003, 1.3e-12, 0.234, 0.792"
7,NZ_CP098732.1,RM_type_II,NZ_CP098732.1_102,PDLC03323,MTase_II_00109,MTase_II,3.399999999999999e-180,3.999999999999998e-180,0.966,0.961,108459,109442,+,# 108459 # 109442 # 1 # ;gc_cont=0.352,102,3153,"PDLC03239,MTase_II_00025, 1, 2.1, 0.082, 0.066 | PDLC03239,MTase_II_00025, 2, 0.11, 0.122, 0.095 | PDLC03308,MTase_II_00094, 1, 12, 0.058, 0.045 | PDLC03308,MTase_II_00094, 2, 0.00066, 0.165, 0.129 | PDLC03303,MTase_II_00089, 1, 5e-08, 0.341, 0.177 | PDLC03303,MTase_II_00089, 2, 20, 0.058, 0.028 | PDLC03303,MTase_II_00089, 3, 0.46, 0.134, 0.067 | PDLC03337,MTase_II_00123, 1, 0.0013, 0.302, 0.345 | PDLC03337,MTase_II_00123, 2, 7.3e-07, 0.216, 0.265 | PDLC03339,MTase_II_00125, 1, 0.00045, 0.125, 0.103 | PDLC03339,MTase_II_00125, 2, 7.6e-08, 0.186, 0.153 | PDLC03363,MTase_II_00149, 1, 6.1, 0.064, 0.078 | PDLC03363,MTase_II_00149, 2, 1.6e-08, 0.198, 0.221 | PDLC03241,MTase_II_00027, 1, 1.7e-07, 0.183, 0.134 | PDLC03279,MTase_II_00065, 1, 0.00075, 0.18, 0.101 | PDLC03327,MTase_II_00113, 1, 2.7e-07, 0.777, 0.69 | PDLC03229,MTase_II_00015, 1, 44, 0.052, 0.039 | PDLC03229,MTase_II_00015, 2, 0.00021, 0.189, 0.142 | PDLC03296,MTase_II_00082, 1, 2.4, 0.073, 0.071 | PDLC03296,MTase_II_00082, 2, 1.3e-06, 0.174, 0.17 | PDLC03386,MTase_II_00172, 1, 180, 0.067, 0.129 | PDLC03386,MTase_II_00172, 2, 0.024, 0.116, 0.222 | PDLC03283,MTase_II_00069, 1, 0.015, 0.076, 0.068 | PDLC03283,MTase_II_00069, 2, 440, 0.155, 0.148 | PDLC03283,MTase_II_00069, 3, 0.0064, 0.186, 0.173 | PDLC03265,MTase_II_00051, 1, 1.1e-07, 0.186, 0.195 | PDLC03265,MTase_II_00051, 2, 7.2e-06, 0.171, 0.168 | PDLC03351,MTase_II_00137, 1, 97, 0.18, 0.161 | PDLC03351,MTase_II_00137, 2, 0.0054, 0.162, 0.152 | PDLC03323,MTase_II_00109, 1, 4e-180, 0.966, 0.961 | PDLC03387,MTase_II_00173, 1, 2e-11, 0.216, 0.263 | PDLC03387,MTase_II_00173, 2, 7.1e-21, 0.595, 0.509 | PDLC03295,MTase_II_00081, 1, 1.3e-07, 0.22, 0.253 | PDLC03295,MTase_II_00081, 2, 0.00035, 0.177, 0.202 | PDLC03354,MTase_II_00140, 1, 380, 0.049, 0.038 | PDLC03354,MTase_II_00140, 2, 120, 0.091, 0.071 | PDLC03354,MTase_II_00140, 3, 7.9e-06, 0.186, 0.144 | PDLC03371,MTase_II_00157, 1, 2.1e-27, 0.86, 0.938 | PDLC03325,MTase_II_00111, 1, 4.3, 0.049, 0.038 | PDLC03325,MTase_II_00111, 2, 9.9e-05, 0.128, 0.099 | PDLC03376,MTase_II_00162, 1, 1.1, 0.271, 0.369 | PDLC03376,MTase_II_00162, 2, 1.3, 0.11, 0.145 | PDLC03246,MTase_II_00032, 1, 1.8e-12, 0.814, 0.641 | PDLC03276,MTase_II_00062, 1, 0.41, 0.192, 0.151 | PDLC03276,MTase_II_00062, 2, 0.00074, 0.14, 0.114 | PDLC03322,MTase_II_00108, 1, 0.12, 0.098, 0.074 | PDLC03322,MTase_II_00108, 2, 9.1, 0.11, 0.332 | PDLC03252,MTase_II_00038, 1, 0.0061, 0.216, 0.208 | PDLC03252,MTase_II_00038, 2, 600, 0.064, 0.058 | PDLC03252,MTase_II_00038, 3, 5.6e-06, 0.18, 0.162 | PDLC03259,MTase_II_00045, 1, 0.17, 0.119, 0.087 | PDLC03259,MTase_II_00045, 2, 1.5e-06, 0.171, 0.132 | PDLC03251,MTase_II_00037, 1, 55, 0.088, 0.103 | PDLC03251,MTase_II_00037, 2, 7.3e-10, 0.204, 0.234 | PDLC03278,MTase_II_00064, 1, 4.8e-06, 0.226, 0.19 | PDLC03278,MTase_II_00064, 2, 27, 0.119, 0.1 | PDLC03391,MTase_II_00177, 1, 200, 0.055, 0.052 | PDLC03391,MTase_II_00177, 2, 0.029, 0.171, 0.147 | PDLC03350,MTase_II_00136, 1, 3e-06, 0.421, 0.436 | PDLC03350,MTase_II_00136, 2, 1.4e-09, 0.174, 0.183 | PDLC03300,MTase_II_00086, 1, 0.58, 0.085, 0.093 | PDLC03300,MTase_II_00086, 2, 180, 0.104, 0.113 | PDLC03300,MTase_II_00086, 3, 2.4e-06, 0.192, 0.209 | PDLC03312,MTase_II_00098, 1, 130, 0.055, 0.013 | PDLC03312,MTase_II_00098, 2, 0.059, 0.116, 0.028 | PDLC03305,MTase_II_00091, 1, 0.043, 0.113, 0.072 | PDLC03305,MTase_II_00091, 2, 4e-05, 0.192, 0.119 | PDLC03216,MTase_II_00002, 1, 8e-04, 0.314, 0.297 | PDLC03216,MTase_II_00002, 2, 3.3e-09, 0.21, 0.192 | PDLC03389,MTase_II_00175, 1, 0.027, 0.177, 0.124 | PDLC03302,MTase_II_00088, 1, 8.8, 0.116, 0.064 | PDLC03302,MTase_II_00088, 2, 8.8e-06, 0.204, 0.107 | PDLC03320,MTase_II_00106, 1, 3.7e-05, 0.186, 0.218 | PDLC03320,MTase_II_00106, 2, 220, 0.134, 0.149 | PDLC03320,MTase_II_00106, 3, 0.00042, 0.186, 0.211 | PDLC03309,MTase_II_00095, 1, 0.099, 0.128, 0.113 | PDLC03309,MTase_II_00095, 2, 0.00033, 0.189, 0.176 | PDLC03336,MTase_II_00122, 1, 1.7e-06, 0.22, 0.183 | PDLC03336,MTase_II_00122, 2, 0.015, 0.36, 0.245 | PDLC03299,MTase_II_00085, 1, 3.9e-10, 0.25, 0.287 | PDLC03299,MTase_II_00085, 2, 1e-12, 0.195, 0.216 | PDLC03353,MTase_II_00139, 1, 8.8e-10, 0.433, 0.554 | PDLC03353,MTase_II_00139, 2, 3.6e-11, 0.189, 0.238 | PDLC03316,MTase_II_00102, 1, 0.0033, 0.183, 0.167 | PDLC03230,MTase_II_00016, 1, 9.4e-15, 0.838, 0.672 | PDLC03260,MTase_II_00046, 1, 6e-04, 0.195, 0.183 | PDLC03260,MTase_II_00046, 2, 3.8e-11, 0.18, 0.169 | PDLC03236,MTase_II_00022, 1, 6, 0.088, 0.032 | PDLC03236,MTase_II_00022, 2, 4.3e-05, 0.232, 0.084 | PDLC03228,MTase_II_00014, 1, 0.032, 0.192, 0.282 | PDLC03228,MTase_II_00014, 2, 1.1e-06, 0.201, 0.291 | PDLC03379,MTase_II_00165, 1, 2.2, 0.073, 0.09 | PDLC03379,MTase_II_00165, 2, 550, 0.076, 0.09 | PDLC03379,MTase_II_00165, 3, 1.5, 0.213, 0.262 | PDLC03238,MTase_II_00024, 1, 1.7e-09, 0.229, 0.182 | PDLC03238,MTase_II_00024, 2, 1.5e-09, 0.146, 0.112","PDLC03323, MTase_II_00109, 4e-180, 0.966, 0.961 | PDLC03371, MTase_II_00157, 2.1e-27, 0.86, 0.938 | PDLC03387, MTase_II_00173, 7.1e-21, 0.595, 0.509 | PDLC03230, MTase_II_00016, 9.4e-15, 0.838, 0.672 | PDLC03299, MTase_II_00085, 1e-12, 0.195, 0.216"
6,NZ_CP098732.1,PDC-S55,NZ_CP098732.1_478,PDLC05037,PDC-S55_WP_162277864.1,PDC-S55,6.999999999999999e-68,7.799999999999999e-68,0.983,0.984,500430,500957,+,# 500430 # 500957 # 1 # ;gc_cont=0.394,478,3153,"PDLC05037,PDC-S55_WP_162277864.1, 1, 7.8e-68, 0.983, 0.984","PDLC05037, PDC-S55_WP_162277864.1, 7.8e-68, 0.983, 0.984"
2,NZ_CP098732.1,DRT_type_III,NZ_CP098732.1_607,PDLC02176,Drt3b_00001,Drt3b,1.1999999999999993e-218,1.2999999999999994e-218,0.994,0.995,654199,656163,-,# 654199 # 656163 # -1 # ;gc_cont=0.284,607,3153,"PDLC02175,Drt3a_00002, 1, 8.7e-09, 0.211, 0.297 | PDLC03768,drt-UG3, 1, 3.9e-10, 0.217, 0.285 | PDLC03784,drt-UG8, 1, 4.4e-190, 0.997, 0.983 | PDLC02176,Drt3b_00001, 1, 1.3e-218, 0.994, 0.995","PDLC02176, Drt3b_00001, 1.3e-218, 0.994, 0.995 | PDLC03784, drt-UG8, 4.4e-190, 0.997, 0.983 | PDLC03768, drt-UG3, 3.9e-10, 0.217, 0.285 | PDLC02175, Drt3a_00002, 8.7e-09, 0.211, 0.297"
2,NZ_CP098732.1,DRT_type_III,NZ_CP098732.1_608,PDLC02175,Drt3a_00002,Drt3a,2.8999999999999996e-135,3.2999999999999993e-135,0.927,0.995,656173,657519,-,# 656173 # 657519 # -1 # ;gc_cont=0.264,608,3153,"PDLC02175,Drt3a_00002, 1, 3.3e-135, 0.927, 0.995 | PDLC02174,Drt3a_00001, 1, 1.3e-92, 0.924, 0.993 | PDLC03768,drt-UG3, 1, 8e-111, 0.935, 0.886","PDLC02175, Drt3a_00002, 3.3e-135, 0.927, 0.995 | PDLC03768, drt-UG3, 8e-111, 0.935, 0.886 | PDLC02174, Drt3a_00001, 1.3e-92, 0.924, 0.993"
1,NZ_CP098732.1,DRT_other,NZ_CP098732.1_610,PDLC02926,retron_type_VI_hth_cluster2_1,HTH_VI,2.7e-13,3e-13,0.843,0.641,658215,658424,+,# 658215 # 658424 # 1 # ;gc_cont=0.400,610,3153,"PDLC02926,retron_type_VI_hth_cluster2_1, 1, 3e-13, 0.843, 0.641","PDLC02926, retron_type_VI_hth_cluster2_1, 3e-13, 0.843, 0.641"
4,NZ_CP098732.1,PDC-S11,NZ_CP098732.1_743,PDLC04909,PDC-S11_WP_104289981.1,PDC-S11,1.9999999999999995e-118,2.499999999999999e-118,0.799,0.986,806450,807703,+,# 806450 # 807703 # 1 # ;gc_cont=0.313,743,3153,"PDLC04910,PDC-S11_WP_052717175.1, 1, 2.8e-49, 0.531, 0.607 | PDLC04910,PDC-S11_WP_052717175.1, 2, 300, 0.079, 0.092 | PDLC04909,PDC-S11_WP_104289981.1, 1, 2.5e-118, 0.799, 0.986 | PDLC04916,PDC-S11_WP_098770551.1, 1, 1.2e-33, 0.469, 0.514 | PDLC04913,PDC-S11_WP_158522352.1, 1, 2.7e-63, 0.553, 0.611 | PDLC04915,PDC-S11_WP_099259587.1, 1, 1.7e-86, 0.567, 0.612","PDLC04909, PDC-S11_WP_104289981.1, 2.5e-118, 0.799, 0.986 | PDLC04915, PDC-S11_WP_099259587.1, 1.7e-86, 0.567, 0.612 | PDLC04913, PDC-S11_WP_158522352.1, 2.7e-63, 0.553, 0.611 | PDLC04910, PDC-S11_WP_052717175.1, 2.8e-49, 0.531, 0.607 | PDLC04916, PDC-S11_WP_098770551.1, 1.2e-33, 0.469, 0.514"
5,NZ_CP098732.1,PDC-S20,NZ_CP098732.1_780,PDLC04959,PDC-S20_WP_191968580.1,PDC-S20,2.8999999999999995e-72,4.699999999999999e-72,0.789,0.791,851676,853124,+,# 851676 # 853124 # 1 # ;gc_cont=0.313,780,3153,"PDLC04956,PDC-S20_WP_004742720.1, 1, 2e-52, 0.598, 0.616 | PDLC04959,PDC-S20_WP_191968580.1, 1, 4.7e-72, 0.789, 0.791 | PDLC04957,PDC-S20_WP_195615638.1, 1, 1.3e-27, 0.518, 0.536 | PDLC04958,PDC-S20_WP_074645066.1, 1, 5.2e-33, 0.534, 0.544","PDLC04959, PDC-S20_WP_191968580.1, 4.7e-72, 0.789, 0.791 | PDLC04956, PDC-S20_WP_004742720.1, 2e-52, 0.598, 0.616 | PDLC04958, PDC-S20_WP_074645066.1, 5.2e-33, 0.534, 0.544 | PDLC04957, PDC-S20_WP_195615638.1, 1.3e-27, 0.518, 0.536"
9,NZ_CP098732.1,cas_type_I-F2,NZ_CP098732.1_1998,PDLC01631,pfam09618,Cas6f,2.1999999999999997e-62,2.4999999999999997e-62,0.974,0.994,2098463,2099050,-,# 2098463 # 2099050 # -1 # ;gc_cont=0.340,1998,3153,"PDLC01352,cd09739, 1, 1.5e-54, 0.99, 0.995 | PDLC01631,pfam09618, 1, 2.5e-62, 0.974, 0.994 | PDLC01287,cd09674, 1, 3.6e-47, 0.99, 0.995 | PDLC00955,cas_Csy4, 1, 8.5e-43, 0.98, 0.995","PDLC01631, pfam09618, 2.5e-62, 0.974, 0.994 | PDLC01352, cd09739, 1.5e-54, 0.99, 0.995 | PDLC01287, cd09674, 3.6e-47, 0.99, 0.995 | PDLC00955, cas_Csy4, 8.5e-43, 0.98, 0.995"
9,NZ_CP098732.1,cas_type_I-F2,NZ_CP098732.1_1999,PDLC02041,Cas5fv_WP_067337221.1,Cas5fv,1.8999999999999993e-140,2.1999999999999995e-140,0.994,0.994,2099059,2100069,-,# 2099059 # 2100069 # -1 # ;gc_cont=0.316,1999,3153,"PDLC02041,Cas5fv_WP_067337221.1, 1, 2.2e-140, 0.994, 0.994","PDLC02041, Cas5fv_WP_067337221.1, 2.2e-140, 0.994, 0.994"
