hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP019143.2_3	NZ_CP019143.2	3	360	Paris_II__AAA_21	1.5e-12	45.5	0.977	0.844	25	328
NZ_CP019143.2_42	NZ_CP019143.2	42	380	cas12f2_V-F_1	3.6e-48	161.9	0.76	0.947	8	367
NZ_CP019143.2_43	NZ_CP019143.2	43	292	cas12f2_V-F_1	6.1e-41	138.0	0.501	0.88	7	263
NZ_CP019143.2_45	NZ_CP019143.2	45	432	cas12f2_V-F_1	5.3e-38	128.3	0.48	0.565	160	403
NZ_CP019143.2_110	NZ_CP019143.2	110	512	TniQ_I-F_1	1.5e-23	81.8	0.986	0.301	5	158
NZ_CP019143.2_201	NZ_CP019143.2	201	380	PsyrTA__PsyrA	2e-32	110.1	0.621	0.642	70	313
NZ_CP019143.2_201	NZ_CP019143.2	201	380	ShosTA__ShosA	2.6e-66	221.3	0.904	0.753	11	296
NZ_CP019143.2_235	NZ_CP019143.2	235	431	RM_Type_II__Type_II_MTases	2.8000000000000003e-84	280.8	0.989	0.875	17	393
NZ_CP019143.2_292	NZ_CP019143.2	292	461	Septu__PtuA	4.2e-44	149.5	0.759	0.824	1	380
NZ_CP019143.2_292	NZ_CP019143.2	292	461	Retron_I_A__ATPase_TypeIA	9.9e-75	250.1	0.74	0.855	1	394
NZ_CP019143.2_368	NZ_CP019143.2	368	435	cas12f2_V-F_1	2.2999999999999996e-41	139.4	0.493	0.579	156	407
NZ_CP019143.2_397	NZ_CP019143.2	397	315	RM_Type_II__Type_II_REases	2e-23	80.8	0.515	0.41	182	310
NZ_CP019143.2_409	NZ_CP019143.2	409	625	PsyrTA__PsyrT	4.2e-17	59.0	0.473	0.538	27	362
NZ_CP019143.2_409	NZ_CP019143.2	409	625	Shango__SngC	9.999999999999999e-23	78.0	0.494	0.55	20	363
NZ_CP019143.2_418	NZ_CP019143.2	418	212	ShosTA__ShosT	1.3e-11	42.1	0.57	0.66	67	206
NZ_CP019143.2_637	NZ_CP019143.2	637	545	DISARM__drmC	1.8e-15	54.7	0.502	0.286	336	491
NZ_CP019143.2_654	NZ_CP019143.2	654	353	Zorya__ZorB	1.2e-08	32.1	0.438	0.283	236	335
NZ_CP019143.2_693	NZ_CP019143.2	693	670	TniQ_I-F_1	1.3e-12	46.3	0.978	0.193	10	138
NZ_CP019143.2_719	NZ_CP019143.2	719	213	CBASS__2TM_Gros	4.4e-29	99.7	0.68	0.981	4	212
NZ_CP019143.2_719	NZ_CP019143.2	719	213	CBASS__Effector_2TM_S_2TMBeta	1.1e-56	188.8	1.0	0.883	23	210
NZ_CP019143.2_720	NZ_CP019143.2	720	367	CBASS__Cyclase_new	2.2999999999999999e-110	366.4	0.946	0.946	4	350
NZ_CP019143.2_887	NZ_CP019143.2	887	641	Gao_Iet__IetA	4.1e-30	102.5	0.558	0.349	176	399
NZ_CP019143.2_985	NZ_CP019143.2	985	248	AbiJ__AbiJ	6e-14	49.6	0.45	0.548	102	237
NZ_CP019143.2_1002	NZ_CP019143.2	1002	223	CBASS__QueC	3.5e-20	70.4	0.936	0.91	4	206
NZ_CP019143.2_1002	NZ_CP019143.2	1002	223	Dpd__QueC	1.9e-48	162.2	0.986	0.982	2	220
NZ_CP019143.2_1062	NZ_CP019143.2	1062	421	RM_Type_II__Type_II_MTases	3.6e-13	46.4	0.533	0.508	21	234
NZ_CP019143.2_1064	NZ_CP019143.2	1064	420	RM_Type_II__Type_II_REases	3.1e-07	28.5	0.893	0.793	44	376
NZ_CP019143.2_1064	NZ_CP019143.2	1064	420	Menshen__NsnA	3.4000000000000003e-56	188.5	0.875	0.924	25	412
NZ_CP019143.2_1117	NZ_CP019143.2	1117	233	DEDDh_I_II_III_IV_V_VI_1	9.6e-18	62.3	1.0	0.682	4	162
NZ_CP019143.2_1215	NZ_CP019143.2	1215	778	RM_Type_II__Type_II_MTases	3.2000000000000003e-28	96.3	0.844	0.416	97	420
NZ_CP019143.2_1215	NZ_CP019143.2	1215	778	PrrC__EcoprrI	5e-49	165.6	0.792	0.582	6	458
NZ_CP019143.2_1215	NZ_CP019143.2	1215	778	RM__Type_I_MTases	2.9e-286	948.5	1.289	0.996	2	776
NZ_CP019143.2_1216	NZ_CP019143.2	1216	446	RM__Type_I_S	8e-62	207.3	0.591	0.969	3	434
NZ_CP019143.2_1217	NZ_CP019143.2	1217	306	Abi2__Abi_2	1.1e-54	182.9	0.994	0.601	34	217
NZ_CP019143.2_1217	NZ_CP019143.2	1217	306	AbiD__AbiD	4.499999999999999e-93	309.6	0.929	0.977	1	299
