replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP019143.2	NZ_CP019143.2_719	CBASS__Effector_2TM_S_2TMBeta	719	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	NZ_CP019143.2_CBASS_I_5	1	1	1.0	2.0	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	213	1.1e-56	188.8	1.0	0.883	23	210		NZ_CP019143.2_CBASS_4	CBASS	CBASS_I	Defense
NZ_CP019143.2	NZ_CP019143.2_720	CBASS__Cyclase_new	720	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	NZ_CP019143.2_CBASS_I_5	1	1	1.0	2.0	1	CBASS__Cyclase_SMODS	mandatory	367	2.3e-110	366.4	0.946	0.946	4	350		NZ_CP019143.2_CBASS_4	CBASS	CBASS_I	Defense
NZ_CP019143.2	NZ_CP019143.2_985	AbiJ__AbiJ	985	defense-finder-models/DefenseFinder_1/AbiJ/AbiJ	NZ_CP019143.2_AbiJ_2	1	1	1.0	1.0	1	AbiJ__AbiJ	mandatory	248	6e-14	49.6	0.45	0.548	102	237			AbiJ	AbiJ	Defense
NZ_CP019143.2	NZ_CP019143.2_1062	RM_Type_II__Type_II_MTases	1062	defense-finder-models/RM/RM/RM_Type_II	NZ_CP019143.2_RM_Type_II_9	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases	mandatory	421	3.6e-13	46.4	0.533	0.508	21	234			RM	RM_Type_II	Defense
NZ_CP019143.2	NZ_CP019143.2_1064	RM_Type_II__Type_II_REases	1064	defense-finder-models/RM/RM/RM_Type_II	NZ_CP019143.2_RM_Type_II_9	1	1	1.0	2.0	1	RM_Type_II__Type_II_REases	mandatory	420	3.1e-07	28.5	0.893	0.793	44	376			RM	RM_Type_II	Defense
NZ_CP019143.2	NZ_CP019143.2_1215	RM__Type_I_MTases	1215	defense-finder-models/RM/RM/RM_Type_I	NZ_CP019143.2_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_MTases	mandatory	778	2.9e-286	948.5	1.289	0.996	2	776			RM	RM_Type_I	Defense
NZ_CP019143.2	NZ_CP019143.2_1216	RM__Type_I_S	1216	defense-finder-models/RM/RM/RM_Type_I	NZ_CP019143.2_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_S	accessory	446	8e-62	207.3	0.591	0.969	3	434			RM	RM_Type_I	Defense
NZ_CP019143.2	NZ_CP019143.2_1217	AbiD__AbiD	1217	defense-finder-models/DefenseFinder_1/AbiD/AbiD	NZ_CP019143.2_AbiD_1	1	1	1.0	1.0	1	AbiD__AbiD	mandatory	306	4.5e-93	309.6	0.929	0.977	1	299			AbiD	AbiD	Defense
NZ_CP019143.2	NZ_CP019143.2_1218	RM__Type_I_REases	1218	defense-finder-models/RM/RM/RM_Type_I	NZ_CP019143.2_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_REases	mandatory	1088	0.0	1406.0	0.988	0.994	1	1082			RM	RM_Type_I	Defense
NZ_CP019143.2	NZ_CP019143.2_1219	RM_Type_IV__Type_IV_REases	1219	defense-finder-models/RM/RM/RM_Type_IV	NZ_CP019143.2_RM_Type_IV_10	1	1	1.0	1.0	1	RM_Type_IV__Type_IV_REases	mandatory	624	2.7e-54	182.7	0.663	0.777	123	607			RM	RM_Type_IV	Defense
NZ_CP019143.2	NZ_CP019143.2_1240	RM_Type_IV__Type_IV_REases	1240	defense-finder-models/RM/RM/RM_Type_IV	NZ_CP019143.2_RM_Type_IV_11	1	1	1.0	1.0	2	RM_Type_IV__Type_IV_REases	mandatory	628	1.2e-93	312.7	0.66	0.47	279	573			RM	RM_Type_IV	Defense
