replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP022283.1	NZ_CP022283.1_1268	cas1_I-F_1	1268	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP022283.1_CAS_Class1-Subtype-I-F_6	1	1	1.167	7.0	1	cas1_I-F_1	mandatory	316	6.3e-140	463.6	0.99	0.94	12	308		NZ_CP022283.1_CAS_Class1-Type-I_7	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP022283.1	NZ_CP022283.1_1270	cas3HD_I_1	1270	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP022283.1_CAS_Class1-Subtype-I-F_6	1	1	1.167	7.0	1	cas3_I_5	accessory	374	9.6e-13	46.2	0.675	0.484	15	195		NZ_CP022283.1_CAS_Class1-Type-I_7	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP022283.1	NZ_CP022283.1_1272	cas3f_I-F_1	1272	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP022283.1_CAS_Class1-Subtype-I-F_6	1	1	1.167	7.0	1	cas3f_I-F_1	mandatory	585	3.3e-135	450.1	0.505	0.979	7	579		NZ_CP022283.1_CAS_Class1-Type-I_7,NZ_CP022283.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP022283.1	NZ_CP022283.1_1273	cas8f_I-F_8	1273	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP022283.1_CAS_Class1-Subtype-I-F_6	1	1	1.167	7.0	1	cas8f_I-F_8	mandatory	417	1.0999999999999999e-112	374.7	0.989	0.861	40	398		NZ_CP022283.1_CAS_Class1-Type-I_7,NZ_CP022283.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP022283.1	NZ_CP022283.1_1275	cas5f_I-F_4	1275	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP022283.1_CAS_Class1-Subtype-I-F_6	1	1	1.167	7.0	1	cas5f_I-F_4	mandatory	195	2.5000000000000002e-58	195.6	0.679	0.964	1	188		NZ_CP022283.1_CAS_Class1-Type-I_7,NZ_CP022283.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP022283.1	NZ_CP022283.1_1276	cas7f_I-F_2	1276	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP022283.1_CAS_Class1-Subtype-I-F_6	1	1	1.167	7.0	1	cas7f_I-F_3	mandatory	338	3.2e-131	435.4	1.0	0.964	8	333		NZ_CP022283.1_CAS_Class1-Type-I_7,NZ_CP022283.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP022283.1	NZ_CP022283.1_1277	cas6f_I_II_III_IV_V_VI_3	1277	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP022283.1_CAS_Class1-Subtype-I-F_6	1	1	1.167	7.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	204	4.3e-51	171.6	1.0	0.98	4	203		NZ_CP022283.1_CAS_Class1-Type-I_7,NZ_CP022283.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP022283.1	NZ_CP022283.1_1978	PD-T7-5__PD-T7-5	1978	defense-finder-models/DefenseFinder/PD-T7-5/PD-T7-5	NZ_CP022283.1_PD-T7-5_1	1	1	1.0	1.0	1	PD-T7-5__PD-T7-5	mandatory	354	2.5000000000000004e-133	442.3	0.929	0.989	1	350			PD-T7-5	PD-T7-5	Defense
NZ_CP022283.1	NZ_CP022283.1_3223	RM__Type_I_REases_FAM_0.einsi_trimmed	3223	defense-finder-models/RM/PrrC/PrrC	NZ_CP022283.1_PrrC_4	1	1	1.0	4.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1019	1.8999999999999998e-271	901.6	0.988	0.987	5	1010		NZ_CP022283.1_RM_Type_I_5	PrrC	PrrC	Defense
NZ_CP022283.1	NZ_CP022283.1_3226	PrrC__PrrC	3226	defense-finder-models/RM/PrrC/PrrC	NZ_CP022283.1_PrrC_4	1	1	1.0	4.0	1	PrrC__PrrC	mandatory	394	1.0999999999999998e-171	568.4	0.997	0.997	1	393			PrrC	PrrC	Defense
