replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP139286.1	NZ_CP139286.1_500	PD-T4-9__PD-T4-9_C	500	defense-finder-models/DefenseFinder/PD-T4-9/PD-T4-9	NZ_CP139286.1_PD-T4-9_7	1	1	0.667	2.0	1	PD-T4-9__PD-T4-9_C	mandatory	142	2.2e-39	132.2	0.985	0.958	1	136			PD-T4-9	PD-T4-9	Defense
NZ_CP139286.1	NZ_CP139286.1_502	PD-T4-9__PD-T4-9_A	502	defense-finder-models/DefenseFinder/PD-T4-9/PD-T4-9	NZ_CP139286.1_PD-T4-9_7	1	1	0.667	2.0	1	PD-T4-9__PD-T4-9_A	mandatory	199	1.1e-52	176.0	0.941	0.98	2	196			PD-T4-9	PD-T4-9	Defense
NZ_CP139286.1	NZ_CP139286.1_749	PD-T4-3__PD-T4-3	749	defense-finder-models/DefenseFinder/PD-T4-3/PD-T4-3	NZ_CP139286.1_PD-T4-3_5	1	1	1.0	1.0	1	PD-T4-3__PD-T4-3	mandatory	248	1.9e-84	280.7	0.977	0.976	5	246			PD-T4-3	PD-T4-3	Defense
NZ_CP139286.1	NZ_CP139286.1_2158	PD-T4-5__PD-T4-5	2158	defense-finder-models/DefenseFinder/PD-T4-5/PD-T4-5	NZ_CP139286.1_PD-T4-5_6	1	1	1.0	1.0	1	PD-T4-5__PD-T4-5	mandatory	329	2.6e-51	172.5	0.934	0.948	2	313			PD-T4-5	PD-T4-5	Defense
NZ_CP139286.1	NZ_CP139286.1_2525	cas3f_I-F_1	2525	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP139286.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas3f_I-F_1	mandatory	1079	0.0	1553.7	1.0	0.997	1	1076		NZ_CP139286.1_CAS_Class1-Type-I_9,NZ_CP139286.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP139286.1	NZ_CP139286.1_2527	cas8f_I-F_6	2527	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP139286.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas8f_I-F_8	mandatory	389	7.099999999999999e-264	872.4	0.968	0.997	1	388		NZ_CP139286.1_CAS_Class1-Type-I_9,NZ_CP139286.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP139286.1	NZ_CP139286.1_2528	cas5f_I-F_2	2528	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP139286.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas5f_I-F_4	mandatory	295	1.7999999999999997e-95	317.2	1.0	0.966	4	288		NZ_CP139286.1_CAS_Class1-Type-I_9,NZ_CP139286.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP139286.1	NZ_CP139286.1_2529	cas7f_I-F_1	2529	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP139286.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas7f_I-F_3	mandatory	354	1.3e-134	446.5	0.997	0.98	6	352		NZ_CP139286.1_CAS_Class1-Type-I_9,NZ_CP139286.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP139286.1	NZ_CP139286.1_2530	cas6f_I_II_III_IV_V_VI_3	2530	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP139286.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	204	1.3000000000000001e-30	104.6	0.984	0.931	7	196		NZ_CP139286.1_CAS_Class1-Type-I_9,NZ_CP139286.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP139286.1	NZ_CP139286.1_2531	cas1_I-F_1	2531	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP139286.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas1_I-F_1	mandatory	318	3.4999999999999995e-136	451.1	0.993	0.947	13	313		NZ_CP139286.1_CAS_Class1-Type-I_9,NZ_CP139286.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
