hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP019041.1_7	NZ_CP019041.1	7	431	RM_Type_II__Type_II_MTases_FAM_35	3.8e-16	55.9	0.429	0.812	29	378
NZ_CP019041.1_7	NZ_CP019041.1	7	431	RM_Type_II__Type_II_MTases_FAM_39	3.6e-16	56.8	0.951	0.826	29	384
NZ_CP019041.1_7	NZ_CP019041.1	7	431	RM_Type_II__Type_II_MTases_FAM_5	1.7e-66	222.5	0.959	0.847	29	393
NZ_CP019041.1_7	NZ_CP019041.1	7	431	RM_Type_II__Type_II_MTases_FAM_11	5e-85	283.3	0.989	0.875	17	393
NZ_CP019041.1_61	NZ_CP019041.1	61	376	PsyrTA__PsyrA	1.5e-26	90.9	0.613	0.644	72	313
NZ_CP019041.1_61	NZ_CP019041.1	61	376	ShosTA__ShosA	8.1e-59	196.7	0.881	0.739	16	293
NZ_CP019041.1_120	NZ_CP019041.1	120	243	Zorya__ZorB	1.9e-15	54.4	0.815	0.893	11	227
NZ_CP019041.1_121	NZ_CP019041.1	121	415	Zorya__ZorA2	1.1e-26	91.3	0.774	0.923	2	384
NZ_CP019041.1_126	NZ_CP019041.1	126	959	RM__Type_I_REases_FAM_2.einsi_trimmed	2.3e-22	76.7	0.412	0.382	111	476
NZ_CP019041.1_126	NZ_CP019041.1	126	959	RM__Type_I_REases_FAM_0.einsi_trimmed	1.2e-197	657.0	0.717	0.757	1	726
NZ_CP019041.1_128	NZ_CP019041.1	128	427	RM__Type_I_S_06	3.9e-24	82.9	0.407	0.593	25	277
NZ_CP019041.1_128	NZ_CP019041.1	128	427	RM__Type_I_S_03	5.8e-33	112.4	0.756	0.885	48	425
NZ_CP019041.1_128	NZ_CP019041.1	128	427	RM__Type_I_S_51	7.300000000000001e-35	117.7	0.424	0.515	7	226
NZ_CP019041.1_128	NZ_CP019041.1	128	427	RM__Type_I_S_02	1.6e-38	130.4	0.653	0.705	125	425
NZ_CP019041.1_128	NZ_CP019041.1	128	427	RM__Type_I_S_01	5.1000000000000005e-46	154.8	0.539	0.892	43	423
NZ_CP019041.1_128	NZ_CP019041.1	128	427	RM__Type_I_S_52	4.1e-48	162.1	0.658	0.965	14	425
NZ_CP019041.1_129	NZ_CP019041.1	129	523	RM_Type_II__Type_II_MTases_FAM_10	4.2e-05	20.0	0.425	0.388	197	399
NZ_CP019041.1_129	NZ_CP019041.1	129	523	RM_Type_II__Type_II_MTases_FAM_30	1.2e-14	51.2	0.485	0.568	173	469
NZ_CP019041.1_129	NZ_CP019041.1	129	523	RM_Type_II__Type_II_MTases_FAM_29	1.2e-15	54.7	0.494	0.549	183	469
NZ_CP019041.1_129	NZ_CP019041.1	129	523	RM_Type_II__Type_II_MTases_FAM_14	1.3e-22	77.4	0.428	0.449	196	430
NZ_CP019041.1_129	NZ_CP019041.1	129	523	RM_Type_II__Type_II_MTases_FAM_6	2.1e-25	86.9	0.439	0.459	195	434
