hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP018254.1_3	NZ_CP018254.1	3	361	Paris_II__AriA_AAA21	1.6e-15	55.2	0.798	0.909	1	328
NZ_CP018254.1_81	NZ_CP018254.1	81	537	Gabija__GajB_3	2.5e-27	93.9	0.975	0.911	16	504
NZ_CP018254.1_81	NZ_CP018254.1	81	537	Gabija__GajB_1	2.8000000000000002e-30	103.4	0.944	0.94	5	509
NZ_CP018254.1_81	NZ_CP018254.1	81	537	Gabija__GajB_2	1.4999999999999999e-90	302.3	0.763	0.968	2	521
NZ_CP018254.1_82	NZ_CP018254.1	82	623	Paris_II__AAA_21	3.3e-16	57.8	0.99	0.475	26	321
NZ_CP018254.1_82	NZ_CP018254.1	82	623	Septu__PtuA	3.5e-23	80.9	0.763	0.541	1	337
NZ_CP018254.1_82	NZ_CP018254.1	82	623	Paris_I__AAA_15	3.7000000000000002e-31	106.9	1.0	0.515	2	322
NZ_CP018254.1_82	NZ_CP018254.1	82	623	Retron_I_B__ATPase_TOPRIM_COG3593	9.2e-80	267.3	0.948	0.958	1	597
NZ_CP018254.1_82	NZ_CP018254.1	82	623	Gabija__GajA	1.8000000000000002e-85	285.8	0.881	0.884	2	552
NZ_CP018254.1_83	NZ_CP018254.1	83	1147	RM__Type_I_REases	7e-138	459.2	0.853	0.801	226	1144
NZ_CP018254.1_84	NZ_CP018254.1	84	390	RM__Type_I_S	5.2e-70	234.8	0.543	0.987	5	389
NZ_CP018254.1_85	NZ_CP018254.1	85	494	RM_Type_II__Type_II_MTases	7.4e-53	178.0	0.984	0.757	6	379
NZ_CP018254.1_85	NZ_CP018254.1	85	494	RM__Type_I_MTases	4e-182	604.0	0.955	0.996	1	492
NZ_CP018254.1_103	NZ_CP018254.1	103	511	TniQ_I-F_1	1.5e-19	69.1	0.986	0.305	4	159
NZ_CP018254.1_162	NZ_CP018254.1	162	155	Retron_I_A__HNH_TIGR02646	8.8e-24	82.3	0.585	0.897	1	139
NZ_CP018254.1_162	NZ_CP018254.1	162	155	Septu__PtuB	1.5999999999999999e-29	101.6	0.603	0.871	1	135
NZ_CP018254.1_163	NZ_CP018254.1	163	515	Paris_II__AAA_21	3.9e-20	70.7	0.997	0.656	80	417
NZ_CP018254.1_163	NZ_CP018254.1	163	515	Paris_I__AAA_15	5.1000000000000005e-26	90.0	0.995	0.699	58	417
NZ_CP018254.1_163	NZ_CP018254.1	163	515	Retron_I_B__ATPase_TOPRIM_COG3593	1.1e-26	92.0	0.579	0.728	58	432
NZ_CP018254.1_163	NZ_CP018254.1	163	515	Paris_II__AriA_AAA21	1.1000000000000001e-30	105.1	0.829	0.713	57	423
NZ_CP018254.1_163	NZ_CP018254.1	163	515	Septu__PtuA	5.4e-90	301.1	0.945	0.878	59	510
NZ_CP018254.1_163	NZ_CP018254.1	163	515	Retron_I_A__ATPase_TypeIA	4.600000000000001e-168	558.4	0.978	0.996	1	513
NZ_CP018254.1_164	NZ_CP018254.1	164	316	RT_I_II_III_IV_V_VI_1	1.5e-18	64.6	0.778	0.731	28	258
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot	6.4e-138	457.0	0.987	0.978	5	313
NZ_CP018254.1_262	NZ_CP018254.1	262	973	recD_IV-D_1	2.9e-21	73.1	0.499	0.38	338	707
NZ_CP018254.1_386	NZ_CP018254.1	386	453	AbiH__AbiH	5.5999999999999996e-24	83.4	1.0	0.874	3	398
NZ_CP018254.1_417	NZ_CP018254.1	417	370	Paris_I__AAA_15	1e-15	56.1	1.0	0.859	1	318
NZ_CP018254.1_417	NZ_CP018254.1	417	370	Paris_II__AAA_21	7.1e-18	63.3	0.997	0.797	24	318
NZ_CP018254.1_417	NZ_CP018254.1	417	370	Retron_I_B__ATPase_TOPRIM_COG3593	4.9e-19	66.8	0.608	0.965	2	358
NZ_CP018254.1_434	NZ_CP018254.1	434	616	Shango__SngC	3.2999999999999996e-23	80.0	0.508	0.575	10	363
NZ_CP018254.1_444	NZ_CP018254.1	444	214	ShosTA__ShosT	2.7e-09	34.9	0.629	0.682	62	207
NZ_CP018254.1_546	NZ_CP018254.1	546	542	DISARM__drmC	2.3e-12	44.9	0.415	0.244	356	487
NZ_CP018254.1_598	NZ_CP018254.1	598	488	DISARM__drmC	1.6e-12	45.4	0.626	0.361	258	433
NZ_CP018254.1_646	NZ_CP018254.1	646	357	Zorya__ZorB	1e-07	29.4	0.438	0.28	232	331
NZ_CP018254.1_898	NZ_CP018254.1	898	188	Zorya__ZorB	3.6e-07	27.6	0.46	0.559	75	179
NZ_CP018254.1_918	NZ_CP018254.1	918	224	CBASS__QueC	3.8000000000000004e-20	70.6	0.936	0.906	4	206
NZ_CP018254.1_918	NZ_CP018254.1	918	224	Dpd__QueC	6.6e-48	160.8	0.986	0.978	2	220
NZ_CP018254.1_1123	NZ_CP018254.1	1123	185	Dpd__FolE	6.399999999999999e-88	291.0	0.994	0.973	1	180
NZ_CP018254.1_1151	NZ_CP018254.1	1151	305	Druantia_II__DruM	4.7e-35	119.4	0.527	0.721	4	223
NZ_CP018254.1_1151	NZ_CP018254.1	1151	305	RM_Type_II__Type_II_MTases	1e-37	128.0	0.579	0.689	5	214
NZ_CP018254.1_1242	NZ_CP018254.1	1242	229	DEDDh_I_II_III_IV_V_VI_1	7.4e-19	66.3	1.0	0.694	4	162
NZ_CP018254.1_1293	NZ_CP018254.1	1293	384	Shango__SngC	7.5e-16	55.7	0.525	0.948	10	373
NZ_CP018254.1_1302	NZ_CP018254.1	1302	514	ShosTA__ShosT	0.0001	20.0	0.532	0.216	285	395
NZ_CP018254.1_1378	NZ_CP018254.1	1378	336	WYL_I_II_III_IV_V_VI_1	1.1e-15	55.9	0.955	0.955	9	329
NZ_CP018254.1_1378	NZ_CP018254.1	1378	336	WYL_I_II_III_IV_V_VI_4	5.9e-25	86.2	0.948	0.515	157	329
NZ_CP018254.1_1413	NZ_CP018254.1	1413	259	CBASS__AG_E1_ThiF	5.799999999999999e-66	220.2	0.984	0.9	20	252
