replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP018254.1	NZ_CP018254.1_81	Gabija__GajB_2	81	defense-finder-models/DefenseFinder_1/Gabija/Gabija	NZ_CP018254.1_Gabija_2	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	537	1.4999999999999999e-90	302.3	0.763	0.968	2	521			Gabija	Gabija	Defense
NZ_CP018254.1	NZ_CP018254.1_82	Gabija__GajA	82	defense-finder-models/DefenseFinder_1/Gabija/Gabija	NZ_CP018254.1_Gabija_2	1	1	1.0	2.0	1	Gabija__GajA	mandatory	623	1.8e-85	285.8	0.881	0.884	2	552			Gabija	Gabija	Defense
NZ_CP018254.1	NZ_CP018254.1_83	RM__Type_I_REases	83	defense-finder-models/RM/RM/RM_Type_I	NZ_CP018254.1_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_REases	mandatory	1147	7e-138	459.2	0.853	0.801	226	1144			RM	RM_Type_I	Defense
NZ_CP018254.1	NZ_CP018254.1_84	RM__Type_I_S	84	defense-finder-models/RM/RM/RM_Type_I	NZ_CP018254.1_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_S	accessory	390	5.2e-70	234.8	0.543	0.987	5	389			RM	RM_Type_I	Defense
NZ_CP018254.1	NZ_CP018254.1_85	RM__Type_I_MTases	85	defense-finder-models/RM/RM/RM_Type_I	NZ_CP018254.1_RM_Type_I_6	1	1	1.0	2.5	1	RM__Type_I_MTases	mandatory	494	3.9999999999999995e-182	604.0	0.955	0.996	1	492			RM	RM_Type_I	Defense
NZ_CP018254.1	NZ_CP018254.1_162	Septu__PtuB	162	defense-finder-models/DefenseFinder_5/Retron/Retron_I_A	NZ_CP018254.1_Retron_I_A_5	1	1	1.0	2.0	1	Retron_I_A__HNH_TIGR02646	accessory	155	1.5999999999999999e-29	101.6	0.603	0.871	1	135			Retron	Retron_I_A	Defense
NZ_CP018254.1	NZ_CP018254.1_163	Retron_I_A__ATPase_TypeIA	163	defense-finder-models/DefenseFinder_5/Retron/Retron_I_A	NZ_CP018254.1_Retron_I_A_5	1	1	1.0	2.0	1	Retron_I_A__ATPase_TypeIA	accessory	515	4.600000000000001e-168	558.4	0.978	0.996	1	513			Retron	Retron_I_A	Defense
NZ_CP018254.1	NZ_CP018254.1_164	Retron__RT_Tot	164	defense-finder-models/DefenseFinder_5/Retron/Retron_I_A	NZ_CP018254.1_Retron_I_A_5	1	1	1.0	2.0	1	Retron__RT_Tot	mandatory	316	6.4e-138	457.0	0.987	0.978	5	313			Retron	Retron_I_A	Defense
NZ_CP018254.1	NZ_CP018254.1_386	AbiH__AbiH	386	defense-finder-models/DefenseFinder_1/AbiH/AbiH	NZ_CP018254.1_AbiH_1	1	1	1.0	1.0	1	AbiH__AbiH	mandatory	453	5.5999999999999996e-24	83.4	1.0	0.874	3	398			AbiH	AbiH	Defense
NZ_CP018254.1	NZ_CP018254.1_2589	Retron_III__PRTase_WH	2589	defense-finder-models/DefenseFinder_5/Retron/Retron_III	NZ_CP018254.1_Retron_III_4	1	1	0.5	2.0	1	Retron_III__PRTase_WH	mandatory	409	2.6e-158	525.5	0.905	0.995	2	408			Retron	Retron_III	Defense
NZ_CP018254.1	NZ_CP018254.1_2591	Retron__RT_Tot	2591	defense-finder-models/DefenseFinder_5/Retron/Retron_III	NZ_CP018254.1_Retron_III_4	1	1	0.5	2.0	1	Retron__RT_Tot	mandatory	391	8.9e-123	407.8	1.087	0.995	1	389			Retron	Retron_III	Defense
NZ_CP018254.1	NZ_CP018254.1_3169	cas3f_I-F_1	3169	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP018254.1_CAS_Class1-Subtype-I-F_7	1	1	1.0	6.0	1	cas3f_I-F_1	mandatory	1079	0.0	1556.8	1.0	0.997	1	1076		NZ_CP018254.1_CAS_Class1-Type-I_8,NZ_CP018254.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP018254.1	NZ_CP018254.1_3171	cas8f_I-F_6	3171	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP018254.1_CAS_Class1-Subtype-I-F_7	1	1	1.0	6.0	1	cas8f_I-F_8	mandatory	389	1.6e-264	874.8	0.968	0.997	1	388		NZ_CP018254.1_CAS_Class1-Type-I_8,NZ_CP018254.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP018254.1	NZ_CP018254.1_3172	cas5f_I-F_2	3172	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP018254.1_CAS_Class1-Subtype-I-F_7	1	1	1.0	6.0	1	cas5f_I-F_4	mandatory	295	3.3e-96	319.9	1.0	0.966	4	288		NZ_CP018254.1_CAS_Class1-Type-I_8,NZ_CP018254.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP018254.1	NZ_CP018254.1_3173	cas7f_I-F_1	3173	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP018254.1_CAS_Class1-Subtype-I-F_7	1	1	1.0	6.0	1	cas7f_I-F_3	mandatory	354	7.099999999999999e-135	447.7	0.997	0.98	6	352		NZ_CP018254.1_CAS_Class1-Type-I_8,NZ_CP018254.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP018254.1	NZ_CP018254.1_3174	cas6f_I_II_III_IV_V_VI_3	3174	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP018254.1_CAS_Class1-Subtype-I-F_7	1	1	1.0	6.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	203	6.8999999999999995e-31	105.7	0.984	0.936	6	195		NZ_CP018254.1_CAS_Class1-Type-I_8,NZ_CP018254.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP018254.1	NZ_CP018254.1_3175	cas1_I-F_1	3175	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP018254.1_CAS_Class1-Subtype-I-F_7	1	1	1.0	6.0	1	cas1_I-F_1	mandatory	318	1.8999999999999998e-136	452.2	0.993	0.947	13	313		NZ_CP018254.1_CAS_Class1-Type-I_8,NZ_CP018254.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP018254.1	NZ_CP018254.1_3420	Paris_I__AriA_AAA15	3420	defense-finder-models/DefenseFinder_3/Paris/PARIS_I	NZ_CP018254.1_PARIS_I_3	1	1	1.0	2.0	1	Paris_I__AriA_AAA15	mandatory	409	5.1e-64	215.2	0.927	0.973	1	398			Paris	PARIS_I	Defense
NZ_CP018254.1	NZ_CP018254.1_3421	Paris_I__AriB_DUF4435_I	3421	defense-finder-models/DefenseFinder_3/Paris/PARIS_I	NZ_CP018254.1_PARIS_I_3	1	1	1.0	2.0	1	Paris_I__AriB_DUF4435_I	mandatory	252	1.1e-23	82.4	0.763	0.841	1	212			Paris	PARIS_I	Defense
