hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP078018.1_3	NZ_CP078018.1	3	361	Paris_II__AriA_AAA21	5.7e-17	59.7	0.798	0.909	1	328
NZ_CP078018.1_62	NZ_CP078018.1	62	391	Veles__VlsB1	8.5e-130	430.7	0.965	0.967	8	385
NZ_CP078018.1_62	NZ_CP078018.1	62	391	Veles__VlsB2	5.599999999999999e-135	447.8	0.931	0.969	7	385
NZ_CP078018.1_65	NZ_CP078018.1	65	143	Veles__VlsC2	6.200000000000001e-57	189.4	0.946	0.951	6	141
NZ_CP078018.1_65	NZ_CP078018.1	65	143	Veles__VlsC1	1.7000000000000002e-58	194.5	0.973	0.986	1	141
NZ_CP078018.1_87	NZ_CP078018.1	87	587	Gabija__GajA	5.2e-40	135.4	0.751	0.77	3	454
NZ_CP078018.1_87	NZ_CP078018.1	87	587	Old_exonuclease__Old_exonuclease	1.7e-148	493.1	0.995	0.991	3	584
NZ_CP078018.1_117	NZ_CP078018.1	117	297	RM_Type_II__Type_II_MTases_FAM_1	3.4e-15	53.8	0.469	0.549	94	256
NZ_CP078018.1_117	NZ_CP078018.1	117	297	RM_Type_II__Type_II_MTases_FAM_37	2.7000000000000004e-26	89.9	0.457	0.67	62	260
NZ_CP078018.1_117	NZ_CP078018.1	117	297	RM_Type_III__Type_III_MTases_FAM_0	4.8e-99	330.6	0.4	0.869	4	261
NZ_CP078018.1_120	NZ_CP078018.1	120	250	CBASS__AG_E1_ThiF	2.1e-55	185.3	0.996	0.94	9	243
NZ_CP078018.1_143	NZ_CP078018.1	143	1116	Zorya_TypeI__ZorD	4.9e-78	260.7	0.458	0.411	639	1097
NZ_CP078018.1_214	NZ_CP078018.1	214	376	PsyrTA__PsyrA	8.899999999999999e-27	91.6	0.611	0.641	73	313
NZ_CP078018.1_214	NZ_CP078018.1	214	376	ShosTA__ShosA	4e-59	197.8	0.884	0.742	15	293
NZ_CP078018.1_265	NZ_CP078018.1	265	364	TniQ_I-F_1	1.1e-18	66.0	0.957	0.365	17	149
NZ_CP078018.1_267	NZ_CP078018.1	267	213	CBASS__2TM_Gros	2e-30	104.2	0.672	0.967	5	210
NZ_CP078018.1_267	NZ_CP078018.1	267	213	CBASS__Effector_2TM_S_2TMBeta	2.5e-62	207.3	0.994	0.873	24	209
NZ_CP078018.1_268	NZ_CP078018.1	268	303	CBASS__Cyclase_new	9.7e-95	315.1	0.796	0.947	1	287
NZ_CP078018.1_304	NZ_CP078018.1	304	463	CBASS__Endonuc_big	2.4e-16	57.2	0.42	0.432	255	454
NZ_CP078018.1_304	NZ_CP078018.1	304	463	CBASS__Sensing_SAVED	7.2e-22	75.7	0.968	0.384	283	460
NZ_CP078018.1_305	NZ_CP078018.1	305	154	CBASS__Jab	6.3e-34	114.8	0.611	0.825	3	129
NZ_CP078018.1_306	NZ_CP078018.1	306	571	CBASS__AG_E2_Prok-E2_B	6.3e-12	43.0	0.769	0.177	22	122
NZ_CP078018.1_306	NZ_CP078018.1	306	571	CBASS__AG_E1_ThiF	5e-24	82.6	0.574	0.254	295	439
NZ_CP078018.1_307	NZ_CP078018.1	307	338	CBASS__Cyclase_II	4.6e-38	128.7	0.964	0.917	1	310
NZ_CP078018.1_307	NZ_CP078018.1	307	338	CBASS__Cyclase_SMODS	2.1000000000000003e-46	155.7	1.0	0.479	1	162
NZ_CP078018.1_309	NZ_CP078018.1	309	361	RosmerTA__RmrA_2753529055	2.8e-33	113.0	0.822	0.881	3	320
NZ_CP078018.1_309	NZ_CP078018.1	309	361	RosmerTA__RmrA_2585209417	4.0000000000000004e-36	122.3	0.757	0.773	4	282
NZ_CP078018.1_309	NZ_CP078018.1	309	361	RosmerTA__RmrA_2641389401	4.5e-38	128.6	0.954	0.967	4	352
NZ_CP078018.1_309	NZ_CP078018.1	309	361	RosmerTA__RmrA_2603008502	5.2e-38	128.6	0.81	0.823	4	300
