system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
12,NZ_CP014528.1,qatABCD,NZ_CP014528.1_538,PDLC02210,QatA_00002,QatA,4.599999999999998e-266,5.0999999999999975e-266,0.995,0.997,601631,603424,+,-,538,3963,"PDLC02210,QatA_00002, 1, 5.1e-266, 0.995, 0.997 | PDLC02209,QatA_00001, 1, 2e-99, 0.978, 0.924","PDLC02210, QatA_00002, 5.1e-266, 0.995, 0.997 | PDLC02209, QatA_00001, 2e-99, 0.978, 0.924"
12,NZ_CP014528.1,qatABCD,NZ_CP014528.1_539,PDLC02212,QatB_00002,QatB,9.299999999999998e-106,9.999999999999998e-106,0.98,0.996,603452,604216,+,-,539,3963,"PDLC02212,QatB_00002, 1, 1e-105, 0.98, 0.996 | PDLC02213,QatB_00003, 1, 2.7e-05, 0.094, 0.082 | PDLC02213,QatB_00003, 2, 1.6e-10, 0.725, 0.643","PDLC02212, QatB_00002, 1e-105, 0.98, 0.996 | PDLC02213, QatB_00003, 1.6e-10, 0.725, 0.643"
12,NZ_CP014528.1,qatABCD,NZ_CP014528.1_540,PDLC02214,QatC_00001,QatC,2.5999999999999992e-134,2.999999999999999e-134,0.973,0.967,604209,605534,+,-,540,3963,"PDLC02214,QatC_00001, 1, 3e-134, 0.973, 0.967","PDLC02214, QatC_00001, 3e-134, 0.973, 0.967"
12,NZ_CP014528.1,qatABCD,NZ_CP014528.1_541,PDLC02215,QatD_00001,QatD,5.699999999999999e-94,6.299999999999999e-94,0.968,0.968,605534,606274,+,-,541,3963,"PDLC02215,QatD_00001, 1, 6.3e-94, 0.968, 0.968","PDLC02215, QatD_00001, 6.3e-94, 0.968, 0.968"
9,NZ_CP014528.1,RM_type_IIG,NZ_CP014528.1_542,PDLC03598,REase_MTase_IIG_00003,REase_MTase_IIG,1.0999999999999996e-233,1.2999999999999997e-233,0.961,0.814,606487,608781,+,-,542,3963,"PDLC03627,REase_MTase_IIG_00032, 1, 2.1e-50, 0.405, 0.267 | PDLC03627,REase_MTase_IIG_00032, 2, 1.2e-14, 0.319, 0.223 | PDLC03599,REase_MTase_IIG_00004, 1, 1.9e-59, 0.85, 0.673 | PDLC03600,REase_MTase_IIG_00005, 1, 0.00058, 0.103, 0.056 | PDLC03600,REase_MTase_IIG_00005, 2, 4.8, 0.035, 0.022 | PDLC03629,REase_MTase_IIG_00034, 1, 0.00037, 0.114, 0.075 | PDLC03598,REase_MTase_IIG_00003, 1, 1.3e-233, 0.961, 0.814 | PDLC03630,REase_MTase_IIG_00035, 1, 4.5e-06, 0.115, 0.072 | PDLC03618,REase_MTase_IIG_00023, 1, 0.037, 0.102, 0.055 | PDLC03618,REase_MTase_IIG_00023, 2, 77, 0.029, 0.015 | PDLC03618,REase_MTase_IIG_00023, 3, 72, 0.128, 0.068 | PDLC03601,REase_MTase_IIG_00006, 1, 7.1, 0.099, 0.066 | PDLC03601,REase_MTase_IIG_00006, 2, 0.0011, 0.145, 0.089 | PDLC03611,REase_MTase_IIG_00016, 1, 3.9e-05, 0.099, 0.052","PDLC03598, REase_MTase_IIG_00003, 1.3e-233, 0.961, 0.814 | PDLC03599, REase_MTase_IIG_00004, 1.9e-59, 0.85, 0.673 | PDLC03627, REase_MTase_IIG_00032, 2.1e-50, 0.405, 0.267 | PDLC03630, REase_MTase_IIG_00035, 4.5e-06, 0.115, 0.072 | PDLC03611, REase_MTase_IIG_00016, 3.9e-05, 0.099, 0.052"
1,NZ_CP014528.1,DRT_class_II,NZ_CP014528.1_548,PDLC02173,Drt2_00001,Drt2,4.0999999999999986e-118,1.1999999999999999e-117,0.938,0.967,613819,615219,+,-,548,3963,"PDLC03779,drt-UG4, 1, 280, 0.054, 0.081 | PDLC03779,drt-UG4, 2, 3.2e-08, 0.197, 0.28 | PDLC03764,drt-UG26, 1, 260, 0.036, 0.043 | PDLC03764,drt-UG26, 2, 53, 0.171, 0.181 | PDLC03764,drt-UG26, 3, 1.4e-12, 0.321, 0.319 | PDLC03766,drt-UG28, 1, 8.6e-13, 0.567, 0.367 | PDLC02173,Drt2_00001, 1, 1.2e-117, 0.938, 0.967 | PDLC03757,drt-UG2, 1, 2.8e-140, 0.966, 0.787 | PDLC03778,drt-UG39, 1, 1.8e-14, 0.741, 0.586 | PDLC03754,drt-UG17, 1, 0.42, 0.075, 0.082 | PDLC03754,drt-UG17, 2, 1.2e-19, 0.33, 0.315","PDLC03757, drt-UG2, 2.8e-140, 0.966, 0.787 | PDLC02173, Drt2_00001, 1.2e-117, 0.938, 0.967 | PDLC03754, drt-UG17, 1.2e-19, 0.33, 0.315 | PDLC03778, drt-UG39, 1.8e-14, 0.741, 0.586 | PDLC03766, drt-UG28, 8.6e-13, 0.567, 0.367"
11,NZ_CP014528.1,SoFic,NZ_CP014528.1_549,PDLC03963,SoFic__SoFic,SoFic,1.4999999999999998e-47,1.6999999999999998e-47,0.919,0.884,615335,616339,+,-,549,3963,"PDLC03963,SoFic__SoFic, 1, 1.7e-47, 0.919, 0.884","PDLC03963, SoFic__SoFic, 1.7e-47, 0.919, 0.884"
4,NZ_CP014528.1,PDC-S15,NZ_CP014528.1_890,PDLC04937,PDC-S15_WP_009831833.1,PDC-S15,5.1e-34,1.7e-32,0.761,0.854,986827,987819,+,-,890,3963,"PDLC04937,PDC-S15_WP_009831833.1, 1, 1.7e-32, 0.761, 0.854 | PDLC04935,PDC-S15_WP_222037022.1, 1, 34, 0.069, 0.043 | PDLC04935,PDC-S15_WP_222037022.1, 2, 2.7e-08, 0.272, 0.163 | PDLC04929,PDC-S15_WP_220077086.1, 1, 810, 0.048, 0.052 | PDLC04929,PDC-S15_WP_220077086.1, 2, 1.9e-10, 0.166, 0.175 | PDLC04926,PDC-S15_WP_154556443.1, 1, 0.26, 0.115, 0.1 | PDLC04926,PDC-S15_WP_154556443.1, 2, 6.2e-09, 0.1, 0.11 | PDLC04933,PDC-S15_WP_099753261.1, 1, 0.00059, 0.115, 0.115 | PDLC04933,PDC-S15_WP_099753261.1, 2, 1.3e-11, 0.16, 0.178 | PDLC04940,PDC-S15_WP_171589529.1, 1, 5.1e-13, 0.912, 0.904 | PDLC04936,PDC-S15_WP_128888168.1, 1, 0.0052, 0.079, 0.087 | PDLC04936,PDC-S15_WP_128888168.1, 2, 6.7e-13, 0.166, 0.18 | PDLC04932,PDC-S15_WP_133278023.1, 1, 210, 0.06, 0.059 | PDLC04932,PDC-S15_WP_133278023.1, 2, 5.2e-08, 0.423, 0.423 | PDLC04931,PDC-S15_WP_226691295.1, 1, 0.00095, 0.154, 0.16 | PDLC04931,PDC-S15_WP_226691295.1, 2, 1.7e-14, 0.456, 0.5 | PDLC04927,PDC-S15_WP_113621235.1, 1, 0.072, 0.076, 0.059 | PDLC04927,PDC-S15_WP_113621235.1, 2, 1.6e-12, 0.124, 0.097 | PDLC04934,PDC-S15_WP_134723796.1, 1, 0.00067, 0.1, 0.077 | PDLC04934,PDC-S15_WP_134723796.1, 2, 1.3e-15, 0.356, 0.293 | PDLC04939,PDC-S15_WP_062551951.1, 1, 21, 0.091, 0.062 | PDLC04939,PDC-S15_WP_062551951.1, 2, 1.3e-05, 0.094, 0.064 | PDLC04938,PDC-S15_WP_206299025.1, 1, 8.3e-24, 0.571, 0.562 | PDLC04930,PDC-S15_WP_155658167.1, 1, 1.4, 0.076, 0.066 | PDLC04930,PDC-S15_WP_155658167.1, 2, 2.5e-09, 0.106, 0.092","PDLC04937, PDC-S15_WP_009831833.1, 1.7e-32, 0.761, 0.854 | PDLC04938, PDC-S15_WP_206299025.1, 8.3e-24, 0.571, 0.562 | PDLC04934, PDC-S15_WP_134723796.1, 1.3e-15, 0.356, 0.293 | PDLC04931, PDC-S15_WP_226691295.1, 1.7e-14, 0.456, 0.5 | PDLC04940, PDC-S15_WP_171589529.1, 5.1e-13, 0.912, 0.904"
3,NZ_CP014528.1,PD-T7-1or5,NZ_CP014528.1_968,PDLC04110,PD-T7-5_WP_098786838.1,PD-T7-5,5.699999999999999e-124,6.7999999999999985e-124,0.969,0.983,1057350,1058411,-,-,968,3963,"PDLC04110,PD-T7-5_WP_098786838.1, 1, 6.8e-124, 0.969, 0.983 | PDLC04073,PD-T7-1_WP_205975857.1, 1, 4.7e-59, 0.941, 0.728","PDLC04110, PD-T7-5_WP_098786838.1, 6.8e-124, 0.969, 0.983 | PDLC04073, PD-T7-1_WP_205975857.1, 4.7e-59, 0.941, 0.728"
5,NZ_CP014528.1,PDC-S25,NZ_CP014528.1_1109,PDLC04968,PDC-S25_WP_158408084.1,PDC-S25,7.699999999999998e-143,8.599999999999997e-143,0.992,0.971,1188299,1189807,+,-,1109,3963,"PDLC04968,PDC-S25_WP_158408084.1, 1, 8.6e-143, 0.992, 0.971 | PDLC04967,PDC-S25_WP_154241747.1, 1, 2.2e-47, 0.64, 0.625","PDLC04968, PDC-S25_WP_158408084.1, 8.6e-143, 0.992, 0.971 | PDLC04967, PDC-S25_WP_154241747.1, 2.2e-47, 0.64, 0.625"
