hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP041035.1_3	NZ_CP041035.1	3	361	Paris_II__AriA_AAA21	2.7e-15	54.4	0.798	0.909	1	328
NZ_CP041035.1_80	NZ_CP041035.1	80	356	RM_Type_II__Type_II_MTases_FAM_22	3.6e-11	40.6	0.446	0.492	1	175
NZ_CP041035.1_80	NZ_CP041035.1	80	356	RM_Type_II__Type_II_MTases_FAM_15	4.8e-18	63.1	0.509	0.503	2	180
NZ_CP041035.1_80	NZ_CP041035.1	80	356	RM_Type_II__Type_II_MTases_FAM_21	2.8000000000000002e-28	96.6	0.408	0.503	4	182
NZ_CP041035.1_80	NZ_CP041035.1	80	356	RM_Type_II__Type_II_MTases_FAM_16	1.8e-31	107.3	0.864	0.907	27	349
NZ_CP041035.1_80	NZ_CP041035.1	80	356	RM_Type_II__Type_II_MTases_FAM_2	5.7e-49	164.9	0.972	0.969	1	345
NZ_CP041035.1_80	NZ_CP041035.1	80	356	Druantia_II__DruM	6.3e-72	240.7	0.858	0.994	1	354
NZ_CP041035.1_80	NZ_CP041035.1	80	356	DISARM_2__drmMII	7.9e-83	276.4	0.981	0.989	1	352
NZ_CP041035.1_80	NZ_CP041035.1	80	356	RM_Type_II__Type_II_MTases_FAM_0	7.499999999999999e-88	293.1	0.975	0.975	1	347
NZ_CP041035.1_81	NZ_CP041035.1	81	998	RM_Type_II__Type_II_REase38	1.0999999999999999e-114	382.3	0.944	0.989	1	987
NZ_CP041035.1_94	NZ_CP041035.1	94	537	Gabija__GajB_3	2.4e-27	93.9	0.975	0.911	16	504
NZ_CP041035.1_94	NZ_CP041035.1	94	537	Gabija__GajB_1	2.7000000000000002e-30	103.4	0.944	0.94	5	509
NZ_CP041035.1_94	NZ_CP041035.1	94	537	Gabija__GajB_2	1.4999999999999999e-90	302.3	0.763	0.968	2	521
NZ_CP041035.1_95	NZ_CP041035.1	95	623	Septu__PtuA	3.4e-23	80.9	0.763	0.541	1	337
NZ_CP041035.1_95	NZ_CP041035.1	95	623	Gabija__GajA	1.7000000000000002e-85	285.8	0.881	0.884	2	552
NZ_CP041035.1_96	NZ_CP041035.1	96	1147	RM__Type_I_REases_FAM_2.einsi_trimmed	6.8e-138	459.2	0.979	0.801	226	1144
NZ_CP041035.1_97	NZ_CP041035.1	97	390	RM__Type_I_S_02	2.1999999999999997e-41	140.2	0.689	0.797	78	388
NZ_CP041035.1_97	NZ_CP041035.1	97	390	RM__Type_I_S_52	4.2000000000000005e-57	192.0	0.659	0.99	4	389
NZ_CP041035.1_97	NZ_CP041035.1	97	390	RM__Type_I_S_04	1.3e-57	193.9	0.729	0.985	5	388
NZ_CP041035.1_97	NZ_CP041035.1	97	390	RM__Type_I_S_06	1.1e-61	207.1	0.702	0.969	12	389
NZ_CP041035.1_97	NZ_CP041035.1	97	390	RM__Type_I_S_51	1.8e-63	212.4	0.8	0.985	5	388
NZ_CP041035.1_97	NZ_CP041035.1	97	390	RM__Type_I_S_03	5.1e-70	234.8	0.817	0.987	5	389
NZ_CP041035.1_98	NZ_CP041035.1	98	494	RM_Type_II__Type_II_MTases_FAM_32	8.1e-10	35.6	0.412	0.482	123	360
NZ_CP041035.1_98	NZ_CP041035.1	98	494	RM_Type_II__Type_II_MTases_FAM_6	2.4e-17	60.6	0.409	0.468	159	389
NZ_CP041035.1_98	NZ_CP041035.1	98	494	RM_Type_II__Type_II_MTases_FAM_33	7.2e-53	178.0	0.663	0.757	6	379
NZ_CP041035.1_98	NZ_CP041035.1	98	494	RM__Type_I_MTases_FAM_0	1.9e-59	199.7	0.752	0.777	108	491
NZ_CP041035.1_98	NZ_CP041035.1	98	494	RM__Type_I_MTases_FAM_2	5.1e-71	237.7	0.972	0.984	5	490
NZ_CP041035.1_98	NZ_CP041035.1	98	494	RM__Type_I_MTases_FAM_1	3.9e-182	604.0	0.998	0.996	1	492
NZ_CP041035.1_114	NZ_CP041035.1	114	511	TniQ_I-F_1	1.5e-19	69.1	0.986	0.305	4	159
NZ_CP041035.1_410	NZ_CP041035.1	410	214	ShosTA__ShosT	1e-09	36.3	0.629	0.682	62	207
NZ_CP041035.1_512	NZ_CP041035.1	512	542	DISARM__drmC	2.5e-12	44.7	0.411	0.242	356	486
NZ_CP041035.1_557	NZ_CP041035.1	557	488	DISARM__drmC	1.3e-12	45.6	0.623	0.359	259	433
NZ_CP041035.1_606	NZ_CP041035.1	606	354	Zorya__ZorB	9.8e-08	29.5	0.438	0.282	229	328
NZ_CP041035.1_693	NZ_CP041035.1	693	756	RM_Type_II__Type_II_MTases_FAM_28	2.1e-11	40.9	0.415	0.323	280	523
NZ_CP041035.1_693	NZ_CP041035.1	693	756	RM_Type_II__Type_II_MTases_FAM_29	1e-13	48.6	0.455	0.354	263	530
NZ_CP041035.1_693	NZ_CP041035.1	693	756	RM_Type_II__Type_II_MTases_FAM_6	6.3e-19	65.8	0.411	0.295	274	496
NZ_CP041035.1_693	NZ_CP041035.1	693	756	RM__Type_I_MTases_FAM_0	1.2999999999999999e-51	173.8	0.795	0.72	199	742
NZ_CP041035.1_693	NZ_CP041035.1	693	756	RM_Type_II__Type_II_MTases_FAM_33	2.2999999999999997e-53	179.6	0.731	0.488	153	521
NZ_CP041035.1_693	NZ_CP041035.1	693	756	RM__Type_I_MTases_FAM_2	9.500000000000001e-56	187.4	0.764	0.46	155	502
NZ_CP041035.1_693	NZ_CP041035.1	693	756	RM__Type_I_MTases_FAM_1	8.900000000000001e-76	253.2	0.722	0.456	234	578
NZ_CP041035.1_715	NZ_CP041035.1	715	357	CapRel__CapRel	2.8999999999999996e-44	149.5	0.925	0.924	21	350
NZ_CP041035.1_732	NZ_CP041035.1	732	177	VP1839__VP1839	5.2e-17	59.8	0.812	0.831	7	153
NZ_CP041035.1_993	NZ_CP041035.1	993	188	Zorya__ZorB	3.5e-07	27.6	0.46	0.559	75	179
NZ_CP041035.1_1013	NZ_CP041035.1	1013	224	CBASS__QueC	3.7e-20	70.6	0.936	0.906	4	206
NZ_CP041035.1_1013	NZ_CP041035.1	1013	224	Dpd__QueC	6.4e-48	160.8	0.986	0.978	2	220
NZ_CP041035.1_1086	NZ_CP041035.1	1086	322	cas1_I_II_III_IV_V_VI_10	5.4e-24	82.7	0.929	0.835	20	288
NZ_CP041035.1_1086	NZ_CP041035.1	1086	322	cas1_I_II_III_IV_V_VI_1	9.300000000000001e-30	101.6	0.82	0.832	20	287
NZ_CP041035.1_1086	NZ_CP041035.1	1086	322	cas1_I_II_III_IV_V_VI_2	6.4e-48	161.1	0.996	0.826	20	285
NZ_CP041035.1_1086	NZ_CP041035.1	1086	322	cas1_I_II_III_IV_V_VI_8	9.3e-54	180.5	0.802	0.851	14	287
NZ_CP041035.1_1086	NZ_CP041035.1	1086	322	cas1_I-F_1	3.6e-140	464.4	0.99	0.922	12	308
NZ_CP041035.1_1087	NZ_CP041035.1	1087	1125	cas3HD_I_1	1.8e-12	45.3	0.616	0.172	102	295
NZ_CP041035.1_1087	NZ_CP041035.1	1087	1125	cas3_I_2	1.9e-17	61.2	0.901	0.413	430	894
NZ_CP041035.1_1087	NZ_CP041035.1	1087	1125	cas3_I_5	5.3e-76	254.3	0.833	0.7	185	971
NZ_CP041035.1_1087	NZ_CP041035.1	1087	1125	cas3f_I-F_1	3.3e-281	933.6	0.999	0.995	1	1119
NZ_CP041035.1_1088	NZ_CP041035.1	1088	417	cas8f_I-F_4	4.9e-101	336.5	0.987	0.861	40	398
NZ_CP041035.1_1088	NZ_CP041035.1	1088	417	cas8f_I-F_8	3e-112	373.2	0.989	0.861	40	398
NZ_CP041035.1_1089	NZ_CP041035.1	1089	295	cas5f_I-F_1	2.6e-18	64.0	0.464	0.41	4	124
NZ_CP041035.1_1089	NZ_CP041035.1	1089	295	cas5f_I-F_2	3.4000000000000003e-72	241.0	1.0	0.969	4	289
NZ_CP041035.1_1089	NZ_CP041035.1	1089	295	cas5f_I-F_3	6.599999999999999e-94	312.4	1.0	0.966	5	289
NZ_CP041035.1_1089	NZ_CP041035.1	1089	295	cas5f_I-F_4	1.5e-106	353.9	1.0	0.963	5	288
NZ_CP041035.1_1090	NZ_CP041035.1	1090	338	cas7f_I-F_1	1.3e-129	430.3	0.997	0.97	8	335
NZ_CP041035.1_1090	NZ_CP041035.1	1090	338	cas7f_I-F_2	1.6000000000000002e-131	436.4	1.0	0.964	8	333
NZ_CP041035.1_1091	NZ_CP041035.1	1091	204	cas6f_I_II_III_IV_V_VI_2	4e-42	142.2	1.0	0.995	1	203
NZ_CP041035.1_1091	NZ_CP041035.1	1091	204	cas6f_I_II_III_IV_V_VI_3	6.099999999999999e-51	171.1	1.0	0.98	4	203
NZ_CP041035.1_1190	NZ_CP041035.1	1190	185	Dpd__FolE	6.299999999999999e-88	291.0	0.994	0.973	1	180
NZ_CP041035.1_1302	NZ_CP041035.1	1302	237	Retron_VII_2__DUF3800	2.6e-09	35.5	0.981	0.814	4	196
NZ_CP041035.1_1320	NZ_CP041035.1	1320	229	DEDDh_I_II_III_IV_V_VI_1	7.1e-19	66.3	1.0	0.694	4	162
NZ_CP041035.1_1429	NZ_CP041035.1	1429	237	Retron_VII_2__DUF3800	2.6e-09	35.5	0.981	0.814	4	196
NZ_CP041035.1_1450	NZ_CP041035.1	1450	514	ShosTA__ShosT	9.8e-05	20.0	0.532	0.216	285	395
NZ_CP041035.1_1540	NZ_CP041035.1	1540	336	WYL_I_II_III_IV_V_VI_1	1e-15	55.9	0.955	0.955	9	329
NZ_CP041035.1_1540	NZ_CP041035.1	1540	336	WYL_I_II_III_IV_V_VI_4	5.7e-25	86.2	0.948	0.515	157	329
NZ_CP041035.1_1577	NZ_CP041035.1	1577	259	CBASS__AG_E1_ThiF	9.3e-67	222.8	0.984	0.9	20	252
NZ_CP041035.1_1624	NZ_CP041035.1	1624	571	recD_IV-D_1	3.5e-19	66.2	0.45	0.63	3	362
NZ_CP041035.1_1681	NZ_CP041035.1	1681	168	Veles__VlsC2	3.2e-34	116.0	0.966	0.935	7	163
NZ_CP041035.1_1681	NZ_CP041035.1	1681	168	Veles__VlsC1	2.8e-34	116.2	0.966	0.94	5	162
NZ_CP041035.1_1806	NZ_CP041035.1	1806	759	Dodola__DolB	1.7e-21	74.6	0.491	0.254	423	615
NZ_CP041035.1_2179	NZ_CP041035.1	2179	406	Dnd__DndA	1.1e-136	453.5	0.976	0.906	5	372
NZ_CP041035.1_2185	NZ_CP041035.1	2185	490	Pycsar__AG_cyclase	1.5999999999999999e-29	100.9	0.603	0.451	224	444
NZ_CP041035.1_2224	NZ_CP041035.1	2224	199	Dpd__QueD	1.6e-08	32.7	0.792	0.492	5	102
NZ_CP041035.1_2230	NZ_CP041035.1	2230	258	Gao_Qat__QatD	1.8e-15	54.8	0.957	0.984	2	255
NZ_CP041035.1_2390	NZ_CP041035.1	2390	654	Dnd__DndA	5.5000000000000006e-42	141.9	0.865	0.521	270	610
NZ_CP041035.1_2491	NZ_CP041035.1	2491	594	Gabija__GajB_3	2.2e-18	64.4	0.511	0.391	29	260
NZ_CP041035.1_2491	NZ_CP041035.1	2491	594	UG35__UvrD	2.6e-33	112.9	0.465	0.63	14	387
NZ_CP041035.1_2491	NZ_CP041035.1	2491	594	Gabija__GajB_1	3.8e-42	142.5	0.952	0.96	18	587
NZ_CP041035.1_2491	NZ_CP041035.1	2491	594	Gabija__GajB_2	5.3e-106	353.3	0.74	0.955	15	581
NZ_CP041035.1_2492	NZ_CP041035.1	2492	598	Septu__PtuA	9.5e-22	76.2	0.766	0.584	1	349
NZ_CP041035.1_2492	NZ_CP041035.1	2492	598	Gabija__GajA	1.3e-120	401.9	0.99	0.997	1	596
NZ_CP041035.1_2535	NZ_CP041035.1	2535	893	Dodola__DolB	9.3e-28	95.2	0.715	0.309	467	742
NZ_CP041035.1_2537	NZ_CP041035.1	2537	256	Zorya__ZorB	4.2e-09	33.9	0.475	0.426	145	253
NZ_CP041035.1_2687	NZ_CP041035.1	2687	472	Zorya__ZorB	3.4e-06	24.4	0.517	0.25	352	469
