replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP091367.1	NZ_CP091367.1_482	Gabija__GajA	482	defense-finder-models/DefenseFinder/Gabija/Gabija	NZ_CP091367.1_Gabija_2	1	1	1.0	2.0	1	Gabija__GajA	mandatory	557	3.9e-102	340.8	0.921	0.996	1	555			Gabija	Gabija	Defense
NZ_CP091367.1	NZ_CP091367.1_483	Gabija__GajB_2	483	defense-finder-models/DefenseFinder/Gabija/Gabija	NZ_CP091367.1_Gabija_2	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	594	5.2e-106	353.3	0.74	0.955	15	581			Gabija	Gabija	Defense
NZ_CP091367.1	NZ_CP091367.1_1708	cas6f_I_II_III_IV_V_VI_3	1708	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP091367.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	204	6e-51	171.1	1.0	0.98	4	203		NZ_CP091367.1_CAS_Class1-Type-I_9,NZ_CP091367.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP091367.1	NZ_CP091367.1_1709	cas7f_I-F_2	1709	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP091367.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas7f_I-F_3	mandatory	338	1.6e-131	436.4	1.0	0.964	8	333		NZ_CP091367.1_CAS_Class1-Type-I_9,NZ_CP091367.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP091367.1	NZ_CP091367.1_1710	cas5f_I-F_4	1710	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP091367.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas5f_I-F_4	mandatory	295	1.4e-106	353.9	1.0	0.963	5	288		NZ_CP091367.1_CAS_Class1-Type-I_9,NZ_CP091367.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP091367.1	NZ_CP091367.1_1711	cas8f_I-F_8	1711	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP091367.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas8f_I-F_8	mandatory	417	2.9e-112	373.2	0.989	0.861	40	398		NZ_CP091367.1_CAS_Class1-Type-I_9,NZ_CP091367.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP091367.1	NZ_CP091367.1_1712	cas3f_I-F_1	1712	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP091367.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas3f_I-F_1	mandatory	1125	3.2e-281	933.6	0.999	0.995	1	1119		NZ_CP091367.1_CAS_Class1-Type-I_9,NZ_CP091367.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP091367.1	NZ_CP091367.1_1713	cas1_I-F_1	1713	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP091367.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas1_I-F_1	mandatory	322	3.5e-140	464.4	0.99	0.922	12	308		NZ_CP091367.1_CAS_Class1-Type-I_9,NZ_CP091367.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP091367.1	NZ_CP091367.1_2013	VP1839__VP1839	2013	defense-finder-models/DefenseFinder/VP1839/VP1839	NZ_CP091367.1_VP1839_6	1	1	1.0	1.0	1	VP1839__VP1839	mandatory	177	5.1e-17	59.8	0.812	0.831	7	153			VP1839	VP1839	Defense
NZ_CP091367.1	NZ_CP091367.1_2030	CapRel__CapRel	2030	defense-finder-models/DefenseFinder/CapRel/CapRel	NZ_CP091367.1_CapRel_1	1	1	1.0	1.0	1	CapRel__CapRel	mandatory	357	2.8e-44	149.5	0.925	0.924	21	350			CapRel	CapRel	Defense
