hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP091367.1_86	NZ_CP091367.1	86	460	DEDDh_I_II_III_IV_V_VI_1	3.9e-33	112.6	0.994	0.348	234	393
NZ_CP091367.1_100	NZ_CP091367.1	100	221	DEDDh_I_II_III_IV_V_VI_1	5.5e-24	82.9	0.994	0.805	24	201
NZ_CP091367.1_114	NZ_CP091367.1	114	1079	Mokosh_type_I__MkoA_D	3.8000000000000005e-72	242.0	0.643	0.717	282	1055
NZ_CP091367.1_185	NZ_CP091367.1	185	227	DEDDh_I_II_III_IV_V_VI_1	3.8000000000000004e-20	70.4	0.981	0.683	4	158
NZ_CP091367.1_197	NZ_CP091367.1	197	325	SspBCDE__SspD	2.8e-10	37.9	0.489	0.449	137	282
NZ_CP091367.1_199	NZ_CP091367.1	199	493	RM_Type_II__Type_II_MTases_FAM_22	2.4e-14	51.0	0.444	0.361	15	192
NZ_CP091367.1_199	NZ_CP091367.1	199	493	RM_Type_II__Type_II_MTases_FAM_21	6.2e-18	62.5	0.443	0.402	15	212
NZ_CP091367.1_199	NZ_CP091367.1	199	493	RM_Type_II__Type_II_MTases_FAM_2	8.399999999999999e-23	78.9	0.511	0.365	15	194
NZ_CP091367.1_199	NZ_CP091367.1	199	493	DISARM_2__drmMII	1.9e-26	90.8	0.501	0.396	15	209
NZ_CP091367.1_199	NZ_CP091367.1	199	493	RM_Type_II__Type_II_MTases_FAM_0	1.8e-32	110.8	0.951	0.947	15	481
NZ_CP091367.1_199	NZ_CP091367.1	199	493	Druantia_II__DruM	1.1e-35	121.3	0.811	0.943	17	481
NZ_CP091367.1_276	NZ_CP091367.1	276	860	Dodola__DolB	3.2e-22	76.9	0.531	0.251	507	722
NZ_CP091367.1_283	NZ_CP091367.1	283	472	Zorya__ZorB	3.3e-06	24.4	0.517	0.25	352	469
NZ_CP091367.1_438	NZ_CP091367.1	438	256	Zorya__ZorB	4.1e-09	33.9	0.475	0.426	145	253
NZ_CP091367.1_440	NZ_CP091367.1	440	893	Dodola__DolB	9e-28	95.2	0.715	0.309	467	742
NZ_CP091367.1_482	NZ_CP091367.1	482	557	Gabija__GajA	3.9e-102	340.8	0.921	0.996	1	555
NZ_CP091367.1_483	NZ_CP091367.1	483	594	Gabija__GajB_3	2.2e-18	64.4	0.511	0.391	29	260
NZ_CP091367.1_483	NZ_CP091367.1	483	594	UG35__UvrD	2.4999999999999998e-33	112.9	0.465	0.63	14	387
NZ_CP091367.1_483	NZ_CP091367.1	483	594	Gabija__GajB_1	3.7e-42	142.5	0.952	0.96	18	587
NZ_CP091367.1_483	NZ_CP091367.1	483	594	Gabija__GajB_2	5.2e-106	353.3	0.74	0.955	15	581
NZ_CP091367.1_585	NZ_CP091367.1	585	654	Dnd__DndA	5.4000000000000006e-42	141.9	0.865	0.521	270	610
NZ_CP091367.1_750	NZ_CP091367.1	750	258	Gao_Qat__QatD	1.8e-15	54.8	0.957	0.984	2	255
NZ_CP091367.1_756	NZ_CP091367.1	756	199	Dpd__QueD	1.6e-08	32.7	0.792	0.492	5	102
NZ_CP091367.1_795	NZ_CP091367.1	795	490	Pycsar__AG_cyclase	6.0000000000000005e-30	102.3	0.603	0.449	225	444
NZ_CP091367.1_801	NZ_CP091367.1	801	406	Dnd__DndA	1.1e-136	453.5	0.976	0.906	5	372
NZ_CP091367.1_1170	NZ_CP091367.1	1170	759	Dodola__DolB	1.6e-21	74.6	0.491	0.254	423	615
NZ_CP091367.1_1293	NZ_CP091367.1	1293	168	Veles__VlsC2	3.1000000000000002e-34	116.0	0.966	0.935	7	163
NZ_CP091367.1_1293	NZ_CP091367.1	1293	168	Veles__VlsC1	2.8e-34	116.2	0.966	0.94	5	162
NZ_CP091367.1_1348	NZ_CP091367.1	1348	571	recD_IV-D_1	3.4e-19	66.2	0.45	0.63	3	362
NZ_CP091367.1_1394	NZ_CP091367.1	1394	259	CBASS__AG_E1_ThiF	9.1e-67	222.8	0.984	0.9	20	252
NZ_CP091367.1_1431	NZ_CP091367.1	1431	336	WYL_I_II_III_IV_V_VI_1	1e-15	55.9	0.955	0.955	9	329
NZ_CP091367.1_1431	NZ_CP091367.1	1431	336	WYL_I_II_III_IV_V_VI_4	5.600000000000001e-25	86.2	0.948	0.515	157	329
NZ_CP091367.1_1499	NZ_CP091367.1	1499	514	ShosTA__ShosT	9.6e-05	20.0	0.532	0.216	285	395
NZ_CP091367.1_1555	NZ_CP091367.1	1555	229	DEDDh_I_II_III_IV_V_VI_1	7e-19	66.3	1.0	0.694	4	162
NZ_CP091367.1_1610	NZ_CP091367.1	1610	185	Dpd__FolE	6.1e-88	291.0	0.994	0.973	1	180
NZ_CP091367.1_1708	NZ_CP091367.1	1708	204	cas6f_I_II_III_IV_V_VI_2	3.9e-42	142.2	1.0	0.995	1	203
NZ_CP091367.1_1708	NZ_CP091367.1	1708	204	cas6f_I_II_III_IV_V_VI_3	6e-51	171.1	1.0	0.98	4	203
NZ_CP091367.1_1709	NZ_CP091367.1	1709	338	cas7f_I-F_1	1.3e-129	430.3	0.997	0.97	8	335
NZ_CP091367.1_1709	NZ_CP091367.1	1709	338	cas7f_I-F_2	1.6000000000000002e-131	436.4	1.0	0.964	8	333
NZ_CP091367.1_1710	NZ_CP091367.1	1710	295	cas5f_I-F_1	2.5e-18	64.0	0.464	0.41	4	124
NZ_CP091367.1_1710	NZ_CP091367.1	1710	295	cas5f_I-F_2	3.3e-72	241.0	1.0	0.969	4	289
NZ_CP091367.1_1710	NZ_CP091367.1	1710	295	cas5f_I-F_3	6.4e-94	312.4	1.0	0.966	5	289
NZ_CP091367.1_1710	NZ_CP091367.1	1710	295	cas5f_I-F_4	1.4e-106	353.9	1.0	0.963	5	288
