hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP018254.1_3	NZ_CP018254.1	3	361	Paris_II__AriA_AAA21	1.6e-15	55.2	0.798	0.909	1	328
NZ_CP018254.1_81	NZ_CP018254.1	81	537	Gabija__GajB_3	2.5e-27	93.9	0.975	0.911	16	504
NZ_CP018254.1_81	NZ_CP018254.1	81	537	Gabija__GajB_1	2.8000000000000002e-30	103.4	0.944	0.94	5	509
NZ_CP018254.1_81	NZ_CP018254.1	81	537	Gabija__GajB_2	1.4999999999999999e-90	302.3	0.763	0.968	2	521
NZ_CP018254.1_82	NZ_CP018254.1	82	623	Septu__PtuA	3.5e-23	80.9	0.763	0.541	1	337
NZ_CP018254.1_82	NZ_CP018254.1	82	623	Gabija__GajA	1.8000000000000002e-85	285.8	0.881	0.884	2	552
NZ_CP018254.1_83	NZ_CP018254.1	83	1147	RM__Type_I_REases_FAM_2.einsi_trimmed	7e-138	459.2	0.979	0.801	226	1144
NZ_CP018254.1_84	NZ_CP018254.1	84	390	RM__Type_I_S_02	2.1999999999999997e-41	140.2	0.689	0.797	78	388
NZ_CP018254.1_84	NZ_CP018254.1	84	390	RM__Type_I_S_52	4.3e-57	192.0	0.659	0.99	4	389
NZ_CP018254.1_84	NZ_CP018254.1	84	390	RM__Type_I_S_04	1.3e-57	193.9	0.729	0.985	5	388
NZ_CP018254.1_84	NZ_CP018254.1	84	390	RM__Type_I_S_06	1.1e-61	207.1	0.702	0.969	12	389
NZ_CP018254.1_84	NZ_CP018254.1	84	390	RM__Type_I_S_51	1.9e-63	212.4	0.8	0.985	5	388
NZ_CP018254.1_84	NZ_CP018254.1	84	390	RM__Type_I_S_03	5.2e-70	234.8	0.817	0.987	5	389
NZ_CP018254.1_85	NZ_CP018254.1	85	494	RM_Type_II__Type_II_MTases_FAM_32	8.3e-10	35.6	0.412	0.482	123	360
NZ_CP018254.1_85	NZ_CP018254.1	85	494	RM_Type_II__Type_II_MTases_FAM_6	2.5e-17	60.6	0.409	0.468	159	389
NZ_CP018254.1_85	NZ_CP018254.1	85	494	RM_Type_II__Type_II_MTases_FAM_33	7.4e-53	178.0	0.663	0.757	6	379
NZ_CP018254.1_85	NZ_CP018254.1	85	494	RM__Type_I_MTases_FAM_0	2e-59	199.7	0.752	0.777	108	491
NZ_CP018254.1_85	NZ_CP018254.1	85	494	RM__Type_I_MTases_FAM_2	5.3e-71	237.7	0.972	0.984	5	490
NZ_CP018254.1_85	NZ_CP018254.1	85	494	RM__Type_I_MTases_FAM_1	4e-182	604.0	0.998	0.996	1	492
NZ_CP018254.1_103	NZ_CP018254.1	103	511	TniQ_I-F_1	1.5e-19	69.1	0.986	0.305	4	159
NZ_CP018254.1_162	NZ_CP018254.1	162	155	Retron_I_A__HNH_TIGR02646	8.8e-24	82.3	0.585	0.897	1	139
NZ_CP018254.1_162	NZ_CP018254.1	162	155	Septu__PtuB	1.5999999999999999e-29	101.6	0.603	0.871	1	135
NZ_CP018254.1_163	NZ_CP018254.1	163	515	Paris_II__AriA_AAA21	1.1000000000000001e-30	105.1	0.829	0.713	57	423
NZ_CP018254.1_163	NZ_CP018254.1	163	515	Septu__PtuA	5.4e-90	301.1	0.945	0.878	59	510
NZ_CP018254.1_163	NZ_CP018254.1	163	515	Retron_I_A__ATPase_TypeIA	4.600000000000001e-168	558.4	0.978	0.996	1	513
NZ_CP018254.1_164	NZ_CP018254.1	164	316	RT_I_II_III_IV_V_VI_1	1.5e-18	64.6	0.778	0.731	28	258
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_11	1.1e-29	101.4	0.657	0.744	31	265
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_13	3.4e-35	119.3	0.791	0.858	21	291
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_14	1e-40	137.6	0.854	0.829	7	268
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_3	4.4999999999999996e-41	138.9	0.715	0.794	20	270
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_10	8.2e-44	148.0	0.883	0.949	3	302
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_2	3.6e-44	149.0	0.883	0.87	36	310
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_5	1.5e-56	189.7	0.573	0.934	9	303
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_7	4.4e-59	198.1	0.772	0.943	7	304
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_6	1.5999999999999998e-60	202.5	0.877	0.956	3	304
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_4	1.3e-115	383.7	0.978	0.975	5	312
NZ_CP018254.1_164	NZ_CP018254.1	164	316	Retron__RT_Tot_1	6.4e-138	457.0	0.987	0.978	5	313
NZ_CP018254.1_262	NZ_CP018254.1	262	973	recD_IV-D_1	2.9e-21	73.1	0.499	0.38	338	707
NZ_CP018254.1_386	NZ_CP018254.1	386	453	AbiH__AbiH	5.5999999999999996e-24	83.4	1.0	0.874	3	398
NZ_CP018254.1_444	NZ_CP018254.1	444	214	ShosTA__ShosT	2.7e-09	34.9	0.629	0.682	62	207
NZ_CP018254.1_546	NZ_CP018254.1	546	542	DISARM__drmC	2.3e-12	44.9	0.415	0.244	356	487
NZ_CP018254.1_576	NZ_CP018254.1	576	402	DS-1__DS-1A	5.6e-09	33.3	0.539	0.547	169	388
NZ_CP018254.1_577	NZ_CP018254.1	577	410	DS-1__DS-1B	7.7e-52	174.5	0.943	0.946	1	388
NZ_CP018254.1_598	NZ_CP018254.1	598	488	DISARM__drmC	1.6e-12	45.4	0.626	0.361	258	433
NZ_CP018254.1_646	NZ_CP018254.1	646	357	Zorya__ZorB	1e-07	29.4	0.438	0.28	232	331
NZ_CP018254.1_898	NZ_CP018254.1	898	188	Zorya__ZorB	3.6e-07	27.6	0.46	0.559	75	179
