replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP049801.1	NZ_CP049801.1_235	GAPS6__GAPS6a	235	defense-finder-models/DefenseFinder/GAPS6/GAPS6	NZ_CP049801.1_GAPS6_3	1	1	1.0	2.0	1	GAPS6__GAPS6a	mandatory	115	1.9000000000000002e-36	122.3	0.963	0.913	5	109			GAPS6	GAPS6	Defense
NZ_CP049801.1	NZ_CP049801.1_236	GAPS6__GAPS6b	236	defense-finder-models/DefenseFinder/GAPS6/GAPS6	NZ_CP049801.1_GAPS6_3	1	1	1.0	2.0	1	GAPS6__GAPS6b	mandatory	1077	1.4e-257	854.9	0.995	0.997	1	1074			GAPS6	GAPS6	Defense
NZ_CP049801.1	NZ_CP049801.1_249	RloC__RloC	249	defense-finder-models/DefenseFinder/RloC/RloC	NZ_CP049801.1_RloC_5	1	1	1.0	1.0	1	RloC__RloC	mandatory	877	3.2e-115	384.0	0.984	0.897	80	866			RloC	RloC	Defense
NZ_CP049801.1	NZ_CP049801.1_677	AbiU__AbiU	677	defense-finder-models/DefenseFinder/AbiU/AbiU	NZ_CP049801.1_AbiU_2	1	1	1.0	1.0	1	AbiU__AbiU	mandatory	464	5.199999999999999e-43	145.0	0.623	0.767	35	390			AbiU	AbiU	Defense
NZ_CP049801.1	NZ_CP049801.1_843	RM_Type_IV__FAM_1	843	defense-finder-models/RM/RM/RM_Type_IV	NZ_CP049801.1_RM_Type_IV_7	1	1	0.333	2.0	1	RM_Type_IV__FAM_1	mandatory	764	4.2e-83	277.9	0.524	0.529	342	745			RM	RM_Type_IV	Defense
NZ_CP049801.1	NZ_CP049801.1_844	RM_Type_IV__FAM_2	844	defense-finder-models/RM/RM/RM_Type_IV	NZ_CP049801.1_RM_Type_IV_7	1	1	0.333	2.0	1	RM_Type_IV__FAM_2	mandatory	430	2e-104	346.9	0.946	0.972	5	422			RM	RM_Type_IV	Defense
NZ_CP049801.1	NZ_CP049801.1_2068	cas6f_I_II_III_IV_V_VI_3	2068	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP049801.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	200	3.7e-63	210.6	1.0	0.98	4	199		NZ_CP049801.1_CAS_Class1-Type-I_9,NZ_CP049801.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP049801.1	NZ_CP049801.1_2069	cas7f_I-F_2	2069	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP049801.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas7f_I-F_3	mandatory	370	4.6e-121	401.7	0.927	0.822	61	364		NZ_CP049801.1_CAS_Class1-Type-I_9,NZ_CP049801.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP049801.1	NZ_CP049801.1_2070	cas5f_I-F_4	2070	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP049801.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas5f_I-F_4	mandatory	296	1.0999999999999999e-107	357.3	1.0	0.959	5	288		NZ_CP049801.1_CAS_Class1-Type-I_9,NZ_CP049801.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
NZ_CP049801.1	NZ_CP049801.1_2071	cas8f_I-F_8	2071	CasFinder/CAS_Class1-Subtype-I-F	NZ_CP049801.1_CAS_Class1-Subtype-I-F_8	1	1	1.0	6.0	1	cas8f_I-F_8	mandatory	417	4.4000000000000005e-110	365.8	0.989	0.861	40	398		NZ_CP049801.1_CAS_Class1-Type-I_9,NZ_CP049801.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-F	Defense
