hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP049801.1_96	NZ_CP049801.1	96	143	Veles__VlsC2	1.1e-56	188.6	0.946	0.951	6	141
NZ_CP049801.1_96	NZ_CP049801.1	96	143	Veles__VlsC1	2.1000000000000002e-57	190.9	0.973	0.986	2	142
NZ_CP049801.1_101	NZ_CP049801.1	101	361	Veles__VlsB1	2.8e-134	445.4	0.976	0.989	3	359
NZ_CP049801.1_101	NZ_CP049801.1	101	361	Veles__VlsB2	9.6e-135	447.0	0.936	0.986	4	359
NZ_CP049801.1_235	NZ_CP049801.1	235	115	GAPS6__GAPS6a	1.9000000000000002e-36	122.3	0.963	0.913	5	109
NZ_CP049801.1_236	NZ_CP049801.1	236	1077	GAPS6__GAPS6b	1.3999999999999998e-257	854.9	0.995	0.997	1	1074
NZ_CP049801.1_249	NZ_CP049801.1	249	877	RloC__RloC	3.2e-115	384.0	0.984	0.897	80	866
NZ_CP049801.1_279	NZ_CP049801.1	279	295	Rst_gop_beta_cll__cll	1.8e-22	77.8	0.558	0.502	100	247
NZ_CP049801.1_324	NZ_CP049801.1	324	458	Septu__PtuA	8.7e-49	165.0	0.71	0.788	1	361
NZ_CP049801.1_324	NZ_CP049801.1	324	458	Retron_I_A__ATPase_TypeIA	9.3e-77	256.8	0.76	0.889	1	407
NZ_CP049801.1_325	NZ_CP049801.1	325	498	Gabija__GajB_3	1.6e-06	25.1	0.562	0.53	212	475
NZ_CP049801.1_336	NZ_CP049801.1	336	1251	Gabija__GajB_2	5.2e-44	148.3	0.662	0.639	119	918
NZ_CP049801.1_399	NZ_CP049801.1	399	211	ShosTA__ShosT	6.5e-13	46.5	0.574	0.678	61	203
NZ_CP049801.1_524	NZ_CP049801.1	524	663	Gabija__GajB_3	1e-17	61.9	0.671	0.424	24	304
NZ_CP049801.1_524	NZ_CP049801.1	524	663	Gabija__GajB_1	2.0000000000000002e-36	123.4	0.919	0.881	18	601
NZ_CP049801.1_524	NZ_CP049801.1	524	663	UG35__UvrD	3.4000000000000003e-56	188.3	0.499	0.618	8	417
NZ_CP049801.1_524	NZ_CP049801.1	524	663	Gabija__GajB_2	7.9e-84	279.7	0.77	0.932	9	626
NZ_CP049801.1_584	NZ_CP049801.1	584	275	Gao_Qat__QatD	2e-12	44.5	0.591	0.564	66	220
NZ_CP049801.1_587	NZ_CP049801.1	587	261	CBASS__AG_E1_ThiF	5.3e-37	125.0	0.82	0.874	22	249
NZ_CP049801.1_600	NZ_CP049801.1	600	596	Lamassu-Fam__LmuB_DS-30D	3.6000000000000003e-121	403.2	0.998	0.997	1	594
NZ_CP049801.1_601	NZ_CP049801.1	601	81	Lamassu-Fam__LmuC_DS-30C	2.8e-11	40.8	0.92	0.852	5	73
NZ_CP049801.1_603	NZ_CP049801.1	603	540	RM_Type_II__Type_II_REase04	2.8e-20	71.4	0.993	0.976	12	538
