system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
11,NZ_CP031716.1,RM_type_II,NZ_CP031716.1_97,PDLC03421,REase_II_00023,REase_II,2.5e-41,3.2e-41,0.908,0.856,119716,120468,+,# 119716 # 120468 # 1 # ;gc_cont=0.315,97,3619,"PDLC03482,REase_II_00084, 1, 6.6e-22, 0.88, 0.799 | PDLC03509,REase_II_00111, 1, 0.00015, 0.53, 0.335 | PDLC03421,REase_II_00023, 1, 3.2e-41, 0.908, 0.856","PDLC03421, REase_II_00023, 3.2e-41, 0.908, 0.856 | PDLC03482, REase_II_00084, 6.6e-22, 0.88, 0.799 | PDLC03509, REase_II_00111, 0.00015, 0.53, 0.335"
11,NZ_CP031716.1,RM_type_II,NZ_CP031716.1_98,PDLC03272,MTase_II_00058,MTase_II,1.6e-97,1.7999999999999997e-97,0.901,0.784,120476,121657,-,# 120476 # 121657 # -1 # ;gc_cont=0.357,98,3619,"PDLC03286,MTase_II_00072, 1, 5.4e-25, 0.492, 0.962 | PDLC03384,MTase_II_00170, 1, 4.7e-14, 0.439, 0.408 | PDLC03384,MTase_II_00170, 2, 9.8, 0.038, 0.04 | PDLC03223,MTase_II_00009, 1, 8.7, 0.046, 0.038 | PDLC03223,MTase_II_00009, 2, 3.5e-08, 0.289, 0.269 | PDLC03223,MTase_II_00009, 3, 4.1e-06, 0.208, 0.175 | PDLC03381,MTase_II_00167, 1, 8.3e-20, 0.551, 0.513 | PDLC03381,MTase_II_00167, 2, 3.2e-11, 0.274, 0.285 | PDLC03232,MTase_II_00018, 1, 94, 0.084, 0.073 | PDLC03232,MTase_II_00018, 2, 6.2e-15, 0.381, 0.338 | PDLC03232,MTase_II_00018, 3, 6.4e-13, 0.206, 0.178 | PDLC03225,MTase_II_00011, 1, 3.2e-10, 0.315, 0.216 | PDLC03225,MTase_II_00011, 2, 0.00026, 0.094, 0.067 | PDLC03225,MTase_II_00011, 3, 3.9e-19, 0.305, 0.182 | PDLC03237,MTase_II_00023, 1, 5.9e-32, 0.464, 0.168 | PDLC03237,MTase_II_00023, 2, 2.5e-21, 0.289, 0.115 | PDLC03279,MTase_II_00065, 1, 3.4e-21, 0.5, 0.313 | PDLC03279,MTase_II_00065, 2, 2.6e-11, 0.244, 0.165 | PDLC03330,MTase_II_00116, 1, 1.7e-68, 0.888, 0.758 | PDLC03343,MTase_II_00129, 1, 3.4e-18, 0.47, 0.353 | PDLC03343,MTase_II_00129, 2, 3.5e-14, 0.234, 0.199 | PDLC03231,MTase_II_00017, 1, 5.9e-19, 0.404, 0.336 | PDLC03231,MTase_II_00017, 2, 1.2e-10, 0.188, 0.152 | PDLC03374,MTase_II_00160, 1, 0.00096, 0.058, 0.056 | PDLC03374,MTase_II_00160, 2, 0.14, 0.102, 0.089 | PDLC03374,MTase_II_00160, 3, 0.75, 0.122, 0.103 | PDLC03220,MTase_II_00006, 1, 4.3e-14, 0.505, 0.36 | PDLC03220,MTase_II_00006, 2, 0.0081, 0.14, 0.105 | PDLC03307,MTase_II_00093, 1, 9.3e-47, 0.888, 0.961 | PDLC03368,MTase_II_00154, 1, 2e-12, 0.695, 0.597 | PDLC03242,MTase_II_00028, 1, 3.5e-19, 0.464, 0.389 | PDLC03242,MTase_II_00028, 2, 1.9, 0.112, 0.108 | PDLC03217,MTase_II_00003, 1, 4.9e-20, 0.464, 0.23 | PDLC03217,MTase_II_00003, 2, 0.99, 0.107, 0.06 | PDLC03254,MTase_II_00040, 1, 2.9e-06, 0.315, 0.311 | PDLC03378,MTase_II_00164, 1, 8.5e-95, 0.901, 0.962 | PDLC03270,MTase_II_00056, 1, 4.4e-17, 0.472, 0.528 | PDLC03270,MTase_II_00056, 2, 2e-08, 0.16, 0.204 | PDLC03272,MTase_II_00058, 1, 1.8e-97, 0.901, 0.784 | PDLC03355,MTase_II_00141, 1, 1.9e-22, 0.457, 0.475 | PDLC03355,MTase_II_00141, 2, 3.1e-07, 0.203, 0.21 | PDLC03361,MTase_II_00147, 1, 2.2e-14, 0.477, 0.44 | PDLC03361,MTase_II_00147, 2, 0.013, 0.129, 0.121 | PDLC03243,MTase_II_00029, 1, 8.6e-11, 0.47, 0.443 | PDLC03304,MTase_II_00090, 1, 7.5e-17, 0.462, 0.398 | PDLC03304,MTase_II_00090, 2, 3.7e-05, 0.114, 0.118 | PDLC03324,MTase_II_00110, 1, 1.6e-16, 0.47, 0.404 | PDLC03324,MTase_II_00110, 2, 42, 0.051, 0.049 | PDLC03324,MTase_II_00110, 3, 44, 0.109, 0.123 | PDLC03234,MTase_II_00020, 1, 2.9e-49, 0.558, 0.533 | PDLC03234,MTase_II_00020, 2, 8e-27, 0.312, 0.323 | PDLC03277,MTase_II_00063, 1, 6e-07, 0.827, 0.409 | PDLC03329,MTase_II_00115, 1, 3.6e-14, 0.477, 0.447 | PDLC03329,MTase_II_00115, 2, 0.0018, 0.244, 0.241 | PDLC03388,MTase_II_00174, 1, 2e-05, 0.32, 0.317 | PDLC03269,MTase_II_00055, 1, 7.8e-17, 0.467, 0.371 | PDLC03269,MTase_II_00055, 2, 0.00011, 0.127, 0.114 | PDLC03326,MTase_II_00112, 1, 1.6e-41, 0.551, 0.507 | PDLC03326,MTase_II_00112, 2, 4.9e-17, 0.221, 0.223 | PDLC03370,MTase_II_00156, 1, 0.00015, 0.292, 0.276 | PDLC03370,MTase_II_00156, 2, 1.2, 0.096, 0.098","PDLC03272, MTase_II_00058, 1.8e-97, 0.901, 0.784 | PDLC03378, MTase_II_00164, 8.5e-95, 0.901, 0.962 | PDLC03330, MTase_II_00116, 1.7e-68, 0.888, 0.758 | PDLC03234, MTase_II_00020, 2.9e-49, 0.558, 0.533 | PDLC03307, MTase_II_00093, 9.3e-47, 0.888, 0.961"
1,NZ_CP031716.1,AbiL,NZ_CP031716.1_228,PDLC02335,AbiLi-1,AbiLi,2.3999999999999995e-76,2.7999999999999995e-76,0.989,0.745,257924,259288,+,# 257924 # 259288 # 1 # ;gc_cont=0.255,228,3619,"PDLC02335,AbiLi-1, 1, 2.8e-76, 0.989, 0.745","PDLC02335, AbiLi-1, 2.8e-76, 0.989, 0.745"
1,NZ_CP031716.1,AbiL,NZ_CP031716.1_229,PDLC02337,AbiLii-1,AbiLii,7.8e-16,9e-16,0.919,0.359,259305,260009,+,# 259305 # 260009 # 1 # ;gc_cont=0.335,229,3619,"PDLC02337,AbiLii-1, 1, 9e-16, 0.919, 0.359","PDLC02337, AbiLii-1, 9e-16, 0.919, 0.359"
4,NZ_CP031716.1,Lamassu_Family,NZ_CP031716.1_599,PDLC03848,Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,LmuA,3.1000000000000004e-26,4e-26,0.883,0.949,654513,655739,+,# 654513 # 655739 # 1 # ;gc_cont=0.290,599,3619,"PDLC03848,Lamassu-Fam__LmuA_effector_Cap4_nuclease_II, 1, 4e-26, 0.883, 0.949","PDLC03848, Lamassu-Fam__LmuA_effector_Cap4_nuclease_II, 4e-26, 0.883, 0.949"
4,NZ_CP031716.1,Lamassu_Family,NZ_CP031716.1_600,PDLC03870,Lamassu-Fam__LmuC_acc_Cap4_nuclease,LmuC,5.2e-15,6.1e-15,0.907,0.871,655732,656412,+,# 655732 # 656412 # 1 # ;gc_cont=0.264,600,3619,"PDLC03870,Lamassu-Fam__LmuC_acc_Cap4_nuclease, 1, 6.1e-15, 0.907, 0.871","PDLC03870, Lamassu-Fam__LmuC_acc_Cap4_nuclease, 6.1e-15, 0.907, 0.871"
4,NZ_CP031716.1,Lamassu_Family,NZ_CP031716.1_601,PDLC03859,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,LmuB,1.6999999999999997e-67,2.2999999999999997e-67,0.977,0.985,656369,658714,+,# 656369 # 658714 # 1 # ;gc_cont=0.276,601,3619,"PDLC03859,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II, 1, 2.3e-67, 0.977, 0.985 | PDLC03861,Lamassu-Fam__LmuB_SMC_Amidase, 1, 3.1e-11, 0.068, 0.044 | PDLC03861,Lamassu-Fam__LmuB_SMC_Amidase, 2, 3.1, 0.322, 0.203 | PDLC03861,Lamassu-Fam__LmuB_SMC_Amidase, 3, 640, 0.035, 0.022 | PDLC03861,Lamassu-Fam__LmuB_SMC_Amidase, 4, 1.1e-05, 0.096, 0.067 | PDLC03868,Lamassu-Fam__LmuB_SMC_FMO, 1, 9.8e-09, 0.072, 0.055 | PDLC03868,Lamassu-Fam__LmuB_SMC_FMO, 2, 540, 0.031, 0.023 | PDLC03868,Lamassu-Fam__LmuB_SMC_FMO, 3, 540, 0.043, 0.033 | PDLC03868,Lamassu-Fam__LmuB_SMC_FMO, 4, 2.8e-07, 0.113, 0.089 | PDLC03865,Lamassu-Fam__LmuB_SMC_Hydrolase_protease, 1, 9.9e-17, 0.123, 0.105 | PDLC03865,Lamassu-Fam__LmuB_SMC_Hydrolase_protease, 2, 1.1, 0.643, 0.524 | PDLC03865,Lamassu-Fam__LmuB_SMC_Hydrolase_protease, 3, 1.3e-15, 0.101, 0.086","PDLC03859, Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II, 2.3e-67, 0.977, 0.985 | PDLC03865, Lamassu-Fam__LmuB_SMC_Hydrolase_protease, 9.9e-17, 0.123, 0.105 | PDLC03861, Lamassu-Fam__LmuB_SMC_Amidase, 3.1e-11, 0.068, 0.044 | PDLC03868, Lamassu-Fam__LmuB_SMC_FMO, 9.8e-09, 0.072, 0.055"
2,NZ_CP031716.1,DMS_other,NZ_CP031716.1_602,PDLC03644,MTase_III_00013,MTase_III,4.599999999999998e-137,5.399999999999998e-137,0.962,0.753,658844,660091,+,# 658844 # 660091 # 1 # ;gc_cont=0.349,602,3619,"PDLC03308,MTase_II_00094, 1, 6.6e-05, 0.171, 0.155 | PDLC03636,MTase_III_00005, 1, 6.8e-18, 0.192, 0.144 | PDLC03636,MTase_III_00005, 2, 4.3e-21, 0.281, 0.2 | PDLC03636,MTase_III_00005, 3, 5.1e-14, 0.245, 0.16 | PDLC03738,oMTase_00027, 1, 0.28, 0.082, 0.082 | PDLC03738,oMTase_00027, 2, 0.00041, 0.168, 0.178 | PDLC04134,mads_2, 1, 3.6, 0.26, 0.148 | PDLC04134,mads_2, 2, 0.023, 0.135, 0.104 | PDLC03339,MTase_II_00125, 1, 1.6e-08, 0.385, 0.356 | PDLC03339,MTase_II_00125, 2, 6.8e-07, 0.18, 0.17 | PDLC02541,PglXI_00001, 1, 0.012, 0.137, 0.062 | PDLC02541,PglXI_00001, 1, 0.012, 0.137, 0.062 | PDLC03241,MTase_II_00027, 1, 1.3e-06, 0.173, 0.145 | PDLC03279,MTase_II_00065, 1, 350, 0.031, 0.022 | PDLC03279,MTase_II_00065, 2, 0.0019, 0.139, 0.089 | PDLC03327,MTase_II_00113, 1, 41, 0.053, 0.069 | PDLC03327,MTase_II_00113, 2, 0.005, 0.096, 0.125 | PDLC03229,MTase_II_00015, 1, 160, 0.041, 0.039 | PDLC03229,MTase_II_00015, 2, 0.013, 0.139, 0.119 | PDLC03645,MTase_III_00014, 1, 5.2e-16, 0.291, 0.152 | PDLC03645,MTase_III_00014, 2, 6.8e-08, 0.096, 0.055 | PDLC03642,MTase_III_00011, 1, 3.1e-46, 0.892, 0.67 | PDLC03637,MTase_III_00006, 1, 1.7e-47, 0.899, 0.727 | PDLC03265,MTase_II_00051, 1, 0.068, 0.142, 0.174 | PDLC03265,MTase_II_00051, 2, 0.00056, 0.096, 0.12 | PDLC03644,MTase_III_00013, 1, 5.4e-137, 0.962, 0.753 | PDLC03351,MTase_II_00137, 1, 0.0022, 0.13, 0.138 | PDLC03643,MTase_III_00012, 1, 6.2e-27, 0.63, 0.578 | PDLC03323,MTase_II_00109, 1, 0.0051, 0.171, 0.194 | PDLC03387,MTase_II_00173, 1, 4.8, 0.228, 0.256 | PDLC03387,MTase_II_00173, 2, 5.6e-07, 0.507, 0.405 | PDLC03295,MTase_II_00081, 1, 0.085, 0.091, 0.13 | PDLC03295,MTase_II_00081, 2, 1.8, 0.127, 0.158 | PDLC03354,MTase_II_00140, 1, 1.6e-35, 0.832, 0.758 | PDLC03371,MTase_II_00157, 1, 9.9e-07, 0.418, 0.608 | PDLC03371,MTase_II_00157, 2, 7.9e-10, 0.147, 0.212 | PDLC03634,MTase_III_00003, 1, 1.3e-88, 0.899, 0.63 | PDLC03284,MTase_II_00070, 1, 0.011, 0.188, 0.211 | PDLC03246,MTase_II_00032, 1, 1.6, 0.474, 0.524 | PDLC03246,MTase_II_00032, 2, 0.00036, 0.118, 0.114 | PDLC03639,MTase_III_00008, 1, 2.8e-27, 0.45, 0.266 | PDLC03639,MTase_III_00008, 2, 3.1e-16, 0.231, 0.161 | PDLC03251,MTase_II_00037, 1, 92, 0.084, 0.113 | PDLC03251,MTase_II_00037, 2, 510, 0.077, 0.11 | PDLC03251,MTase_II_00037, 3, 2.4e-06, 0.144, 0.191 | PDLC03278,MTase_II_00064, 1, 1.8e-08, 0.32, 0.269 | PDLC03278,MTase_II_00064, 2, 2.4e-17, 0.361, 0.356 | PDLC03350,MTase_II_00136, 1, 310, 0.094, 0.109 | PDLC03350,MTase_II_00136, 2, 7.1e-05, 0.125, 0.144 | PDLC03300,MTase_II_00086, 1, 2.5e-12, 0.305, 0.434 | PDLC03300,MTase_II_00086, 2, 1.9e-06, 0.149, 0.185 | PDLC03635,MTase_III_00004, 1, 6.9e-17, 0.125, 0.073 | PDLC03635,MTase_III_00004, 2, 1.2e-16, 0.226, 0.134 | PDLC03635,MTase_III_00004, 3, 4.1e-11, 0.204, 0.11 | PDLC03305,MTase_II_00091, 1, 17, 0.221, 0.173 | PDLC03305,MTase_II_00091, 2, 0.0073, 0.12, 0.09 | PDLC03216,MTase_II_00002, 1, 1.9, 0.084, 0.088 | PDLC03216,MTase_II_00002, 2, 3.2e-05, 0.171, 0.176 | PDLC03633,MTase_III_00002, 1, 8e-15, 0.32, 0.222 | PDLC03633,MTase_III_00002, 2, 0.53, 0.103, 0.07 | PDLC03641,MTase_III_00010, 1, 1.3e-74, 0.904, 0.589 | PDLC03640,MTase_III_00009, 1, 1.7e-58, 0.389, 0.266 | PDLC03640,MTase_III_00009, 2, 2.5e-31, 0.49, 0.326 | PDLC03320,MTase_II_00106, 1, 12, 0.123, 0.166 | PDLC03320,MTase_II_00106, 2, 3.1e-05, 0.173, 0.225 | PDLC03646,MTase_III_00015, 1, 4.2e-12, 0.353, 0.115 | PDLC03646,MTase_III_00015, 2, 3e-22, 0.365, 0.145 | PDLC03732,oMTase_00021, 1, 430, 0.048, 0.078 | PDLC03732,oMTase_00021, 2, 0.0017, 0.163, 0.283 | PDLC03632,MTase_III_00001, 1, 1e-11, 0.363, 0.16 | PDLC03632,MTase_III_00001, 2, 3.5, 0.118, 0.044 | PDLC03299,MTase_II_00085, 1, 0.002, 0.156, 0.213 | PDLC03299,MTase_II_00085, 2, 2.4e-06, 0.159, 0.199 | PDLC03353,MTase_II_00139, 1, 0.7, 0.32, 0.485 | PDLC03353,MTase_II_00139, 2, 0.00045, 0.099, 0.135 | PDLC03230,MTase_II_00016, 1, 99, 0.135, 0.139 | PDLC03230,MTase_II_00016, 2, 0.00013, 0.118, 0.147 | PDLC03260,MTase_II_00046, 1, 680, 0.096, 0.117 | PDLC03260,MTase_II_00046, 2, 0.00025, 0.127, 0.123 | PDLC03638,MTase_III_00007, 1, 1.2e-09, 0.118, 0.061 | PDLC03638,MTase_III_00007, 2, 1.5e-35, 0.702, 0.321 | PDLC03228,MTase_II_00014, 1, 43, 0.077, 0.128 | PDLC03228,MTase_II_00014, 2, 2.5e-05, 0.185, 0.308 | PDLC03714,oMTase_00003, 1, 0.0082, 0.13, 0.168","PDLC03644, MTase_III_00013, 5.4e-137, 0.962, 0.753 | PDLC03634, MTase_III_00003, 1.3e-88, 0.899, 0.63 | PDLC03641, MTase_III_00010, 1.3e-74, 0.904, 0.589 | PDLC03640, MTase_III_00009, 1.7e-58, 0.389, 0.266 | PDLC03637, MTase_III_00006, 1.7e-47, 0.899, 0.727"
12,NZ_CP031716.1,SoFic,NZ_CP031716.1_611,PDLC03963,SoFic__SoFic,SoFic,2.7e-51,3.2e-51,0.924,0.886,667343,668362,+,# 667343 # 668362 # 1 # ;gc_cont=0.400,611,3619,"PDLC03963,SoFic__SoFic, 1, 3.2e-51, 0.924, 0.886","PDLC03963, SoFic__SoFic, 3.2e-51, 0.924, 0.886"
6,NZ_CP031716.1,PDC-S04,NZ_CP031716.1_988,PDLC04838,PDC-S04_WP_169250289.1,PDC-S04,1.9999999999999995e-76,2.3999999999999995e-76,0.947,0.866,1084551,1085120,-,# 1084551 # 1085120 # -1 # ;gc_cont=0.444,988,3619,"PDLC04837,PDC-S04_WP_208343806.1, 1, 2.1e-07, 0.168, 0.137 | PDLC04836,PDC-S04_WP_002996767.1, 1, 7.5e-08, 0.358, 0.254 | PDLC04842,PDC-S04_WP_163235784.1, 1, 8.1e-24, 0.668, 0.574 | PDLC04841,PDC-S04_WP_121941008.1, 1, 1.5e-20, 0.658, 0.39 | PDLC04838,PDC-S04_WP_169250289.1, 1, 2.4e-76, 0.947, 0.866 | PDLC04839,PDC-S04_WP_034227615.1, 1, 6.1e-42, 0.926, 0.888 | PDLC04840,PDC-S04_WP_201691753.1, 1, 7.6e-07, 0.516, 0.436","PDLC04838, PDC-S04_WP_169250289.1, 2.4e-76, 0.947, 0.866 | PDLC04839, PDC-S04_WP_034227615.1, 6.1e-42, 0.926, 0.888 | PDLC04842, PDC-S04_WP_163235784.1, 8.1e-24, 0.668, 0.574 | PDLC04841, PDC-S04_WP_121941008.1, 1.5e-20, 0.658, 0.39 | PDLC04836, PDC-S04_WP_002996767.1, 7.5e-08, 0.358, 0.254"
