hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP018259.1_3	NZ_CP018259.1	3	361	Paris_II__AriA_AAA21	4.2e-14	50.6	0.798	0.909	1	328
NZ_CP018259.1_24	NZ_CP018259.1	24	893	Dodola__DolB	8.8e-29	98.6	0.723	0.312	463	741
NZ_CP018259.1_35	NZ_CP018259.1	35	259	Zorya__ZorB	3.8e-10	37.5	0.532	0.486	130	255
NZ_CP018259.1_115	NZ_CP018259.1	115	225	RM_Type_II__Type_II_REases	5.1e-14	50.3	0.412	0.569	71	198
NZ_CP018259.1_177	NZ_CP018259.1	177	376	PsyrTA__PsyrA	1.7999999999999998e-33	114.0	0.824	0.846	43	360
NZ_CP018259.1_177	NZ_CP018259.1	177	376	ShosTA__ShosA	1.7e-62	209.2	0.898	0.755	10	293
NZ_CP018259.1_242	NZ_CP018259.1	242	435	RM_Type_II__Type_II_MTases	3.1e-84	281.1	0.989	0.871	19	397
NZ_CP018259.1_331	NZ_CP018259.1	331	458	Paris_II__AAA_21	1.9e-07	29.1	0.974	0.721	29	358
NZ_CP018259.1_331	NZ_CP018259.1	331	458	Septu__PtuA	1.3e-44	151.6	0.901	0.967	1	443
NZ_CP018259.1_331	NZ_CP018259.1	331	458	Retron_I_A__ATPase_TypeIA	4.2e-79	264.9	0.846	0.983	1	450
NZ_CP018259.1_332	NZ_CP018259.1	332	498	Gabija__GajB_3	1.1e-06	26.1	0.562	0.53	212	475
NZ_CP018259.1_345	NZ_CP018259.1	345	1266	Gabija__GajB_2	2.9e-41	139.6	0.669	0.64	134	943
NZ_CP018259.1_412	NZ_CP018259.1	412	623	PsyrTA__PsyrT	6.7e-16	55.4	0.469	0.535	30	362
NZ_CP018259.1_412	NZ_CP018259.1	412	623	Shango__SngC	5.899999999999999e-22	75.9	0.508	0.568	10	363
NZ_CP018259.1_421	NZ_CP018259.1	421	214	ShosTA__ShosT	4.8e-14	50.5	0.637	0.776	38	203
NZ_CP018259.1_518	NZ_CP018259.1	518	153	PD-T4-9__PD-T4-9_C	2.5e-05	22.4	0.954	0.85	11	140
